Altitude                 Rho                      Temperture               Pressure                 SpeedOfSound             
2082.000000              1.490784                 301.652180               129018.405629            348.143427               
2083.000000              1.490920                 301.658670               129032.995960            348.147172               
2084.000000              1.491057                 301.665160               129047.587626            348.150917               
2085.000000              1.491193                 301.671650               129062.180629            348.154662               
2086.000000              1.491330                 301.678140               129076.774969            348.158407               
2087.000000              1.491466                 301.684630               129091.370644            348.162152               
2088.000000              1.491603                 301.691120               129105.967656            348.165897               
2089.000000              1.491740                 301.697610               129120.566004            348.169642               
2090.000000              1.491876                 301.704100               129135.165689            348.173387               
2091.000000              1.492013                 301.710590               129149.766711            348.177132               
2092.000000              1.492149                 301.717080               129164.369069            348.180876               
2093.000000              1.492286                 301.723570               129178.972765            348.184621               
2094.000000              1.492423                 301.730060               129193.577797            348.188366               
2095.000000              1.492559                 301.736550               129208.184166            348.192110               
2096.000000              1.492696                 301.743040               129222.791873            348.195855               
2097.000000              1.492832                 301.749530               129237.400917            348.199600               
2098.000000              1.492969                 301.756020               129252.011298            348.203344               
2099.000000              1.493106                 301.762510               129266.623016            348.207089               
2100.000000              1.493242                 301.769000               129281.236072            348.210833               
2101.000000              1.493379                 301.775490               129295.850466            348.214577               
2102.000000              1.493516                 301.781980               129310.466197            348.218322               
2103.000000              1.493653                 301.788470               129325.083266            348.222066               
2104.000000              1.493789                 301.794960               129339.701674            348.225810               
2105.000000              1.493926                 301.801450               129354.321419            348.229554               
2106.000000              1.494063                 301.807940               129368.942502            348.233299               
2107.000000              1.494199                 301.814430               129383.564923            348.237043               
2108.000000              1.494336                 301.820920               129398.188683            348.240787               
2109.000000              1.494473                 301.827410               129412.813781            348.244531               
2110.000000              1.494610                 301.833900               129427.440217            348.248275               
2111.000000              1.494746                 301.840390               129442.067992            348.252019               
2112.000000              1.494883                 301.846880               129456.697106            348.255763               
2113.000000              1.495020                 301.853370               129471.327558            348.259507               
2114.000000              1.495157                 301.859860               129485.959349            348.263251               
2115.000000              1.495294                 301.866350               129500.592480            348.266994               
2116.000000              1.495431                 301.872840               129515.226949            348.270738               
2117.000000              1.495567                 301.879330               129529.862757            348.274482               
2118.000000              1.495704                 301.885820               129544.499905            348.278226               
2119.000000              1.495841                 301.892310               129559.138391            348.281969               
2120.000000              1.495978                 301.898800               129573.778218            348.285713               
2121.000000              1.496115                 301.905290               129588.419383            348.289457               
2122.000000              1.496252                 301.911780               129603.061889            348.293200               
2123.000000              1.496389                 301.918270               129617.705734            348.296944               
2124.000000              1.496525                 301.924760               129632.350918            348.300687               
2125.000000              1.496662                 301.931250               129646.997443            348.304430               
2126.000000              1.496799                 301.937740               129661.645308            348.308174               
2127.000000              1.496936                 301.944230               129676.294512            348.311917               
2128.000000              1.497073                 301.950720               129690.945057            348.315660               
2129.000000              1.497210                 301.957210               129705.596942            348.319404               
2130.000000              1.497347                 301.963700               129720.250168            348.323147               
2131.000000              1.497484                 301.970190               129734.904733            348.326890               
2132.000000              1.497621                 301.976680               129749.560640            348.330633               
2133.000000              1.497758                 301.983170               129764.217887            348.334376               
2134.000000              1.497895                 301.989660               129778.876474            348.338119               
2135.000000              1.498032                 301.996150               129793.536403            348.341862               
2136.000000              1.498169                 302.002640               129808.197672            348.345605               
2137.000000              1.498306                 302.009130               129822.860283            348.349348               
2138.000000              1.498443                 302.015620               129837.524234            348.353091               
2139.000000              1.498580                 302.022110               129852.189527            348.356834               
2140.000000              1.498717                 302.028600               129866.856161            348.360577               
2141.000000              1.498854                 302.035090               129881.524136            348.364320               
2142.000000              1.498991                 302.041580               129896.193453            348.368062               
2143.000000              1.499128                 302.048070               129910.864111            348.371805               
2144.000000              1.499266                 302.054560               129925.536111            348.375548               
2145.000000              1.499403                 302.061050               129940.209453            348.379290               
2146.000000              1.499540                 302.067540               129954.884136            348.383033               
2147.000000              1.499677                 302.074030               129969.560162            348.386775               
2148.000000              1.499814                 302.080520               129984.237529            348.390518               
2149.000000              1.499951                 302.087010               129998.916239            348.394260               
2150.000000              1.500088                 302.093500               130013.596291            348.398003               
2151.000000              1.500226                 302.099990               130028.277685            348.401745               
2152.000000              1.500363                 302.106480               130042.960421            348.405487               
2153.000000              1.500500                 302.112970               130057.644500            348.409230               
2154.000000              1.500637                 302.119460               130072.329922            348.412972               
2155.000000              1.500774                 302.125950               130087.016686            348.416714               
2156.000000              1.500911                 302.132440               130101.704794            348.420456               
2157.000000              1.501049                 302.138930               130116.394243            348.424198               
2158.000000              1.501186                 302.145420               130131.085036            348.427941               
2159.000000              1.501323                 302.151910               130145.777172            348.431683               
2160.000000              1.501460                 302.158400               130160.470652            348.435425               
2161.000000              1.501598                 302.164890               130175.165474            348.439167               
2162.000000              1.501735                 302.171380               130189.861640            348.442909               
2163.000000              1.501872                 302.177870               130204.559149            348.446650               
2164.000000              1.502010                 302.184360               130219.258002            348.450392               
2165.000000              1.502147                 302.190850               130233.958198            348.454134               
2166.000000              1.502284                 302.197340               130248.659738            348.457876               
2167.000000              1.502421                 302.203830               130263.362622            348.461618               
2168.000000              1.502559                 302.210320               130278.066850            348.465359               
2169.000000              1.502696                 302.216810               130292.772421            348.469101               
2170.000000              1.502833                 302.223300               130307.479337            348.472842               
2171.000000              1.502971                 302.229790               130322.187597            348.476584               
2172.000000              1.503108                 302.236280               130336.897202            348.480326               
2173.000000              1.503246                 302.242770               130351.608150            348.484067               
2174.000000              1.503383                 302.249260               130366.320444            348.487808               
2175.000000              1.503520                 302.255750               130381.034081            348.491550               
2176.000000              1.503658                 302.262240               130395.749064            348.495291               
2177.000000              1.503795                 302.268730               130410.465391            348.499033               
2178.000000              1.503933                 302.275220               130425.183063            348.502774               
2179.000000              1.504070                 302.281710               130439.902080            348.506515               
2180.000000              1.504207                 302.288200               130454.622442            348.510256               
2181.000000              1.504345                 302.294690               130469.344149            348.513997               
2182.000000              1.504482                 302.301180               130484.067201            348.517739               
2183.000000              1.504620                 302.307670               130498.791599            348.521480               
2184.000000              1.504757                 302.314160               130513.517342            348.525221               
2185.000000              1.504895                 302.320650               130528.244430            348.528962               
2186.000000              1.505032                 302.327140               130542.972865            348.532703               
2187.000000              1.505170                 302.333630               130557.702644            348.536444               
2188.000000              1.505307                 302.340120               130572.433770            348.540185               
2189.000000              1.505445                 302.346610               130587.166242            348.543925               
2190.000000              1.505582                 302.353100               130601.900059            348.547666               
2191.000000              1.505720                 302.359590               130616.635223            348.551407               
2192.000000              1.505857                 302.366080               130631.371732            348.555148               
2193.000000              1.505995                 302.372570               130646.109588            348.558888               
2194.000000              1.506133                 302.379060               130660.848791            348.562629               
2195.000000              1.506270                 302.385550               130675.589339            348.566370               
2196.000000              1.506408                 302.392040               130690.331235            348.570110               
2197.000000              1.506545                 302.398530               130705.074476            348.573851               
2198.000000              1.506683                 302.405020               130719.819065            348.577591               
2199.000000              1.506821                 302.411510               130734.565001            348.581332               
2200.000000              1.506958                 302.418000               130749.312283            348.585072               
2201.000000              1.507096                 302.424490               130764.060912            348.588812               
2202.000000              1.507234                 302.430980               130778.810889            348.592553               
2203.000000              1.507371                 302.437470               130793.562213            348.596293               
2204.000000              1.507509                 302.443960               130808.314884            348.600033               
2205.000000              1.507647                 302.450450               130823.068902            348.603773               
2206.000000              1.507784                 302.456940               130837.824268            348.607514               
2207.000000              1.507922                 302.463430               130852.580981            348.611254               
2208.000000              1.508060                 302.469920               130867.339042            348.614994               
2209.000000              1.508197                 302.476410               130882.098451            348.618734               
2210.000000              1.508335                 302.482900               130896.859208            348.622474               
2211.000000              1.508473                 302.489390               130911.621313            348.626214               
2212.000000              1.508611                 302.495880               130926.384765            348.629954               
2213.000000              1.508748                 302.502370               130941.149566            348.633694               
2214.000000              1.508886                 302.508860               130955.915715            348.637433               
2215.000000              1.509024                 302.515350               130970.683213            348.641173               
2216.000000              1.509162                 302.521840               130985.452059            348.644913               
2217.000000              1.509300                 302.528330               131000.222253            348.648653               
2218.000000              1.509437                 302.534820               131014.993796            348.652392               
2219.000000              1.509575                 302.541310               131029.766687            348.656132               
2220.000000              1.509713                 302.547800               131044.540928            348.659872               
2221.000000              1.509851                 302.554290               131059.316517            348.663611               
2222.000000              1.509989                 302.560780               131074.093456            348.667351               
2223.000000              1.510127                 302.567270               131088.871743            348.671090               
2224.000000              1.510264                 302.573760               131103.651380            348.674830               
2225.000000              1.510402                 302.580250               131118.432365            348.678569               
2226.000000              1.510540                 302.586740               131133.214701            348.682308               
2227.000000              1.510678                 302.593230               131147.998385            348.686048               
2228.000000              1.510816                 302.599720               131162.783420            348.689787               
2229.000000              1.510954                 302.606210               131177.569804            348.693526               
2230.000000              1.511092                 302.612700               131192.357537            348.697265               
2231.000000              1.511230                 302.619190               131207.146621            348.701005               
2232.000000              1.511368                 302.625680               131221.937054            348.704744               
2233.000000              1.511506                 302.632170               131236.728837            348.708483               
2234.000000              1.511644                 302.638660               131251.521971            348.712222               
2235.000000              1.511782                 302.645150               131266.316455            348.715961               
2236.000000              1.511919                 302.651640               131281.112289            348.719700               
2237.000000              1.512057                 302.658130               131295.909473            348.723439               
2238.000000              1.512195                 302.664620               131310.708008            348.727177               
2239.000000              1.512333                 302.671110               131325.507894            348.730916               
2240.000000              1.512472                 302.677600               131340.309130            348.734655               
2241.000000              1.512610                 302.684090               131355.111717            348.738394               
2242.000000              1.512748                 302.690580               131369.915655            348.742133               
2243.000000              1.512886                 302.697070               131384.720944            348.745871               
2244.000000              1.513024                 302.703560               131399.527583            348.749610               
2245.000000              1.513162                 302.710050               131414.335574            348.753349               
2246.000000              1.513300                 302.716540               131429.144917            348.757087               
2247.000000              1.513438                 302.723030               131443.955610            348.760826               
2248.000000              1.513576                 302.729520               131458.767655            348.764564               
2249.000000              1.513714                 302.736010               131473.581052            348.768302               
2250.000000              1.513852                 302.742500               131488.395800            348.772041               
2251.000000              1.513990                 302.748990               131503.211900            348.775779               
2252.000000              1.514128                 302.755480               131518.029352            348.779518               
2253.000000              1.514267                 302.761970               131532.848156            348.783256               
2254.000000              1.514405                 302.768460               131547.668311            348.786994               
2255.000000              1.514543                 302.774950               131562.489819            348.790732               
2256.000000              1.514681                 302.781440               131577.312679            348.794470               
2257.000000              1.514819                 302.787930               131592.136891            348.798209               
2258.000000              1.514958                 302.794420               131606.962456            348.801947               
2259.000000              1.515096                 302.800910               131621.789373            348.805685               
2260.000000              1.515234                 302.807400               131636.617643            348.809423               
2261.000000              1.515372                 302.813890               131651.447265            348.813161               
2262.000000              1.515510                 302.820380               131666.278240            348.816899               
2263.000000              1.515649                 302.826870               131681.110568            348.820636               
2264.000000              1.515787                 302.833360               131695.944249            348.824374               
2265.000000              1.515925                 302.839850               131710.779283            348.828112               
2266.000000              1.516063                 302.846340               131725.615670            348.831850               
2267.000000              1.516202                 302.852830               131740.453411            348.835587               
2268.000000              1.516340                 302.859320               131755.292504            348.839325               
2269.000000              1.516478                 302.865810               131770.132951            348.843063               
2270.000000              1.516617                 302.872300               131784.974752            348.846800               
2271.000000              1.516755                 302.878790               131799.817906            348.850538               
2272.000000              1.516893                 302.885280               131814.662414            348.854275               
2273.000000              1.517032                 302.891770               131829.508276            348.858013               
2274.000000              1.517170                 302.898260               131844.355491            348.861750               
2275.000000              1.517308                 302.904750               131859.204061            348.865488               
2276.000000              1.517447                 302.911240               131874.053984            348.869225               
2277.000000              1.517585                 302.917730               131888.905262            348.872962               
2278.000000              1.517723                 302.924220               131903.757894            348.876700               
2279.000000              1.517862                 302.930710               131918.611881            348.880437               
2280.000000              1.518000                 302.937200               131933.467222            348.884174               
2281.000000              1.518139                 302.943690               131948.323917            348.887911               
2282.000000              1.518277                 302.950180               131963.181967            348.891648               
2283.000000              1.518415                 302.956670               131978.041372            348.895385               
2284.000000              1.518554                 302.963160               131992.902132            348.899123               
2285.000000              1.518692                 302.969650               132007.764247            348.902860               
2286.000000              1.518831                 302.976140               132022.627716            348.906596               
2287.000000              1.518969                 302.982630               132037.492541            348.910333               
2288.000000              1.519108                 302.989120               132052.358721            348.914070               
2289.000000              1.519246                 302.995610               132067.226256            348.917807               
2290.000000              1.519385                 303.002100               132082.095147            348.921544               
2291.000000              1.519523                 303.008590               132096.965393            348.925281               
2292.000000              1.519662                 303.015080               132111.836995            348.929017               
2293.000000              1.519800                 303.021570               132126.709953            348.932754               
2294.000000              1.519939                 303.028060               132141.584266            348.936491               
2295.000000              1.520077                 303.034550               132156.459935            348.940227               
2296.000000              1.520216                 303.041040               132171.336960            348.943964               
2297.000000              1.520355                 303.047530               132186.215341            348.947700               
2298.000000              1.520493                 303.054020               132201.095079            348.951437               
2299.000000              1.520632                 303.060510               132215.976172            348.955173               
2300.000000              1.520770                 303.067000               132230.858622            348.958910               
2301.000000              1.520909                 303.073490               132245.742429            348.962646               
2302.000000              1.521048                 303.079980               132260.627591            348.966382               
2303.000000              1.521186                 303.086470               132275.514111            348.970119               
2304.000000              1.521325                 303.092960               132290.401987            348.973855               
2305.000000              1.521463                 303.099450               132305.291220            348.977591               
2306.000000              1.521602                 303.105940               132320.181810            348.981327               
2307.000000              1.521741                 303.112430               132335.073757            348.985063               
2308.000000              1.521879                 303.118920               132349.967062            348.988799               
2309.000000              1.522018                 303.125410               132364.861723            348.992535               
2310.000000              1.522157                 303.131900               132379.757742            348.996271               
2311.000000              1.522296                 303.138390               132394.655118            349.000007               
2312.000000              1.522434                 303.144880               132409.553851            349.003743               
2313.000000              1.522573                 303.151370               132424.453942            349.007479               
2314.000000              1.522712                 303.157860               132439.355391            349.011215               
2315.000000              1.522850                 303.164350               132454.258198            349.014951               
2316.000000              1.522989                 303.170840               132469.162362            349.018686               
2317.000000              1.523128                 303.177330               132484.067884            349.022422               
2318.000000              1.523267                 303.183820               132498.974765            349.026158               
2319.000000              1.523405                 303.190310               132513.883003            349.029894               
2320.000000              1.523544                 303.196800               132528.792600            349.033629               
2321.000000              1.523683                 303.203290               132543.703555            349.037365               
2322.000000              1.523822                 303.209780               132558.615869            349.041100               
2323.000000              1.523961                 303.216270               132573.529541            349.044836               
2324.000000              1.524100                 303.222760               132588.444572            349.048571               
2325.000000              1.524238                 303.229250               132603.360961            349.052306               
2326.000000              1.524377                 303.235740               132618.278709            349.056042               
2327.000000              1.524516                 303.242230               132633.197816            349.059777               
2328.000000              1.524655                 303.248720               132648.118283            349.063512               
2329.000000              1.524794                 303.255210               132663.040108            349.067248               
2330.000000              1.524933                 303.261700               132677.963292            349.070983               
2331.000000              1.525072                 303.268190               132692.887836            349.074718               
2332.000000              1.525211                 303.274680               132707.813739            349.078453               
2333.000000              1.525349                 303.281170               132722.741002            349.082188               
2334.000000              1.525488                 303.287660               132737.669624            349.085923               
2335.000000              1.525627                 303.294150               132752.599606            349.089658               
2336.000000              1.525766                 303.300640               132767.530947            349.093393               
2337.000000              1.525905                 303.307130               132782.463649            349.097128               
2338.000000              1.526044                 303.313620               132797.397710            349.100863               
2339.000000              1.526183                 303.320110               132812.333131            349.104598               
2340.000000              1.526322                 303.326600               132827.269913            349.108333               
2341.000000              1.526461                 303.333090               132842.208055            349.112067               
2342.000000              1.526600                 303.339580               132857.147557            349.115802               
2343.000000              1.526739                 303.346070               132872.088419            349.119537               
2344.000000              1.526878                 303.352560               132887.030642            349.123271               
2345.000000              1.527017                 303.359050               132901.974226            349.127006               
2346.000000              1.527156                 303.365540               132916.919170            349.130741               
2347.000000              1.527295                 303.372030               132931.865475            349.134475               
2348.000000              1.527434                 303.378520               132946.813141            349.138210               
2349.000000              1.527573                 303.385010               132961.762168            349.141944               
2350.000000              1.527713                 303.391500               132976.712556            349.145678               
2351.000000              1.527852                 303.397990               132991.664306            349.149413               
2352.000000              1.527991                 303.404480               133006.617416            349.153147               
2353.000000              1.528130                 303.410970               133021.571888            349.156881               
2354.000000              1.528269                 303.417460               133036.527722            349.160616               
2355.000000              1.528408                 303.423950               133051.484917            349.164350               
2356.000000              1.528547                 303.430440               133066.443473            349.168084               
2357.000000              1.528686                 303.436930               133081.403391            349.171818               
2358.000000              1.528826                 303.443420               133096.364672            349.175552               
2359.000000              1.528965                 303.449910               133111.327314            349.179286               
2360.000000              1.529104                 303.456400               133126.291318            349.183020               
2361.000000              1.529243                 303.462890               133141.256684            349.186754               
2362.000000              1.529382                 303.469380               133156.223413            349.190488               
2363.000000              1.529521                 303.475870               133171.191504            349.194222               
2364.000000              1.529661                 303.482360               133186.160957            349.197956               
2365.000000              1.529800                 303.488850               133201.131772            349.201689               
2366.000000              1.529939                 303.495340               133216.103951            349.205423               
2367.000000              1.530078                 303.501830               133231.077492            349.209157               
2368.000000              1.530218                 303.508320               133246.052396            349.212891               
2369.000000              1.530357                 303.514810               133261.028662            349.216624               
2370.000000              1.530496                 303.521300               133276.006292            349.220358               
2371.000000              1.530635                 303.527790               133290.985285            349.224091               
2372.000000              1.530775                 303.534280               133305.965641            349.227825               
2373.000000              1.530914                 303.540770               133320.947360            349.231558               
2374.000000              1.531053                 303.547260               133335.930443            349.235292               
2375.000000              1.531193                 303.553750               133350.914889            349.239025               
2376.000000              1.531332                 303.560240               133365.900698            349.242759               
2377.000000              1.531471                 303.566730               133380.887871            349.246492               
2378.000000              1.531611                 303.573220               133395.876408            349.250225               
2379.000000              1.531750                 303.579710               133410.866309            349.253958               
2380.000000              1.531889                 303.586200               133425.857574            349.257692               
2381.000000              1.532029                 303.592690               133440.850203            349.261425               
2382.000000              1.532168                 303.599180               133455.844195            349.265158               
2383.000000              1.532308                 303.605670               133470.839553            349.268891               
2384.000000              1.532447                 303.612160               133485.836274            349.272624               
2385.000000              1.532586                 303.618650               133500.834360            349.276357               
2386.000000              1.532726                 303.625140               133515.833810            349.280090               
2387.000000              1.532865                 303.631630               133530.834625            349.283823               
2388.000000              1.533005                 303.638120               133545.836805            349.287556               
2389.000000              1.533144                 303.644610               133560.840349            349.291289               
2390.000000              1.533284                 303.651100               133575.845258            349.295021               
2391.000000              1.533423                 303.657590               133590.851532            349.298754               
2392.000000              1.533563                 303.664080               133605.859172            349.302487               
2393.000000              1.533702                 303.670570               133620.868176            349.306220               
2394.000000              1.533842                 303.677060               133635.878546            349.309952               
2395.000000              1.533981                 303.683550               133650.890281            349.313685               
2396.000000              1.534121                 303.690040               133665.903381            349.317417               
2397.000000              1.534260                 303.696530               133680.917847            349.321150               
2398.000000              1.534400                 303.703020               133695.933679            349.324882               
2399.000000              1.534539                 303.709510               133710.950877            349.328615               
2400.000000              1.534679                 303.716000               133725.969440            349.332347               
2401.000000              1.534819                 303.722490               133740.989369            349.336080               
2402.000000              1.534958                 303.728980               133756.010664            349.339812               
2403.000000              1.535098                 303.735470               133771.033326            349.343544               
2404.000000              1.535237                 303.741960               133786.057353            349.347276               
2405.000000              1.535377                 303.748450               133801.082747            349.351009               
2406.000000              1.535517                 303.754940               133816.109507            349.354741               
2407.000000              1.535656                 303.761430               133831.137634            349.358473               
2408.000000              1.535796                 303.767920               133846.167127            349.362205               
2409.000000              1.535935                 303.774410               133861.197987            349.365937               
2410.000000              1.536075                 303.780900               133876.230214            349.369669               
2411.000000              1.536215                 303.787390               133891.263808            349.373401               
2412.000000              1.536355                 303.793880               133906.298768            349.377133               
2413.000000              1.536494                 303.800370               133921.335096            349.380865               
2414.000000              1.536634                 303.806860               133936.372791            349.384597               
2415.000000              1.536774                 303.813350               133951.411853            349.388328               
2416.000000              1.536913                 303.819840               133966.452283            349.392060               
2417.000000              1.537053                 303.826330               133981.494079            349.395792               
2418.000000              1.537193                 303.832820               133996.537244            349.399524               
2419.000000              1.537333                 303.839310               134011.581776            349.403255               
2420.000000              1.537472                 303.845800               134026.627676            349.406987               
2421.000000              1.537612                 303.852290               134041.674943            349.410718               
2422.000000              1.537752                 303.858780               134056.723579            349.414450               
2423.000000              1.537892                 303.865270               134071.773583            349.418181               
2424.000000              1.538031                 303.871760               134086.824954            349.421913               
2425.000000              1.538171                 303.878250               134101.877694            349.425644               
2426.000000              1.538311                 303.884740               134116.931802            349.429376               
2427.000000              1.538451                 303.891230               134131.987279            349.433107               
2428.000000              1.538591                 303.897720               134147.044124            349.436838               
2429.000000              1.538731                 303.904210               134162.102338            349.440569               
2430.000000              1.538870                 303.910700               134177.161920            349.444301               
2431.000000              1.539010                 303.917190               134192.222871            349.448032               
2432.000000              1.539150                 303.923680               134207.285191            349.451763               
2433.000000              1.539290                 303.930170               134222.348880            349.455494               
2434.000000              1.539430                 303.936660               134237.413938            349.459225               
2435.000000              1.539570                 303.943150               134252.480366            349.462956               
2436.000000              1.539710                 303.949640               134267.548162            349.466687               
2437.000000              1.539850                 303.956130               134282.617328            349.470418               
2438.000000              1.539990                 303.962620               134297.687863            349.474149               
2439.000000              1.540130                 303.969110               134312.759768            349.477880               
