Altitude                 Rho                      Temperture               Pressure                 SpeedOfSound             
7306.000000              2.345798                 335.555940               225832.348736            367.187114               
7307.000000              2.345991                 335.562430               225855.307005            367.190665               
7308.000000              2.346185                 335.568920               225878.267165            367.194216               
7309.000000              2.346378                 335.575410               225901.229214            367.197767               
7310.000000              2.346571                 335.581900               225924.193153            367.201317               
7311.000000              2.346764                 335.588390               225947.158983            367.204868               
7312.000000              2.346957                 335.594880               225970.126703            367.208419               
7313.000000              2.347150                 335.601370               225993.096313            367.211969               
7314.000000              2.347343                 335.607860               226016.067814            367.215520               
7315.000000              2.347537                 335.614350               226039.041206            367.219071               
7316.000000              2.347730                 335.620840               226062.016488            367.222621               
7317.000000              2.347923                 335.627330               226084.993662            367.226172               
7318.000000              2.348116                 335.633820               226107.972726            367.229722               
7319.000000              2.348310                 335.640310               226130.953682            367.233273               
7320.000000              2.348503                 335.646800               226153.936529            367.236823               
7321.000000              2.348696                 335.653290               226176.921267            367.240373               
7322.000000              2.348889                 335.659780               226199.907897            367.243924               
7323.000000              2.349083                 335.666270               226222.896418            367.247474               
7324.000000              2.349276                 335.672760               226245.886832            367.251024               
7325.000000              2.349469                 335.679250               226268.879137            367.254575               
7326.000000              2.349663                 335.685740               226291.873334            367.258125               
7327.000000              2.349856                 335.692230               226314.869423            367.261675               
7328.000000              2.350049                 335.698720               226337.867405            367.265225               
7329.000000              2.350243                 335.705210               226360.867279            367.268775               
7330.000000              2.350436                 335.711700               226383.869045            367.272325               
7331.000000              2.350630                 335.718190               226406.872704            367.275876               
7332.000000              2.350823                 335.724680               226429.878256            367.279426               
7333.000000              2.351016                 335.731170               226452.885700            367.282976               
7334.000000              2.351210                 335.737660               226475.895038            367.286525               
7335.000000              2.351403                 335.744150               226498.906268            367.290075               
7336.000000              2.351597                 335.750640               226521.919392            367.293625               
7337.000000              2.351790                 335.757130               226544.934409            367.297175               
7338.000000              2.351984                 335.763620               226567.951319            367.300725               
7339.000000              2.352177                 335.770110               226590.970124            367.304275               
7340.000000              2.352371                 335.776600               226613.990821            367.307824               
7341.000000              2.352564                 335.783090               226637.013413            367.311374               
7342.000000              2.352758                 335.789580               226660.037898            367.314924               
7343.000000              2.352951                 335.796070               226683.064278            367.318473               
7344.000000              2.353145                 335.802560               226706.092551            367.322023               
7345.000000              2.353338                 335.809050               226729.122719            367.325573               
7346.000000              2.353532                 335.815540               226752.154781            367.329122               
7347.000000              2.353725                 335.822030               226775.188738            367.332672               
7348.000000              2.353919                 335.828520               226798.224590            367.336221               
7349.000000              2.354113                 335.835010               226821.262336            367.339771               
7350.000000              2.354306                 335.841500               226844.301977            367.343320               
7351.000000              2.354500                 335.847990               226867.343513            367.346869               
7352.000000              2.354694                 335.854480               226890.386944            367.350419               
7353.000000              2.354887                 335.860970               226913.432270            367.353968               
7354.000000              2.355081                 335.867460               226936.479492            367.357517               
7355.000000              2.355275                 335.873950               226959.528609            367.361066               
7356.000000              2.355468                 335.880440               226982.579622            367.364616               
7357.000000              2.355662                 335.886930               227005.632530            367.368165               
7358.000000              2.355856                 335.893420               227028.687334            367.371714               
7359.000000              2.356049                 335.899910               227051.744034            367.375263               
7360.000000              2.356243                 335.906400               227074.802631            367.378812               
7361.000000              2.356437                 335.912890               227097.863123            367.382361               
7362.000000              2.356631                 335.919380               227120.925512            367.385910               
7363.000000              2.356825                 335.925870               227143.989797            367.389459               
7364.000000              2.357018                 335.932360               227167.055978            367.393008               
7365.000000              2.357212                 335.938850               227190.124057            367.396557               
7366.000000              2.357406                 335.945340               227213.194032            367.400106               
7367.000000              2.357600                 335.951830               227236.265904            367.403654               
7368.000000              2.357794                 335.958320               227259.339673            367.407203               
7369.000000              2.357987                 335.964810               227282.415339            367.410752               
7370.000000              2.358181                 335.971300               227305.492902            367.414301               
7371.000000              2.358375                 335.977790               227328.572363            367.417849               
7372.000000              2.358569                 335.984280               227351.653721            367.421398               
7373.000000              2.358763                 335.990770               227374.736977            367.424947               
7374.000000              2.358957                 335.997260               227397.822130            367.428495               
7375.000000              2.359151                 336.003750               227420.909182            367.432044               
7376.000000              2.359345                 336.010240               227443.998131            367.435592               
7377.000000              2.359539                 336.016730               227467.088979            367.439141               
7378.000000              2.359733                 336.023220               227490.181724            367.442689               
7379.000000              2.359927                 336.029710               227513.276368            367.446238               
7380.000000              2.360121                 336.036200               227536.372911            367.449786               
7381.000000              2.360315                 336.042690               227559.471352            367.453334               
7382.000000              2.360509                 336.049180               227582.571691            367.456883               
7383.000000              2.360703                 336.055670               227605.673930            367.460431               
7384.000000              2.360897                 336.062160               227628.778067            367.463979               
7385.000000              2.361091                 336.068650               227651.884104            367.467527               
7386.000000              2.361285                 336.075140               227674.992039            367.471075               
7387.000000              2.361479                 336.081630               227698.101874            367.474624               
7388.000000              2.361673                 336.088120               227721.213608            367.478172               
7389.000000              2.361867                 336.094610               227744.327242            367.481720               
7390.000000              2.362061                 336.101100               227767.442775            367.485268               
7391.000000              2.362255                 336.107590               227790.560209            367.488816               
7392.000000              2.362450                 336.114080               227813.679542            367.492364               
7393.000000              2.362644                 336.120570               227836.800775            367.495912               
7394.000000              2.362838                 336.127060               227859.923908            367.499459               
7395.000000              2.363032                 336.133550               227883.048941            367.503007               
7396.000000              2.363226                 336.140040               227906.175875            367.506555               
7397.000000              2.363420                 336.146530               227929.304709            367.510103               
7398.000000              2.363615                 336.153020               227952.435444            367.513651               
7399.000000              2.363809                 336.159510               227975.568080            367.517198               
7400.000000              2.364003                 336.166000               227998.702616            367.520746               
7401.000000              2.364197                 336.172490               228021.839053            367.524294               
7402.000000              2.364392                 336.178980               228044.977392            367.527841               
7403.000000              2.364586                 336.185470               228068.117631            367.531389               
7404.000000              2.364780                 336.191960               228091.259772            367.534936               
7405.000000              2.364974                 336.198450               228114.403815            367.538484               
7406.000000              2.365169                 336.204940               228137.549758            367.542031               
7407.000000              2.365363                 336.211430               228160.697604            367.545579               
7408.000000              2.365557                 336.217920               228183.847351            367.549126               
7409.000000              2.365752                 336.224410               228206.999001            367.552674               
7410.000000              2.365946                 336.230900               228230.152552            367.556221               
7411.000000              2.366140                 336.237390               228253.308005            367.559768               
7412.000000              2.366335                 336.243880               228276.465361            367.563316               
7413.000000              2.366529                 336.250370               228299.624619            367.566863               
7414.000000              2.366724                 336.256860               228322.785780            367.570410               
7415.000000              2.366918                 336.263350               228345.948843            367.573957               
7416.000000              2.367113                 336.269840               228369.113809            367.577504               
7417.000000              2.367307                 336.276330               228392.280678            367.581051               
7418.000000              2.367501                 336.282820               228415.449449            367.584599               
7419.000000              2.367696                 336.289310               228438.620124            367.588146               
7420.000000              2.367890                 336.295800               228461.792702            367.591693               
7421.000000              2.368085                 336.302290               228484.967184            367.595240               
7422.000000              2.368279                 336.308780               228508.143569            367.598786               
7423.000000              2.368474                 336.315270               228531.321857            367.602333               
7424.000000              2.368668                 336.321760               228554.502049            367.605880               
7425.000000              2.368863                 336.328250               228577.684145            367.609427               
7426.000000              2.369057                 336.334740               228600.868145            367.612974               
7427.000000              2.369252                 336.341230               228624.054049            367.616521               
7428.000000              2.369447                 336.347720               228647.241858            367.620067               
7429.000000              2.369641                 336.354210               228670.431570            367.623614               
7430.000000              2.369836                 336.360700               228693.623187            367.627161               
7431.000000              2.370030                 336.367190               228716.816709            367.630707               
7432.000000              2.370225                 336.373680               228740.012135            367.634254               
7433.000000              2.370420                 336.380170               228763.209466            367.637800               
7434.000000              2.370614                 336.386660               228786.408701            367.641347               
7435.000000              2.370809                 336.393150               228809.609842            367.644893               
7436.000000              2.371004                 336.399640               228832.812888            367.648440               
7437.000000              2.371198                 336.406130               228856.017839            367.651986               
7438.000000              2.371393                 336.412620               228879.224696            367.655533               
7439.000000              2.371588                 336.419110               228902.433458            367.659079               
7440.000000              2.371783                 336.425600               228925.644126            367.662625               
7441.000000              2.371977                 336.432090               228948.856699            367.666172               
7442.000000              2.372172                 336.438580               228972.071179            367.669718               
7443.000000              2.372367                 336.445070               228995.287564            367.673264               
7444.000000              2.372562                 336.451560               229018.505855            367.676810               
7445.000000              2.372756                 336.458050               229041.726053            367.680356               
7446.000000              2.372951                 336.464540               229064.948157            367.683903               
7447.000000              2.373146                 336.471030               229088.172167            367.687449               
7448.000000              2.373341                 336.477520               229111.398084            367.690995               
7449.000000              2.373536                 336.484010               229134.625908            367.694541               
7450.000000              2.373730                 336.490500               229157.855638            367.698087               
7451.000000              2.373925                 336.496990               229181.087276            367.701633               
7452.000000              2.374120                 336.503480               229204.320820            367.705178               
7453.000000              2.374315                 336.509970               229227.556272            367.708724               
7454.000000              2.374510                 336.516460               229250.793631            367.712270               
7455.000000              2.374705                 336.522950               229274.032897            367.715816               
7456.000000              2.374900                 336.529440               229297.274071            367.719362               
7457.000000              2.375095                 336.535930               229320.517152            367.722907               
7458.000000              2.375290                 336.542420               229343.762142            367.726453               
7459.000000              2.375485                 336.548910               229367.009039            367.729999               
7460.000000              2.375680                 336.555400               229390.257844            367.733544               
7461.000000              2.375875                 336.561890               229413.508557            367.737090               
7462.000000              2.376070                 336.568380               229436.761179            367.740636               
7463.000000              2.376265                 336.574870               229460.015709            367.744181               
7464.000000              2.376460                 336.581360               229483.272147            367.747727               
7465.000000              2.376655                 336.587850               229506.530494            367.751272               
7466.000000              2.376850                 336.594340               229529.790750            367.754818               
7467.000000              2.377045                 336.600830               229553.052915            367.758363               
7468.000000              2.377240                 336.607320               229576.316988            367.761908               
7469.000000              2.377435                 336.613810               229599.582971            367.765454               
7470.000000              2.377630                 336.620300               229622.850863            367.768999               
7471.000000              2.377825                 336.626790               229646.120664            367.772544               
7472.000000              2.378020                 336.633280               229669.392375            367.776089               
7473.000000              2.378215                 336.639770               229692.665995            367.779635               
7474.000000              2.378410                 336.646260               229715.941525            367.783180               
7475.000000              2.378606                 336.652750               229739.218965            367.786725               
7476.000000              2.378801                 336.659240               229762.498314            367.790270               
7477.000000              2.378996                 336.665730               229785.779574            367.793815               
7478.000000              2.379191                 336.672220               229809.062744            367.797360               
7479.000000              2.379386                 336.678710               229832.347824            367.800905               
7480.000000              2.379581                 336.685200               229855.634815            367.804450               
7481.000000              2.379777                 336.691690               229878.923716            367.807995               
7482.000000              2.379972                 336.698180               229902.214527            367.811540               
7483.000000              2.380167                 336.704670               229925.507250            367.815085               
7484.000000              2.380362                 336.711160               229948.801883            367.818629               
7485.000000              2.380558                 336.717650               229972.098428            367.822174               
7486.000000              2.380753                 336.724140               229995.396883            367.825719               
7487.000000              2.380948                 336.730630               230018.697250            367.829264               
7488.000000              2.381144                 336.737120               230041.999528            367.832808               
7489.000000              2.381339                 336.743610               230065.303718            367.836353               
7490.000000              2.381534                 336.750100               230088.609819            367.839897               
7491.000000              2.381730                 336.756590               230111.917832            367.843442               
7492.000000              2.381925                 336.763080               230135.227757            367.846987               
7493.000000              2.382120                 336.769570               230158.539594            367.850531               
7494.000000              2.382316                 336.776060               230181.853343            367.854076               
7495.000000              2.382511                 336.782550               230205.169004            367.857620               
7496.000000              2.382707                 336.789040               230228.486577            367.861164               
7497.000000              2.382902                 336.795530               230251.806063            367.864709               
7498.000000              2.383097                 336.802020               230275.127461            367.868253               
7499.000000              2.383293                 336.808510               230298.450773            367.871797               
7500.000000              2.383488                 336.815000               230321.775996            367.875342               
7501.000000              2.383684                 336.821490               230345.103133            367.878886               
7502.000000              2.383879                 336.827980               230368.432183            367.882430               
7503.000000              2.384075                 336.834470               230391.763146            367.885974               
7504.000000              2.384270                 336.840960               230415.096023            367.889518               
7505.000000              2.384466                 336.847450               230438.430812            367.893062               
7506.000000              2.384661                 336.853940               230461.767516            367.896607               
7507.000000              2.384857                 336.860430               230485.106133            367.900151               
7508.000000              2.385052                 336.866920               230508.446663            367.903695               
7509.000000              2.385248                 336.873410               230531.789108            367.907238               
7510.000000              2.385444                 336.879900               230555.133467            367.910782               
7511.000000              2.385639                 336.886390               230578.479739            367.914326               
7512.000000              2.385835                 336.892880               230601.827926            367.917870               
7513.000000              2.386030                 336.899370               230625.178028            367.921414               
7514.000000              2.386226                 336.905860               230648.530044            367.924958               
7515.000000              2.386422                 336.912350               230671.883974            367.928502               
7516.000000              2.386617                 336.918840               230695.239819            367.932045               
7517.000000              2.386813                 336.925330               230718.597579            367.935589               
7518.000000              2.387009                 336.931820               230741.957254            367.939133               
7519.000000              2.387204                 336.938310               230765.318844            367.942676               
7520.000000              2.387400                 336.944800               230788.682350            367.946220               
7521.000000              2.387596                 336.951290               230812.047770            367.949763               
7522.000000              2.387792                 336.957780               230835.415106            367.953307               
7523.000000              2.387987                 336.964270               230858.784358            367.956850               
7524.000000              2.388183                 336.970760               230882.155525            367.960394               
7525.000000              2.388379                 336.977250               230905.528608            367.963937               
7526.000000              2.388575                 336.983740               230928.903607            367.967481               
7527.000000              2.388770                 336.990230               230952.280522            367.971024               
7528.000000              2.388966                 336.996720               230975.659354            367.974567               
7529.000000              2.389162                 337.003210               230999.040101            367.978110               
7530.000000              2.389358                 337.009700               231022.422765            367.981654               
7531.000000              2.389554                 337.016190               231045.807346            367.985197               
7532.000000              2.389749                 337.022680               231069.193843            367.988740               
7533.000000              2.389945                 337.029170               231092.582257            367.992283               
7534.000000              2.390141                 337.035660               231115.972588            367.995826               
7535.000000              2.390337                 337.042150               231139.364836            367.999369               
7536.000000              2.390533                 337.048640               231162.759001            368.002912               
7537.000000              2.390729                 337.055130               231186.155083            368.006455               
7538.000000              2.390925                 337.061620               231209.553082            368.009998               
7539.000000              2.391121                 337.068110               231232.952999            368.013541               
7540.000000              2.391317                 337.074600               231256.354834            368.017084               
7541.000000              2.391513                 337.081090               231279.758587            368.020627               
7542.000000              2.391709                 337.087580               231303.164257            368.024170               
7543.000000              2.391905                 337.094070               231326.571845            368.027713               
7544.000000              2.392101                 337.100560               231349.981351            368.031255               
7545.000000              2.392297                 337.107050               231373.392776            368.034798               
7546.000000              2.392493                 337.113540               231396.806119            368.038341               
7547.000000              2.392689                 337.120030               231420.221380            368.041884               
7548.000000              2.392885                 337.126520               231443.638560            368.045426               
7549.000000              2.393081                 337.133010               231467.057659            368.048969               
7550.000000              2.393277                 337.139500               231490.478676            368.052511               
7551.000000              2.393473                 337.145990               231513.901613            368.056054               
7552.000000              2.393669                 337.152480               231537.326468            368.059596               
7553.000000              2.393865                 337.158970               231560.753243            368.063139               
7554.000000              2.394061                 337.165460               231584.181937            368.066681               
7555.000000              2.394257                 337.171950               231607.612550            368.070224               
7556.000000              2.394454                 337.178440               231631.045083            368.073766               
7557.000000              2.394650                 337.184930               231654.479535            368.077308               
7558.000000              2.394846                 337.191420               231677.915907            368.080851               
7559.000000              2.395042                 337.197910               231701.354200            368.084393               
7560.000000              2.395238                 337.204400               231724.794412            368.087935               
7561.000000              2.395434                 337.210890               231748.236544            368.091477               
7562.000000              2.395631                 337.217380               231771.680597            368.095019               
7563.000000              2.395827                 337.223870               231795.126570            368.098561               
7564.000000              2.396023                 337.230360               231818.574463            368.102104               
7565.000000              2.396219                 337.236850               231842.024277            368.105646               
7566.000000              2.396416                 337.243340               231865.476012            368.109188               
7567.000000              2.396612                 337.249830               231888.929668            368.112730               
7568.000000              2.396808                 337.256320               231912.385244            368.116272               
7569.000000              2.397005                 337.262810               231935.842742            368.119813               
7570.000000              2.397201                 337.269300               231959.302161            368.123355               
7571.000000              2.397397                 337.275790               231982.763502            368.126897               
7572.000000              2.397594                 337.282280               232006.226763            368.130439               
7573.000000              2.397790                 337.288770               232029.691947            368.133981               
7574.000000              2.397986                 337.295260               232053.159052            368.137522               
7575.000000              2.398183                 337.301750               232076.628079            368.141064               
7576.000000              2.398379                 337.308240               232100.099028            368.144606               
7577.000000              2.398575                 337.314730               232123.571898            368.148148               
7578.000000              2.398772                 337.321220               232147.046692            368.151689               
7579.000000              2.398968                 337.327710               232170.523407            368.155231               
7580.000000              2.399165                 337.334200               232194.002045            368.158772               
7581.000000              2.399361                 337.340690               232217.482605            368.162314               
7582.000000              2.399558                 337.347180               232240.965088            368.165855               
7583.000000              2.399754                 337.353670               232264.449494            368.169397               
7584.000000              2.399951                 337.360160               232287.935823            368.172938               
7585.000000              2.400147                 337.366650               232311.424074            368.176479               
7586.000000              2.400344                 337.373140               232334.914249            368.180021               
7587.000000              2.400540                 337.379630               232358.406347            368.183562               
7588.000000              2.400737                 337.386120               232381.900369            368.187103               
7589.000000              2.400933                 337.392610               232405.396314            368.190645               
7590.000000              2.401130                 337.399100               232428.894183            368.194186               
7591.000000              2.401326                 337.405590               232452.393975            368.197727               
7592.000000              2.401523                 337.412080               232475.895692            368.201268               
7593.000000              2.401720                 337.418570               232499.399332            368.204809               
7594.000000              2.401916                 337.425060               232522.904896            368.208350               
7595.000000              2.402113                 337.431550               232546.412385            368.211891               
7596.000000              2.402310                 337.438040               232569.921798            368.215432               
7597.000000              2.402506                 337.444530               232593.433135            368.218973               
7598.000000              2.402703                 337.451020               232616.946397            368.222514               
7599.000000              2.402899                 337.457510               232640.461584            368.226055               
7600.000000              2.403096                 337.464000               232663.978696            368.229596               
7601.000000              2.403293                 337.470490               232687.497732            368.233137               
7602.000000              2.403490                 337.476980               232711.018694            368.236677               
7603.000000              2.403686                 337.483470               232734.541581            368.240218               
7604.000000              2.403883                 337.489960               232758.066393            368.243759               
7605.000000              2.404080                 337.496450               232781.593131            368.247300               
7606.000000              2.404277                 337.502940               232805.121794            368.250840               
7607.000000              2.404473                 337.509430               232828.652383            368.254381               
7608.000000              2.404670                 337.515920               232852.184897            368.257921               
7609.000000              2.404867                 337.522410               232875.719338            368.261462               
7610.000000              2.405064                 337.528900               232899.255704            368.265002               
7611.000000              2.405261                 337.535390               232922.793997            368.268543               
7612.000000              2.405457                 337.541880               232946.334216            368.272083               
7613.000000              2.405654                 337.548370               232969.876362            368.275624               
7614.000000              2.405851                 337.554860               232993.420434            368.279164               
7615.000000              2.406048                 337.561350               233016.966432            368.282704               
7616.000000              2.406245                 337.567840               233040.514358            368.286245               
7617.000000              2.406442                 337.574330               233064.064210            368.289785               
7618.000000              2.406639                 337.580820               233087.615989            368.293325               
7619.000000              2.406836                 337.587310               233111.169696            368.296866               
7620.000000              2.407033                 337.593800               233134.725329            368.300406               
7621.000000              2.407229                 337.600290               233158.282890            368.303946               
7622.000000              2.407426                 337.606780               233181.842379            368.307486               
7623.000000              2.407623                 337.613270               233205.403795            368.311026               
7624.000000              2.407820                 337.619760               233228.967139            368.314566               
7625.000000              2.408017                 337.626250               233252.532410            368.318106               
7626.000000              2.408214                 337.632740               233276.099610            368.321646               
7627.000000              2.408411                 337.639230               233299.668738            368.325186               
7628.000000              2.408608                 337.645720               233323.239794            368.328726               
7629.000000              2.408805                 337.652210               233346.812778            368.332266               
7630.000000              2.409003                 337.658700               233370.387691            368.335806               
7631.000000              2.409200                 337.665190               233393.964532            368.339345               
7632.000000              2.409397                 337.671680               233417.543302            368.342885               
7633.000000              2.409594                 337.678170               233441.124001            368.346425               
7634.000000              2.409791                 337.684660               233464.706628            368.349965               
7635.000000              2.409988                 337.691150               233488.291185            368.353504               
7636.000000              2.410185                 337.697640               233511.877671            368.357044               
7637.000000              2.410382                 337.704130               233535.466086            368.360583               
7638.000000              2.410579                 337.710620               233559.056431            368.364123               
7639.000000              2.410777                 337.717110               233582.648705            368.367663               
7640.000000              2.410974                 337.723600               233606.242909            368.371202               
7641.000000              2.411171                 337.730090               233629.839043            368.374741               
7642.000000              2.411368                 337.736580               233653.437107            368.378281               
7643.000000              2.411565                 337.743070               233677.037100            368.381820               
7644.000000              2.411763                 337.749560               233700.639024            368.385360               
7645.000000              2.411960                 337.756050               233724.242878            368.388899               
7646.000000              2.412157                 337.762540               233747.848662            368.392438               
7647.000000              2.412354                 337.769030               233771.456377            368.395978               
7648.000000              2.412552                 337.775520               233795.066023            368.399517               
7649.000000              2.412749                 337.782010               233818.677599            368.403056               
7650.000000              2.412946                 337.788500               233842.291106            368.406595               
7651.000000              2.413144                 337.794990               233865.906544            368.410134               
7652.000000              2.413341                 337.801480               233889.523913            368.413673               
7653.000000              2.413538                 337.807970               233913.143214            368.417212               
7654.000000              2.413736                 337.814460               233936.764446            368.420751               
7655.000000              2.413933                 337.820950               233960.387609            368.424290               
7656.000000              2.414130                 337.827440               233984.012704            368.427829               
7657.000000              2.414328                 337.833930               234007.639731            368.431368               
7658.000000              2.414525                 337.840420               234031.268689            368.434907               
7659.000000              2.414723                 337.846910               234054.899579            368.438446               
7660.000000              2.414920                 337.853400               234078.532402            368.441985               
7661.000000              2.415117                 337.859890               234102.167156            368.445524               
7662.000000              2.415315                 337.866380               234125.803843            368.449062               
7663.000000              2.415512                 337.872870               234149.442463            368.452601               
