FlightTime [s]           Gamma                    Chi                      
10.550000                0.003533                 0.000873                 
10.560000                0.003533                 0.000874                 
10.570000                0.003534                 0.000875                 
10.580000                0.003534                 0.000877                 
10.590000                0.003534                 0.000878                 
10.600000                0.003534                 0.000879                 
10.610000                0.003535                 0.000880                 
10.620000                0.003535                 0.000881                 
10.630000                0.003535                 0.000882                 
10.640000                0.003535                 0.000883                 
10.650000                0.003536                 0.000884                 
10.660000                0.003536                 0.000885                 
10.670000                0.003536                 0.000886                 
10.680000                0.003537                 0.000887                 
10.690000                0.003537                 0.000888                 
10.700000                0.003537                 0.000889                 
10.710000                0.003538                 0.000890                 
10.720000                0.003538                 0.000891                 
10.730000                0.003538                 0.000892                 
10.740000                0.003539                 0.000893                 
10.750000                0.003539                 0.000894                 
10.760000                0.003539                 0.000895                 
10.770000                0.003540                 0.000896                 
10.780000                0.003540                 0.000897                 
10.790000                0.003541                 0.000898                 
10.800000                0.003541                 0.000899                 
10.810000                0.003541                 0.000900                 
10.820000                0.003542                 0.000901                 
10.830000                0.003542                 0.000902                 
10.840000                0.003542                 0.000903                 
10.850000                0.003543                 0.000904                 
10.860000                0.003543                 0.000905                 
10.870000                0.003544                 0.000906                 
10.880000                0.003544                 0.000907                 
10.890000                0.003544                 0.000908                 
10.900000                0.003545                 0.000909                 
10.910000                0.003545                 0.000910                 
10.920000                0.003545                 0.000911                 
10.930000                0.003546                 0.000912                 
10.940000                0.003546                 0.000914                 
10.950000                0.003546                 0.000915                 
10.960000                0.003547                 0.000916                 
10.970000                0.003547                 0.000917                 
10.980000                0.003547                 0.000918                 
10.990000                0.003548                 0.000919                 
11.000000                0.003548                 0.000920                 
11.010000                0.003548                 0.000921                 
11.020000                0.003548                 0.000923                 
11.030000                0.003549                 0.000924                 
11.040000                0.003549                 0.000925                 
11.050000                0.003549                 0.000926                 
11.060000                0.003549                 0.000927                 
11.070000                0.003549                 0.000928                 
11.080000                0.003549                 0.000929                 
11.090000                0.003550                 0.000930                 
11.100000                0.003550                 0.000931                 
11.110000                0.003550                 0.000932                 
11.120000                0.003550                 0.000933                 
11.130000                0.003550                 0.000934                 
11.140000                0.003550                 0.000935                 
11.150000                0.003550                 0.000936                 
11.160000                0.003550                 0.000937                 
11.170000                0.003550                 0.000938                 
11.180000                0.003550                 0.000939                 
11.190000                0.003550                 0.000940                 
11.200000                0.003550                 0.000941                 
11.210000                0.003550                 0.000942                 
11.220000                0.003549                 0.000943                 
11.230000                0.003549                 0.000944                 
11.240000                0.003549                 0.000945                 
11.250000                0.003549                 0.000945                 
11.260000                0.003549                 0.000946                 
11.270000                0.003549                 0.000947                 
11.280000                0.003549                 0.000948                 
11.290000                0.003549                 0.000948                 
11.300000                0.003548                 0.000949                 
11.310000                0.003548                 0.000950                 
11.320000                0.003548                 0.000950                 
11.330000                0.003548                 0.000951                 
11.340000                0.003548                 0.000952                 
11.350000                0.003548                 0.000952                 
11.360000                0.003547                 0.000953                 
11.370000                0.003547                 0.000953                 
11.380000                0.003547                 0.000954                 
11.390000                0.003547                 0.000954                 
11.400000                0.003547                 0.000955                 
11.410000                0.003547                 0.000955                 
11.420000                0.003547                 0.000956                 
11.430000                0.003547                 0.000956                 
11.440000                0.003546                 0.000957                 
11.450000                0.003546                 0.000957                 
11.460000                0.003546                 0.000958                 
11.470000                0.003546                 0.000958                 
11.480000                0.003546                 0.000959                 
11.490000                0.003546                 0.000959                 
11.500000                0.003546                 0.000959                 
11.510000                0.003546                 0.000960                 
11.520000                0.003546                 0.000960                 
11.530000                0.003546                 0.000961                 
11.540000                0.003546                 0.000961                 
11.550000                0.003546                 0.000961                 
11.560000                0.003546                 0.000962                 
11.570000                0.003547                 0.000962                 
11.580000                0.003547                 0.000963                 
11.590000                0.003547                 0.000963                 
11.600000                0.003547                 0.000963                 
11.610000                0.003547                 0.000964                 
11.620000                0.003548                 0.000964                 
11.630000                0.003548                 0.000964                 
11.640000                0.003548                 0.000965                 
11.650000                0.003548                 0.000965                 
11.660000                0.003549                 0.000966                 
11.670000                0.003549                 0.000966                 
11.680000                0.003549                 0.000966                 
11.690000                0.003549                 0.000967                 
11.700000                0.003550                 0.000967                 
11.710000                0.003550                 0.000968                 
11.720000                0.003551                 0.000968                 
11.730000                0.003551                 0.000968                 
11.740000                0.003551                 0.000969                 
11.750000                0.003552                 0.000969                 
11.760000                0.003552                 0.000970                 
11.770000                0.003552                 0.000970                 
11.780000                0.003553                 0.000970                 
11.790000                0.003553                 0.000971                 
11.800000                0.003554                 0.000971                 
11.810000                0.003554                 0.000971                 
11.820000                0.003555                 0.000972                 
11.830000                0.003555                 0.000972                 
11.840000                0.003555                 0.000973                 
11.850000                0.003556                 0.000973                 
11.860000                0.003556                 0.000973                 
11.870000                0.003557                 0.000974                 
11.880000                0.003557                 0.000974                 
11.890000                0.003557                 0.000974                 
11.900000                0.003558                 0.000975                 
11.910000                0.003558                 0.000975                 
11.920000                0.003558                 0.000975                 
11.930000                0.003559                 0.000976                 
11.940000                0.003559                 0.000976                 
11.950000                0.003559                 0.000976                 
11.960000                0.003560                 0.000977                 
11.970000                0.003560                 0.000977                 
11.980000                0.003560                 0.000977                 
11.990000                0.003560                 0.000978                 
12.000000                0.003561                 0.000978                 
12.010000                0.003561                 0.000978                 
12.020000                0.003561                 0.000978                 
12.030000                0.003561                 0.000978                 
12.040000                0.003561                 0.000979                 
12.050000                0.003561                 0.000979                 
12.060000                0.003562                 0.000979                 
12.070000                0.003562                 0.000979                 
12.080000                0.003562                 0.000979                 
12.090000                0.003562                 0.000979                 
12.100000                0.003562                 0.000979                 
12.110000                0.003562                 0.000980                 
12.120000                0.003562                 0.000980                 
12.130000                0.003562                 0.000980                 
12.140000                0.003562                 0.000980                 
12.150000                0.003562                 0.000980                 
12.160000                0.003562                 0.000980                 
12.170000                0.003562                 0.000980                 
12.180000                0.003562                 0.000980                 
12.190000                0.003562                 0.000980                 
12.200000                0.003561                 0.000980                 
12.210000                0.003561                 0.000980                 
12.220000                0.003561                 0.000979                 
12.230000                0.003561                 0.000979                 
12.240000                0.003561                 0.000979                 
12.250000                0.003561                 0.000979                 
12.260000                0.003561                 0.000979                 
12.270000                0.003561                 0.000979                 
12.280000                0.003560                 0.000979                 
12.290000                0.003560                 0.000979                 
12.300000                0.003560                 0.000978                 
12.310000                0.003560                 0.000978                 
12.320000                0.003560                 0.000978                 
12.330000                0.003560                 0.000978                 
12.340000                0.003560                 0.000978                 
12.350000                0.003559                 0.000977                 
12.360000                0.003559                 0.000977                 
12.370000                0.003559                 0.000977                 
12.380000                0.003559                 0.000977                 
12.390000                0.003559                 0.000977                 
12.400000                0.003559                 0.000976                 
12.410000                0.003559                 0.000976                 
12.420000                0.003559                 0.000976                 
12.430000                0.003558                 0.000975                 
12.440000                0.003558                 0.000975                 
12.450000                0.003558                 0.000975                 
12.460000                0.003558                 0.000975                 
12.470000                0.003558                 0.000974                 
12.480000                0.003558                 0.000974                 
12.490000                0.003558                 0.000974                 
12.500000                0.003558                 0.000974                 
12.510000                0.003558                 0.000973                 
12.520000                0.003558                 0.000973                 
12.530000                0.003558                 0.000973                 
12.540000                0.003558                 0.000972                 
12.550000                0.003558                 0.000972                 
12.560000                0.003558                 0.000972                 
12.570000                0.003559                 0.000971                 
12.580000                0.003559                 0.000971                 
12.590000                0.003559                 0.000971                 
12.600000                0.003559                 0.000970                 
12.610000                0.003559                 0.000970                 
12.620000                0.003559                 0.000970                 
12.630000                0.003559                 0.000969                 
12.640000                0.003559                 0.000969                 
12.650000                0.003560                 0.000969                 
12.660000                0.003560                 0.000968                 
12.670000                0.003560                 0.000968                 
12.680000                0.003560                 0.000968                 
12.690000                0.003560                 0.000967                 
12.700000                0.003561                 0.000967                 
12.710000                0.003561                 0.000967                 
12.720000                0.003561                 0.000966                 
12.730000                0.003561                 0.000966                 
12.740000                0.003561                 0.000965                 
12.750000                0.003562                 0.000965                 
12.760000                0.003562                 0.000965                 
12.770000                0.003562                 0.000964                 
12.780000                0.003562                 0.000964                 
12.790000                0.003563                 0.000963                 
12.800000                0.003563                 0.000963                 
12.810000                0.003563                 0.000963                 
12.820000                0.003563                 0.000962                 
12.830000                0.003564                 0.000962                 
12.840000                0.003564                 0.000961                 
12.850000                0.003564                 0.000961                 
12.860000                0.003564                 0.000960                 
12.870000                0.003565                 0.000960                 
12.880000                0.003565                 0.000959                 
12.890000                0.003565                 0.000959                 
12.900000                0.003565                 0.000958                 
12.910000                0.003565                 0.000958                 
12.920000                0.003565                 0.000957                 
12.930000                0.003566                 0.000956                 
12.940000                0.003566                 0.000956                 
12.950000                0.003566                 0.000955                 
12.960000                0.003566                 0.000955                 
12.970000                0.003566                 0.000954                 
12.980000                0.003566                 0.000953                 
12.990000                0.003567                 0.000953                 
13.000000                0.003567                 0.000952                 
13.010000                0.003567                 0.000951                 
13.020000                0.003567                 0.000951                 
13.030000                0.003567                 0.000950                 
13.040000                0.003567                 0.000949                 
13.050000                0.003567                 0.000949                 
13.060000                0.003567                 0.000948                 
13.070000                0.003567                 0.000947                 
13.080000                0.003567                 0.000946                 
13.090000                0.003567                 0.000946                 
13.100000                0.003567                 0.000945                 
13.110000                0.003567                 0.000944                 
13.120000                0.003567                 0.000943                 
13.130000                0.003567                 0.000943                 
13.140000                0.003567                 0.000942                 
13.150000                0.003567                 0.000941                 
13.160000                0.003567                 0.000940                 
13.170000                0.003567                 0.000939                 
13.180000                0.003567                 0.000939                 
13.190000                0.003567                 0.000938                 
13.200000                0.003567                 0.000937                 
13.210000                0.003567                 0.000936                 
13.220000                0.003567                 0.000935                 
13.230000                0.003567                 0.000934                 
13.240000                0.003567                 0.000933                 
13.250000                0.003567                 0.000932                 
13.260000                0.003567                 0.000931                 
13.270000                0.003567                 0.000931                 
13.280000                0.003567                 0.000930                 
13.290000                0.003567                 0.000929                 
13.300000                0.003567                 0.000928                 
13.310000                0.003567                 0.000927                 
13.320000                0.003567                 0.000926                 
13.330000                0.003567                 0.000925                 
13.340000                0.003567                 0.000924                 
13.350000                0.003566                 0.000923                 
13.360000                0.003566                 0.000922                 
13.370000                0.003566                 0.000921                 
13.380000                0.003566                 0.000920                 
13.390000                0.003566                 0.000919                 
13.400000                0.003566                 0.000918                 
13.410000                0.003566                 0.000917                 
13.420000                0.003566                 0.000916                 
13.430000                0.003566                 0.000915                 
13.440000                0.003566                 0.000914                 
13.450000                0.003566                 0.000913                 
13.460000                0.003566                 0.000912                 
13.470000                0.003566                 0.000911                 
13.480000                0.003566                 0.000910                 
13.490000                0.003566                 0.000909                 
13.500000                0.003566                 0.000908                 
13.510000                0.003566                 0.000907                 
13.520000                0.003566                 0.000906                 
13.530000                0.003566                 0.000905                 
13.540000                0.003566                 0.000904                 
13.550000                0.003566                 0.000902                 
13.560000                0.003567                 0.000901                 
13.570000                0.003567                 0.000900                 
13.580000                0.003567                 0.000899                 
13.590000                0.003567                 0.000898                 
13.600000                0.003567                 0.000897                 
13.610000                0.003567                 0.000896                 
13.620000                0.003567                 0.000895                 
13.630000                0.003567                 0.000894                 
13.640000                0.003567                 0.000892                 
13.650000                0.003567                 0.000891                 
13.660000                0.003567                 0.000890                 
13.670000                0.003567                 0.000889                 
13.680000                0.003567                 0.000888                 
13.690000                0.003567                 0.000887                 
13.700000                0.003568                 0.000885                 
13.710000                0.003568                 0.000884                 
13.720000                0.003568                 0.000883                 
13.730000                0.003568                 0.000882                 
13.740000                0.003568                 0.000880                 
13.750000                0.003568                 0.000879                 
13.760000                0.003568                 0.000878                 
13.770000                0.003568                 0.000877                 
13.780000                0.003568                 0.000875                 
13.790000                0.003568                 0.000874                 
13.800000                0.003569                 0.000873                 
13.810000                0.003569                 0.000872                 
13.820000                0.003569                 0.000870                 
13.830000                0.003569                 0.000869                 
13.840000                0.003569                 0.000868                 
13.850000                0.003569                 0.000866                 
13.860000                0.003569                 0.000865                 
13.870000                0.003569                 0.000864                 
13.880000                0.003569                 0.000862                 
13.890000                0.003569                 0.000861                 
13.900000                0.003569                 0.000859                 
13.910000                0.003569                 0.000858                 
13.920000                0.003569                 0.000857                 
13.930000                0.003569                 0.000855                 
13.940000                0.003570                 0.000854                 
13.950000                0.003570                 0.000852                 
13.960000                0.003570                 0.000851                 
13.970000                0.003570                 0.000850                 
13.980000                0.003570                 0.000848                 
13.990000                0.003570                 0.000847                 
14.000000                0.003570                 0.000845                 
14.010000                0.003570                 0.000844                 
14.020000                0.003570                 0.000842                 
14.030000                0.003570                 0.000841                 
14.040000                0.003570                 0.000839                 
14.050000                0.003570                 0.000838                 
14.060000                0.003570                 0.000836                 
14.070000                0.003570                 0.000835                 
14.080000                0.003570                 0.000833                 
14.090000                0.003570                 0.000831                 
14.100000                0.003570                 0.000830                 
14.110000                0.003570                 0.000828                 
14.120000                0.003570                 0.000827                 
14.130000                0.003570                 0.000825                 
14.140000                0.003570                 0.000824                 
14.150000                0.003570                 0.000822                 
14.160000                0.003570                 0.000820                 
14.170000                0.003570                 0.000819                 
14.180000                0.003570                 0.000817                 
14.190000                0.003570                 0.000815                 
14.200000                0.003570                 0.000814                 
14.210000                0.003570                 0.000812                 
14.220000                0.003570                 0.000810                 
14.230000                0.003570                 0.000809                 
14.240000                0.003570                 0.000807                 
14.250000                0.003570                 0.000805                 
14.260000                0.003570                 0.000804                 
14.270000                0.003570                 0.000802                 
14.280000                0.003570                 0.000800                 
14.290000                0.003570                 0.000799                 
14.300000                0.003570                 0.000797                 
14.310000                0.003570                 0.000795                 
14.320000                0.003570                 0.000793                 
14.330000                0.003570                 0.000792                 
14.340000                0.003570                 0.000790                 
14.350000                0.003570                 0.000788                 
14.360000                0.003570                 0.000787                 
14.370000                0.003570                 0.000785                 
14.380000                0.003570                 0.000783                 
14.390000                0.003570                 0.000781                 
14.400000                0.003570                 0.000779                 
14.410000                0.003570                 0.000778                 
14.420000                0.003570                 0.000776                 
14.430000                0.003570                 0.000774                 
14.440000                0.003570                 0.000772                 
14.450000                0.003570                 0.000770                 
14.460000                0.003570                 0.000769                 
14.470000                0.003570                 0.000767                 
14.480000                0.003570                 0.000765                 
14.490000                0.003570                 0.000763                 
14.500000                0.003570                 0.000761                 
14.510000                0.003570                 0.000759                 
14.520000                0.003570                 0.000757                 
14.530000                0.003570                 0.000756                 
14.540000                0.003570                 0.000754                 
14.550000                0.003570                 0.000752                 
14.560000                0.003570                 0.000750                 
14.570000                0.003571                 0.000748                 
14.580000                0.003571                 0.000746                 
14.590000                0.003571                 0.000744                 
14.600000                0.003571                 0.000742                 
14.610000                0.003571                 0.000740                 
14.620000                0.003571                 0.000738                 
14.630000                0.003571                 0.000736                 
14.640000                0.003571                 0.000734                 
14.650000                0.003571                 0.000732                 
14.660000                0.003571                 0.000730                 
14.670000                0.003571                 0.000728                 
14.680000                0.003571                 0.000726                 
14.690000                0.003571                 0.000724                 
14.700000                0.003571                 0.000722                 
14.710000                0.003571                 0.000720                 
14.720000                0.003571                 0.000718                 
14.730000                0.003571                 0.000716                 
14.740000                0.003571                 0.000714                 
14.750000                0.003571                 0.000712                 
14.760000                0.003571                 0.000710                 
14.770000                0.003571                 0.000708                 
14.780000                0.003571                 0.000706                 
14.790000                0.003571                 0.000704                 
14.800000                0.003571                 0.000701                 
14.810000                0.003571                 0.000699                 
14.820000                0.003571                 0.000697                 
14.830000                0.003571                 0.000695                 
14.840000                0.003571                 0.000693                 
14.850000                0.003571                 0.000691                 
14.860000                0.003571                 0.000689                 
14.870000                0.003571                 0.000686                 
14.880000                0.003571                 0.000684                 
14.890000                0.003571                 0.000682                 
14.900000                0.003571                 0.000680                 
14.910000                0.003571                 0.000678                 
14.920000                0.003571                 0.000675                 
14.930000                0.003571                 0.000673                 
14.940000                0.003571                 0.000671                 
14.950000                0.003571                 0.000669                 
14.960000                0.003571                 0.000667                 
14.970000                0.003571                 0.000664                 
14.980000                0.003571                 0.000662                 
14.990000                0.003571                 0.000660                 
15.000000                0.003571                 0.000657                 
15.010000                0.003571                 0.000655                 
15.020000                0.003571                 0.000653                 
15.030000                0.003571                 0.000651                 
15.040000                0.003571                 0.000648                 
15.050000                0.003571                 0.000646                 
15.060000                0.003571                 0.000644                 
15.070000                0.003571                 0.000641                 
15.080000                0.003571                 0.000639                 
15.090000                0.003571                 0.000637                 
15.100000                0.003571                 0.000634                 
15.110000                0.003571                 0.000632                 
15.120000                0.003571                 0.000629                 
15.130000                0.003571                 0.000627                 
15.140000                0.003571                 0.000625                 
15.150000                0.003571                 0.000622                 
15.160000                0.003571                 0.000620                 
15.170000                0.003571                 0.000617                 
15.180000                0.003571                 0.000615                 
15.190000                0.003571                 0.000613                 
15.200000                0.003571                 0.000610                 
15.210000                0.003571                 0.000608                 
15.220000                0.003571                 0.000605                 
15.230000                0.003571                 0.000603                 
15.240000                0.003571                 0.000600                 
15.250000                0.003571                 0.000598                 
15.260000                0.003571                 0.000595                 
15.270000                0.003571                 0.000593                 
15.280000                0.003571                 0.000590                 
15.290000                0.003571                 0.000588                 
15.300000                0.003571                 0.000585                 
15.310000                0.003571                 0.000583                 
15.320000                0.003571                 0.000580                 
15.330000                0.003571                 0.000578                 
15.340000                0.003571                 0.000575                 
15.350000                0.003571                 0.000573                 
15.360000                0.003571                 0.000570                 
15.370000                0.003571                 0.000567                 
15.380000                0.003571                 0.000565                 
15.390000                0.003571                 0.000562                 
15.400000                0.003571                 0.000560                 
15.410000                0.003571                 0.000557                 
15.420000                0.003571                 0.000554                 
15.430000                0.003571                 0.000552                 
15.440000                0.003571                 0.000549                 
15.450000                0.003571                 0.000547                 
15.460000                0.003571                 0.000544                 
15.470000                0.003571                 0.000541                 
15.480000                0.003571                 0.000539                 
15.490000                0.003571                 0.000536                 
15.500000                0.003571                 0.000533                 
15.510000                0.003571                 0.000531                 
15.520000                0.003571                 0.000528                 
15.530000                0.003571                 0.000525                 
15.540000                0.003571                 0.000523                 
15.550000                0.003571                 0.000520                 
15.560000                0.003571                 0.000517                 
15.570000                0.003571                 0.000514                 
15.580000                0.003571                 0.000512                 
15.590000                0.003571                 0.000509                 
15.600000                0.003571                 0.000506                 
15.610000                0.003571                 0.000503                 
15.620000                0.003571                 0.000501                 
15.630000                0.003571                 0.000498                 
15.640000                0.003571                 0.000495                 
15.650000                0.003571                 0.000492                 
15.660000                0.003571                 0.000489                 
15.670000                0.003571                 0.000487                 
15.680000                0.003571                 0.000484                 
15.690000                0.003571                 0.000481                 
15.700000                0.003571                 0.000478                 
15.710000                0.003571                 0.000475                 
15.720000                0.003571                 0.000472                 
15.730000                0.003571                 0.000469                 
15.740000                0.003571                 0.000467                 
15.750000                0.003571                 0.000464                 
15.760000                0.003571                 0.000461                 
15.770000                0.003571                 0.000458                 
15.780000                0.003571                 0.000455                 
15.790000                0.003571                 0.000452                 
15.800000                0.003571                 0.000449                 
15.810000                0.003571                 0.000446                 
15.820000                0.003571                 0.000443                 
15.830000                0.003571                 0.000440                 
15.840000                0.003571                 0.000437                 
15.850000                0.003571                 0.000434                 
15.860000                0.003571                 0.000431                 
15.870000                0.003571                 0.000428                 
15.880000                0.003571                 0.000425                 
15.890000                0.003571                 0.000422                 
15.900000                0.003571                 0.000419                 
15.910000                0.003571                 0.000416                 
15.920000                0.003571                 0.000413                 
15.930000                0.003571                 0.000410                 
15.940000                0.003571                 0.000407                 
15.950000                0.003571                 0.000404                 
15.960000                0.003571                 0.000401                 
15.970000                0.003571                 0.000398                 
15.980000                0.003571                 0.000395                 
15.990000                0.003571                 0.000392                 
16.000000                0.003571                 0.000389                 
16.010000                0.003571                 0.000386                 
16.020000                0.003571                 0.000383                 
16.030000                0.003571                 0.000380                 
16.040000                0.003571                 0.000377                 
16.050000                0.003571                 0.000373                 
16.060000                0.003571                 0.000370                 
16.070000                0.003571                 0.000367                 
16.080000                0.003571                 0.000364                 
16.090000                0.003571                 0.000361                 
16.100000                0.003571                 0.000358                 
16.110000                0.003571                 0.000354                 
16.120000                0.003571                 0.000351                 
16.130000                0.003571                 0.000348                 
16.140000                0.003571                 0.000345                 
16.150000                0.003571                 0.000342                 
16.160000                0.003571                 0.000338                 
16.170000                0.003571                 0.000335                 
16.180000                0.003571                 0.000332                 
16.190000                0.003571                 0.000329                 
16.200000                0.003571                 0.000326                 
16.210000                0.003571                 0.000322                 
16.220000                0.003571                 0.000319                 
16.230000                0.003571                 0.000316                 
16.240000                0.003571                 0.000312                 
16.250000                0.003571                 0.000309                 
16.260000                0.003571                 0.000306                 
16.270000                0.003571                 0.000303                 
16.280000                0.003571                 0.000299                 
16.290000                0.003570                 0.000296                 
16.300000                0.003570                 0.000293                 
16.310000                0.003570                 0.000289                 
16.320000                0.003570                 0.000286                 
16.330000                0.003570                 0.000283                 
16.340000                0.003570                 0.000279                 
16.350000                0.003570                 0.000276                 
16.360000                0.003570                 0.000273                 
16.370000                0.003570                 0.000269                 
16.380000                0.003570                 0.000266                 
16.390000                0.003570                 0.000262                 
16.400000                0.003570                 0.000259                 
16.410000                0.003570                 0.000256                 
16.420000                0.003570                 0.000252                 
16.430000                0.003570                 0.000249                 
16.440000                0.003570                 0.000245                 
16.450000                0.003570                 0.000242                 
16.460000                0.003570                 0.000238                 
16.470000                0.003570                 0.000235                 
