FlightTime [s]           Gamma                    Chi                      
75.949998                0.003408                 -0.015118                
75.959998                0.003408                 -0.015111                
75.969998                0.003408                 -0.015105                
75.979998                0.003408                 -0.015098                
75.989998                0.003408                 -0.015092                
75.999998                0.003408                 -0.015085                
76.009998                0.003409                 -0.015079                
76.019998                0.003409                 -0.015072                
76.029998                0.003409                 -0.015066                
76.039998                0.003409                 -0.015060                
76.049998                0.003409                 -0.015053                
76.059998                0.003410                 -0.015047                
76.069998                0.003410                 -0.015040                
76.079998                0.003410                 -0.015034                
76.089998                0.003410                 -0.015028                
76.099998                0.003410                 -0.015021                
76.109998                0.003411                 -0.015015                
76.119998                0.003411                 -0.015009                
76.129998                0.003411                 -0.015002                
76.139998                0.003411                 -0.014996                
76.149998                0.003411                 -0.014990                
76.159998                0.003412                 -0.014983                
76.169998                0.003412                 -0.014977                
76.179998                0.003412                 -0.014971                
76.189998                0.003412                 -0.014965                
76.199998                0.003412                 -0.014959                
76.209998                0.003413                 -0.014952                
76.219998                0.003413                 -0.014946                
76.229998                0.003413                 -0.014940                
76.239998                0.003413                 -0.014934                
76.249998                0.003414                 -0.014928                
76.259998                0.003414                 -0.014922                
76.269998                0.003414                 -0.014916                
76.279998                0.003414                 -0.014910                
76.289998                0.003415                 -0.014904                
76.299998                0.003415                 -0.014897                
76.309998                0.003415                 -0.014891                
76.319998                0.003415                 -0.014885                
76.329998                0.003415                 -0.014879                
76.339998                0.003416                 -0.014873                
76.349998                0.003416                 -0.014868                
76.359998                0.003416                 -0.014862                
76.369998                0.003416                 -0.014856                
76.379998                0.003417                 -0.014850                
76.389998                0.003417                 -0.014844                
76.399998                0.003417                 -0.014838                
76.409998                0.003417                 -0.014832                
76.419998                0.003418                 -0.014826                
76.429998                0.003418                 -0.014820                
76.439998                0.003418                 -0.014815                
76.449998                0.003418                 -0.014809                
76.459998                0.003418                 -0.014803                
76.469998                0.003419                 -0.014797                
76.479998                0.003419                 -0.014792                
76.489998                0.003419                 -0.014786                
76.499998                0.003419                 -0.014780                
76.509998                0.003420                 -0.014774                
76.519998                0.003420                 -0.014769                
76.529998                0.003420                 -0.014763                
76.539998                0.003420                 -0.014757                
76.549998                0.003421                 -0.014752                
76.559998                0.003421                 -0.014746                
76.569998                0.003421                 -0.014741                
76.579998                0.003421                 -0.014735                
76.589998                0.003421                 -0.014729                
76.599998                0.003422                 -0.014724                
76.609998                0.003422                 -0.014718                
76.619998                0.003422                 -0.014713                
76.629998                0.003422                 -0.014707                
76.639998                0.003422                 -0.014702                
76.649998                0.003423                 -0.014696                
76.659998                0.003423                 -0.014691                
76.669998                0.003423                 -0.014686                
76.679998                0.003423                 -0.014680                
76.689998                0.003423                 -0.014675                
76.699998                0.003424                 -0.014669                
76.709998                0.003424                 -0.014664                
76.719998                0.003424                 -0.014659                
76.729998                0.003424                 -0.014653                
76.739998                0.003424                 -0.014648                
76.749998                0.003425                 -0.014643                
76.759998                0.003425                 -0.014638                
76.769998                0.003425                 -0.014632                
76.779998                0.003425                 -0.014627                
76.789998                0.003425                 -0.014622                
76.799998                0.003425                 -0.014617                
76.809998                0.003426                 -0.014611                
76.819998                0.003426                 -0.014606                
76.829998                0.003426                 -0.014601                
76.839998                0.003426                 -0.014596                
76.849998                0.003426                 -0.014591                
76.859998                0.003427                 -0.014586                
76.869998                0.003427                 -0.014581                
76.879998                0.003427                 -0.014575                
76.889998                0.003427                 -0.014570                
76.899998                0.003427                 -0.014565                
76.909998                0.003427                 -0.014560                
76.919998                0.003428                 -0.014555                
76.929998                0.003428                 -0.014550                
76.939998                0.003428                 -0.014545                
76.949998                0.003428                 -0.014540                
76.959998                0.003428                 -0.014535                
76.969998                0.003428                 -0.014531                
76.979998                0.003429                 -0.014526                
76.989998                0.003429                 -0.014521                
76.999998                0.003429                 -0.014516                
77.009998                0.003429                 -0.014511                
77.019998                0.003429                 -0.014506                
77.029998                0.003429                 -0.014501                
77.039998                0.003430                 -0.014496                
77.049998                0.003430                 -0.014492                
77.059998                0.003430                 -0.014487                
77.069998                0.003430                 -0.014482                
77.079998                0.003430                 -0.014477                
77.089998                0.003431                 -0.014473                
77.099998                0.003431                 -0.014468                
77.109998                0.003431                 -0.014463                
77.119998                0.003431                 -0.014458                
77.129998                0.003431                 -0.014454                
77.139998                0.003431                 -0.014449                
77.149998                0.003432                 -0.014444                
77.159998                0.003432                 -0.014440                
77.169998                0.003432                 -0.014435                
77.179998                0.003432                 -0.014431                
77.189998                0.003432                 -0.014426                
77.199998                0.003433                 -0.014421                
77.209998                0.003433                 -0.014417                
77.219998                0.003433                 -0.014412                
77.229998                0.003433                 -0.014408                
77.239998                0.003433                 -0.014403                
77.249998                0.003434                 -0.014399                
77.259998                0.003434                 -0.014394                
77.269998                0.003434                 -0.014390                
77.279998                0.003434                 -0.014385                
77.289998                0.003434                 -0.014381                
77.299998                0.003435                 -0.014377                
77.309998                0.003435                 -0.014372                
77.319998                0.003435                 -0.014368                
77.329998                0.003435                 -0.014363                
77.339998                0.003435                 -0.014359                
77.349998                0.003436                 -0.014355                
77.359998                0.003436                 -0.014351                
77.369998                0.003436                 -0.014346                
77.379998                0.003436                 -0.014342                
77.389998                0.003436                 -0.014338                
77.399998                0.003436                 -0.014333                
77.409998                0.003437                 -0.014329                
77.419998                0.003437                 -0.014325                
77.429998                0.003437                 -0.014321                
77.439998                0.003437                 -0.014317                
77.449998                0.003437                 -0.014312                
77.459998                0.003438                 -0.014308                
77.469998                0.003438                 -0.014304                
77.479998                0.003438                 -0.014300                
77.489998                0.003438                 -0.014296                
77.499998                0.003438                 -0.014292                
77.509998                0.003439                 -0.014288                
77.519998                0.003439                 -0.014284                
77.529998                0.003439                 -0.014280                
77.539998                0.003439                 -0.014276                
77.549998                0.003439                 -0.014272                
77.559998                0.003439                 -0.014268                
77.569998                0.003440                 -0.014264                
77.579998                0.003440                 -0.014260                
77.589998                0.003440                 -0.014256                
77.599998                0.003440                 -0.014252                
77.609998                0.003440                 -0.014248                
77.619998                0.003441                 -0.014244                
77.629998                0.003441                 -0.014240                
77.639998                0.003441                 -0.014237                
77.649998                0.003441                 -0.014233                
77.659998                0.003441                 -0.014229                
77.669998                0.003441                 -0.014225                
77.679998                0.003442                 -0.014221                
77.689998                0.003442                 -0.014218                
77.699998                0.003442                 -0.014214                
77.709998                0.003442                 -0.014210                
77.719998                0.003442                 -0.014206                
77.729998                0.003442                 -0.014203                
77.739998                0.003443                 -0.014199                
77.749998                0.003443                 -0.014195                
77.759998                0.003443                 -0.014192                
77.769998                0.003443                 -0.014188                
77.779998                0.003443                 -0.014184                
77.789998                0.003443                 -0.014181                
77.799998                0.003444                 -0.014177                
77.809998                0.003444                 -0.014174                
77.819998                0.003444                 -0.014170                
77.829998                0.003444                 -0.014167                
77.839998                0.003444                 -0.014163                
77.849998                0.003444                 -0.014160                
77.859998                0.003445                 -0.014156                
77.869998                0.003445                 -0.014153                
77.879998                0.003445                 -0.014149                
77.889998                0.003445                 -0.014146                
77.899998                0.003445                 -0.014142                
77.909998                0.003445                 -0.014139                
77.919998                0.003446                 -0.014135                
77.929998                0.003446                 -0.014132                
77.939998                0.003446                 -0.014129                
77.949998                0.003446                 -0.014125                
77.959998                0.003446                 -0.014122                
77.969998                0.003446                 -0.014119                
77.979998                0.003446                 -0.014115                
77.989998                0.003447                 -0.014112                
77.999998                0.003447                 -0.014109                
78.009998                0.003447                 -0.014106                
78.019998                0.003447                 -0.014102                
78.029998                0.003447                 -0.014099                
78.039998                0.003447                 -0.014096                
78.049998                0.003448                 -0.014093                
78.059998                0.003448                 -0.014090                
78.069998                0.003448                 -0.014087                
78.079998                0.003448                 -0.014083                
78.089998                0.003448                 -0.014080                
78.099998                0.003448                 -0.014077                
78.109998                0.003449                 -0.014074                
78.119998                0.003449                 -0.014071                
78.129998                0.003449                 -0.014068                
78.139998                0.003449                 -0.014065                
78.149998                0.003449                 -0.014062                
78.159998                0.003449                 -0.014059                
78.169998                0.003449                 -0.014056                
78.179998                0.003450                 -0.014053                
78.189998                0.003450                 -0.014050                
78.199998                0.003450                 -0.014047                
78.209998                0.003450                 -0.014044                
78.219998                0.003450                 -0.014041                
78.229998                0.003450                 -0.014038                
78.239998                0.003451                 -0.014035                
78.249998                0.003451                 -0.014033                
78.259998                0.003451                 -0.014030                
78.269998                0.003451                 -0.014027                
78.279998                0.003451                 -0.014024                
78.289998                0.003451                 -0.014021                
78.299998                0.003451                 -0.014019                
78.309998                0.003452                 -0.014016                
78.319998                0.003452                 -0.014013                
78.329998                0.003452                 -0.014010                
78.339998                0.003452                 -0.014008                
78.349998                0.003452                 -0.014005                
78.359998                0.003452                 -0.014002                
78.369998                0.003453                 -0.014000                
78.379998                0.003453                 -0.013997                
78.389998                0.003453                 -0.013994                
78.399998                0.003453                 -0.013992                
78.409998                0.003453                 -0.013989                
78.419998                0.003453                 -0.013986                
78.429998                0.003453                 -0.013984                
78.439998                0.003454                 -0.013981                
78.449998                0.003454                 -0.013979                
78.459998                0.003454                 -0.013976                
78.469998                0.003454                 -0.013974                
78.479998                0.003454                 -0.013971                
78.489998                0.003454                 -0.013969                
78.499998                0.003455                 -0.013966                
78.509998                0.003455                 -0.013964                
78.519998                0.003455                 -0.013962                
78.529998                0.003455                 -0.013959                
78.539998                0.003455                 -0.013957                
78.549998                0.003455                 -0.013954                
78.559998                0.003455                 -0.013952                
78.569998                0.003456                 -0.013950                
78.579998                0.003456                 -0.013947                
78.589998                0.003456                 -0.013945                
78.599998                0.003456                 -0.013943                
78.609998                0.003456                 -0.013941                
78.619998                0.003456                 -0.013938                
78.629998                0.003456                 -0.013936                
78.639998                0.003457                 -0.013934                
78.649998                0.003457                 -0.013932                
78.659998                0.003457                 -0.013929                
78.669998                0.003457                 -0.013927                
78.679998                0.003457                 -0.013925                
78.689998                0.003457                 -0.013923                
78.699998                0.003457                 -0.013921                
78.709998                0.003458                 -0.013919                
78.719998                0.003458                 -0.013917                
78.729998                0.003458                 -0.013915                
78.739998                0.003458                 -0.013913                
78.749998                0.003458                 -0.013911                
78.759998                0.003458                 -0.013908                
78.769998                0.003458                 -0.013906                
78.779998                0.003458                 -0.013904                
78.789998                0.003459                 -0.013902                
78.799998                0.003459                 -0.013901                
78.809998                0.003459                 -0.013899                
78.819998                0.003459                 -0.013897                
78.829998                0.003459                 -0.013895                
78.839998                0.003459                 -0.013893                
78.849998                0.003459                 -0.013891                
78.859998                0.003460                 -0.013889                
78.869998                0.003460                 -0.013887                
78.879998                0.003460                 -0.013885                
78.889998                0.003460                 -0.013884                
78.899998                0.003460                 -0.013882                
78.909998                0.003460                 -0.013880                
78.919998                0.003460                 -0.013878                
78.929998                0.003460                 -0.013877                
78.939998                0.003461                 -0.013875                
78.949998                0.003461                 -0.013873                
78.959998                0.003461                 -0.013871                
78.969998                0.003461                 -0.013870                
78.979998                0.003461                 -0.013868                
78.989998                0.003461                 -0.013866                
78.999998                0.003461                 -0.013865                
79.009998                0.003461                 -0.013863                
79.019998                0.003462                 -0.013862                
79.029998                0.003462                 -0.013860                
79.039998                0.003462                 -0.013858                
79.049998                0.003462                 -0.013857                
79.059998                0.003462                 -0.013855                
79.069998                0.003462                 -0.013854                
79.079998                0.003462                 -0.013852                
79.089998                0.003462                 -0.013851                
79.099998                0.003463                 -0.013849                
79.109998                0.003463                 -0.013848                
79.119998                0.003463                 -0.013846                
79.129998                0.003463                 -0.013845                
79.139998                0.003463                 -0.013844                
79.149998                0.003463                 -0.013842                
79.159998                0.003463                 -0.013841                
79.169998                0.003463                 -0.013839                
79.179998                0.003464                 -0.013838                
79.189998                0.003464                 -0.013837                
79.199998                0.003464                 -0.013835                
79.209998                0.003464                 -0.013834                
79.219998                0.003464                 -0.013833                
79.229998                0.003464                 -0.013832                
79.239998                0.003464                 -0.013830                
79.249998                0.003464                 -0.013829                
79.259998                0.003465                 -0.013828                
79.269998                0.003465                 -0.013827                
79.279998                0.003465                 -0.013826                
79.289998                0.003465                 -0.013824                
79.299998                0.003465                 -0.013823                
79.309998                0.003465                 -0.013822                
79.319998                0.003465                 -0.013821                
79.329998                0.003465                 -0.013820                
79.339998                0.003465                 -0.013819                
79.349998                0.003466                 -0.013818                
79.359998                0.003466                 -0.013817                
79.369998                0.003466                 -0.013816                
79.379998                0.003466                 -0.013815                
79.389998                0.003466                 -0.013814                
79.399998                0.003466                 -0.013813                
79.409998                0.003466                 -0.013812                
79.419998                0.003466                 -0.013811                
79.429998                0.003466                 -0.013810                
79.439998                0.003467                 -0.013809                
79.449998                0.003467                 -0.013808                
79.459998                0.003467                 -0.013807                
79.469998                0.003467                 -0.013806                
79.479998                0.003467                 -0.013805                
79.489998                0.003467                 -0.013804                
79.499998                0.003467                 -0.013804                
79.509998                0.003467                 -0.013803                
79.519998                0.003467                 -0.013802                
79.529998                0.003468                 -0.013801                
79.539998                0.003468                 -0.013801                
79.549998                0.003468                 -0.013800                
79.559998                0.003468                 -0.013799                
79.569998                0.003468                 -0.013798                
79.579998                0.003468                 -0.013798                
79.589998                0.003468                 -0.013797                
79.599998                0.003468                 -0.013796                
79.609998                0.003468                 -0.013796                
79.619998                0.003469                 -0.013795                
79.629998                0.003469                 -0.013794                
79.639998                0.003469                 -0.013794                
79.649998                0.003469                 -0.013793                
79.659998                0.003469                 -0.013793                
79.669998                0.003469                 -0.013792                
79.679998                0.003469                 -0.013792                
79.689998                0.003469                 -0.013791                
79.699998                0.003469                 -0.013791                
79.709998                0.003469                 -0.013790                
79.719998                0.003470                 -0.013790                
79.729998                0.003470                 -0.013789                
79.739998                0.003470                 -0.013789                
79.749998                0.003470                 -0.013788                
79.759998                0.003470                 -0.013788                
79.769998                0.003470                 -0.013788                
79.779998                0.003470                 -0.013787                
79.789998                0.003470                 -0.013787                
79.799998                0.003470                 -0.013787                
79.809998                0.003470                 -0.013786                
79.819998                0.003471                 -0.013786                
79.829998                0.003471                 -0.013786                
79.839998                0.003471                 -0.013785                
79.849998                0.003471                 -0.013785                
79.859998                0.003471                 -0.013785                
79.869998                0.003471                 -0.013785                
79.879998                0.003471                 -0.013784                
79.889998                0.003471                 -0.013784                
79.899998                0.003471                 -0.013784                
79.909998                0.003471                 -0.013784                
79.919998                0.003471                 -0.013784                
79.929998                0.003472                 -0.013784                
79.939998                0.003472                 -0.013784                
79.949998                0.003472                 -0.013783                
79.959998                0.003472                 -0.013783                
79.969998                0.003472                 -0.013783                
79.979998                0.003472                 -0.013783                
79.989998                0.003472                 -0.013783                
79.999998                0.003472                 -0.013783                
80.009998                0.003472                 -0.013783                
80.019998                0.003472                 -0.013783                
80.029998                0.003472                 -0.013783                
80.039998                0.003473                 -0.013783                
80.049998                0.003473                 -0.013783                
80.059998                0.003473                 -0.013784                
80.069998                0.003473                 -0.013784                
80.079998                0.003473                 -0.013784                
80.089998                0.003473                 -0.013784                
80.099998                0.003473                 -0.013784                
80.109998                0.003473                 -0.013784                
80.119998                0.003473                 -0.013785                
80.129998                0.003473                 -0.013785                
80.139998                0.003473                 -0.013785                
80.149998                0.003474                 -0.013785                
80.159998                0.003474                 -0.013786                
80.169998                0.003474                 -0.013786                
80.179998                0.003474                 -0.013786                
80.189998                0.003474                 -0.013787                
80.199998                0.003474                 -0.013787                
80.209998                0.003474                 -0.013787                
80.219998                0.003474                 -0.013788                
80.229998                0.003474                 -0.013788                
80.239998                0.003474                 -0.013789                
80.249998                0.003474                 -0.013789                
80.259998                0.003474                 -0.013789                
80.269998                0.003475                 -0.013790                
80.279998                0.003475                 -0.013790                
80.289998                0.003475                 -0.013791                
80.299998                0.003475                 -0.013791                
80.309998                0.003475                 -0.013792                
80.319998                0.003475                 -0.013793                
80.329998                0.003475                 -0.013793                
80.339998                0.003475                 -0.013794                
80.349998                0.003475                 -0.013794                
80.359998                0.003475                 -0.013795                
80.369998                0.003475                 -0.013795                
80.379998                0.003475                 -0.013796                
80.389998                0.003475                 -0.013797                
80.399998                0.003476                 -0.013797                
80.409998                0.003476                 -0.013798                
80.419998                0.003476                 -0.013799                
80.429998                0.003476                 -0.013799                
80.439998                0.003476                 -0.013800                
80.449998                0.003476                 -0.013801                
80.459998                0.003476                 -0.013801                
80.469998                0.003476                 -0.013802                
80.479998                0.003476                 -0.013803                
80.489998                0.003476                 -0.013804                
80.499998                0.003476                 -0.013804                
80.509998                0.003476                 -0.013805                
80.519998                0.003476                 -0.013806                
80.529998                0.003476                 -0.013807                
80.539998                0.003476                 -0.013807                
80.549998                0.003477                 -0.013808                
80.559998                0.003477                 -0.013809                
80.569998                0.003477                 -0.013810                
80.579998                0.003477                 -0.013811                
80.589998                0.003477                 -0.013812                
80.599998                0.003477                 -0.013812                
80.609998                0.003477                 -0.013813                
80.619998                0.003477                 -0.013814                
80.629998                0.003477                 -0.013815                
80.639998                0.003477                 -0.013816                
80.649998                0.003477                 -0.013817                
80.659998                0.003477                 -0.013818                
80.669998                0.003477                 -0.013819                
80.679998                0.003477                 -0.013820                
80.689998                0.003477                 -0.013821                
80.699998                0.003477                 -0.013822                
80.709998                0.003477                 -0.013823                
80.719998                0.003477                 -0.013824                
80.729998                0.003477                 -0.013825                
80.739998                0.003477                 -0.013826                
80.749998                0.003477                 -0.013827                
80.759998                0.003477                 -0.013828                
80.769998                0.003477                 -0.013829                
80.779998                0.003477                 -0.013830                
80.789998                0.003477                 -0.013831                
80.799998                0.003477                 -0.013833                
80.809998                0.003477                 -0.013834                
80.819998                0.003477                 -0.013835                
80.829998                0.003477                 -0.013836                
80.839998                0.003477                 -0.013837                
80.849998                0.003477                 -0.013839                
80.859998                0.003477                 -0.013840                
80.869998                0.003477                 -0.013841                
80.879998                0.003477                 -0.013842                
80.889998                0.003477                 -0.013844                
80.899998                0.003477                 -0.013845                
80.909998                0.003478                 -0.013846                
80.919998                0.003478                 -0.013848                
80.929998                0.003478                 -0.013849                
80.939998                0.003478                 -0.013851                
80.949998                0.003478                 -0.013852                
80.959998                0.003478                 -0.013853                
80.969998                0.003478                 -0.013855                
80.979998                0.003478                 -0.013856                
80.989998                0.003478                 -0.013858                
80.999998                0.003478                 -0.013859                
81.009998                0.003478                 -0.013861                
81.019998                0.003478                 -0.013862                
81.029998                0.003478                 -0.013864                
81.039998                0.003478                 -0.013866                
81.049998                0.003478                 -0.013867                
81.059998                0.003478                 -0.013869                
81.069998                0.003478                 -0.013870                
81.079998                0.003478                 -0.013872                
81.089998                0.003478                 -0.013874                
81.099998                0.003478                 -0.013875                
81.109998                0.003478                 -0.013877                
81.119998                0.003478                 -0.013879                
81.129998                0.003478                 -0.013880                
81.139998                0.003478                 -0.013882                
81.149998                0.003478                 -0.013884                
81.159998                0.003478                 -0.013885                
81.169998                0.003479                 -0.013887                
81.179998                0.003479                 -0.013889                
81.189998                0.003479                 -0.013891                
81.199998                0.003479                 -0.013892                
81.209998                0.003479                 -0.013894                
81.219998                0.003479                 -0.013896                
81.229998                0.003479                 -0.013898                
81.239998                0.003479                 -0.013900                
81.249998                0.003479                 -0.013902                
81.259998                0.003479                 -0.013903                
81.269998                0.003479                 -0.013905                
81.279998                0.003479                 -0.013907                
81.289998                0.003480                 -0.013909                
81.299998                0.003480                 -0.013911                
81.309998                0.003480                 -0.013913                
81.319998                0.003480                 -0.013915                
81.329998                0.003480                 -0.013917                
81.339998                0.003480                 -0.013919                
81.349998                0.003480                 -0.013921                
81.359998                0.003480                 -0.013923                
81.369998                0.003480                 -0.013925                
81.379998                0.003480                 -0.013927                
81.389998                0.003480                 -0.013929                
81.399998                0.003481                 -0.013931                
81.409998                0.003481                 -0.013933                
81.419998                0.003481                 -0.013935                
81.429998                0.003481                 -0.013937                
81.439998                0.003481                 -0.013939                
81.449998                0.003481                 -0.013941                
81.459998                0.003481                 -0.013943                
81.469998                0.003481                 -0.013945                
81.479998                0.003481                 -0.013947                
81.489998                0.003481                 -0.013950                
81.499998                0.003481                 -0.013952                
81.509998                0.003481                 -0.013954                
81.519998                0.003481                 -0.013956                
81.529998                0.003481                 -0.013958                
81.539998                0.003481                 -0.013961                
81.549998                0.003481                 -0.013963                
81.559998                0.003481                 -0.013965                
81.569998                0.003481                 -0.013967                
81.579998                0.003481                 -0.013970                
81.589998                0.003481                 -0.013972                
81.599998                0.003481                 -0.013974                
81.609998                0.003482                 -0.013977                
81.619998                0.003482                 -0.013979                
81.629998                0.003482                 -0.013981                
81.639998                0.003482                 -0.013984                
81.649998                0.003482                 -0.013986                
81.659998                0.003482                 -0.013989                
81.669998                0.003481                 -0.013991                
81.679998                0.003481                 -0.013993                
81.689998                0.003481                 -0.013996                
81.699998                0.003481                 -0.013998                
81.709998                0.003481                 -0.014001                
81.719998                0.003481                 -0.014003                
81.729998                0.003481                 -0.014006                
81.739998                0.003481                 -0.014008                
81.749998                0.003481                 -0.014011                
81.759998                0.003481                 -0.014014                
81.769998                0.003481                 -0.014016                
81.779998                0.003481                 -0.014019                
81.789998                0.003481                 -0.014021                
81.799998                0.003481                 -0.014024                
81.809998                0.003481                 -0.014027                
81.819998                0.003481                 -0.014029                
81.829998                0.003481                 -0.014032                
81.839998                0.003481                 -0.014035                
81.849998                0.003481                 -0.014038                
81.859998                0.003481                 -0.014040                
81.869998                0.003481                 -0.014043                
