FlightTime [s]           F_x                      F_y                      F_z                      M_x                      M_x                      M_y                      M_z                      
36.019999                12815.197234             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.029999                12815.221867             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.039999                12815.246997             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.049999                12815.272630             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.059999                12815.298772             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.069999                12815.325424             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.079999                12815.352587             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.089999                12815.380257             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.099999                12815.408430             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.109999                12815.437099             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.119999                12815.466253             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.129999                12815.495880             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.139999                12815.525967             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.149999                12815.556496             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.159999                12815.587449             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.169999                12815.618805             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.179999                12815.650542             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.189999                12815.682636             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.199999                12815.715059             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.209999                12815.747785             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.219999                12815.780784             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.229999                12815.814026             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.239999                12815.847477             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.249999                12815.881106             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.259999                12815.914876             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.269999                12815.948755             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.279999                12815.982704             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.289999                12816.016689             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.299999                12816.050670             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.309999                12816.084612             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.319999                12816.118476             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.329999                12816.152224             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.339999                12816.185818             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.349999                12816.219221             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.359999                12816.252395             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.369999                12816.285302             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.379999                12816.317908             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.389999                12816.350175             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.399999                12816.382069             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.409999                12816.413556             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.419999                12816.444603             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.429999                12816.475177             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.439999                12816.505249             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.449999                12816.534787             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.459999                12816.563766             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.469999                12816.592158             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.479999                12816.619938             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.489999                12816.647084             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.499999                12816.673573             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.509999                12816.699385             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.519999                12816.724504             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.529999                12816.748912             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.539999                12816.772596             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.549999                12816.795542             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.559999                12816.817742             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.569999                12816.839186             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.579999                12816.859868             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.589999                12816.879784             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.599999                12816.898930             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.609999                12816.917307             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.619999                12816.934915             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.629999                12816.951757             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.639999                12816.967839             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.649999                12816.983167             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.659999                12816.997750             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.669999                12817.011598             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.679999                12817.024722             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.689999                12817.037136             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.699999                12817.048855             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.709999                12817.059895             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.719999                12817.070274             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.729999                12817.080010             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.739999                12817.089124             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.749999                12817.097636             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.759999                12817.105568             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.769999                12817.112944             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.779999                12817.119788             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.789999                12817.126123             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.799999                12817.131975             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.809999                12817.137370             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.819999                12817.142333             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.829999                12817.146891             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.839999                12817.151070             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.849999                12817.154896             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.859999                12817.158397             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.869999                12817.161600             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.879999                12817.164529             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.889999                12817.167212             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.899999                12817.169675             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.909999                12817.171942             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.919999                12817.174038             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.929999                12817.175989             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.939999                12817.177816             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.949999                12817.179544             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.959999                12817.181193             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.969999                12817.182786             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.979999                12817.184342             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.989999                12817.185881             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
36.999999                12817.187420             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.009999                12817.188977             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.019999                12817.190568             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.029999                12817.192208             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.039999                12817.193910             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.049999                12817.195687             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.059999                12817.197549             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.069999                12817.199507             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.079999                12817.201569             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.089999                12817.203743             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.099999                12817.206035             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.109999                12817.208449             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.119999                12817.210990             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.129999                12817.213659             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.139999                12817.216458             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.149999                12817.219386             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.159999                12817.222443             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.169999                12817.225625             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.179999                12817.228929             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.189999                12817.232351             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.199999                12817.235884             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.209999                12817.239523             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.219999                12817.243258             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.229999                12817.247082             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.239999                12817.250986             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.249999                12817.254958             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.259999                12817.258987             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.269999                12817.263063             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.279999                12817.267173             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.289999                12817.271302             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.299999                12817.275439             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.309999                12817.279569             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.319999                12817.283677             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.329999                12817.287749             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.339999                12817.291769             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.349999                12817.295723             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.359999                12817.299595             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.369999                12817.303369             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.379999                12817.307030             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.389999                12817.310561             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.399999                12817.313949             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.409999                12817.317176             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.419999                12817.320228             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.429999                12817.323090             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.439999                12817.325746             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.449999                12817.328183             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.459999                12817.330387             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.469999                12817.332342             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.479999                12817.334038             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.489999                12817.335459             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.499999                12817.336596             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.509999                12817.337434             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.519999                12817.337965             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.529999                12817.338176             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.539999                12817.338058             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.549999                12817.337602             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.559999                12817.336800             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.569999                12817.335643             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.579999                12817.334124             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.589999                12817.332237             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.599999                12817.329976             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.609999                12817.327336             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.619999                12817.324313             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.629999                12817.320903             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.639999                12817.317104             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.649999                12817.312913             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.659999                12817.308329             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.669999                12817.303350             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.679999                12817.297979             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.689999                12817.292213             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.699999                12817.286056             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.709999                12817.279509             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.719999                12817.272574             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.729999                12817.265255             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.739999                12817.257556             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.749999                12817.249479             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.759999                12817.241032             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.769999                12817.232217             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.779999                12817.223042             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.789999                12817.213512             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.799999                12817.203633             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.809999                12817.193414             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.819999                12817.182860             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.829999                12817.171979             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.839999                12817.160779             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.849999                12817.149269             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.859999                12817.137455             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.869999                12817.125348             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.879999                12817.112954             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.889999                12817.100282             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.899999                12817.087342             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.909999                12817.074142             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.919999                12817.060691             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.929999                12817.046997             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.939999                12817.033069             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.949999                12817.018916             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.959999                12817.004545             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.969999                12816.989966             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.979999                12816.975187             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.989999                12816.960214             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
37.999999                12816.945057             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.009999                12816.929723             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.019999                12816.914219             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.029999                12816.898553             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.039999                12816.882730             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.049999                12816.866757             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.059999                12816.850642             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.069999                12816.834388             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.079999                12816.818003             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.089999                12816.801491             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.099999                12816.784857             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.109999                12816.768105             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.119999                12816.751240             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.129999                12816.734265             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.139999                12816.717184             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.149999                12816.700000             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.159999                12816.682715             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.169999                12816.665331             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.179999                12816.647851             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.189999                12816.630277             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.199999                12816.612608             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.209999                12816.594846             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.219999                12816.576992             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.229999                12816.559045             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.239999                12816.541006             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
38.249999                12816.522874             0.000000                 0.000000                 -0.000000                -0.000000                0.000000                 0.000000                 
