Time [s]                 AoA                      AoS                      CA                       CM                       CW                       CZ                       CX                       F_x                      F_y                      F_z                      
3.000000                 0.095397                 -0.000002                0.453646                 -0.000245                0.037971                 -0.455200                0.005413                 1754.431037              -1.329275                -147547.901701           
3.010000                 0.095438                 -0.000002                0.453850                 -0.000333                0.037990                 -0.455404                0.005432                 1760.792180              -1.243312                -147614.006575           
3.020000                 0.095479                 -0.000002                0.454049                 -0.000420                0.038008                 -0.455604                0.005451                 1767.022707              -1.159216                -147678.671148           
3.030000                 0.095520                 -0.000002                0.454243                 -0.000503                0.038026                 -0.455799                0.005470                 1773.104597              -1.077376                -147741.711804           
3.040000                 0.095559                 -0.000002                0.454432                 -0.000583                0.038044                 -0.455988                0.005488                 1779.020568              -0.998159                -147802.953222           
3.050000                 0.095598                 -0.000002                0.454615                 -0.000660                0.038062                 -0.456172                0.005506                 1784.754120              -0.921911                -147862.228762           
3.060000                 0.095635                 -0.000002                0.454791                 -0.000734                0.038078                 -0.456349                0.005523                 1790.289574              -0.848959                -147919.380803           
3.070000                 0.095671                 -0.000002                0.454960                 -0.000804                0.038095                 -0.456519                0.005540                 1795.612109              -0.779602                -147974.261056           
3.080000                 0.095706                 -0.000002                0.455122                 -0.000871                0.038111                 -0.456681                0.005555                 1800.707800              -0.714118                -148026.730842           
3.090000                 0.095740                 -0.000002                0.455276                 -0.000933                0.038126                 -0.456836                0.005570                 1805.563646              -0.652757                -148076.661336           
3.100000                 0.095772                 -0.000002                0.455422                 -0.000992                0.038140                 -0.456982                0.005585                 1810.167599              -0.595744                -148123.933774           
3.110000                 0.095802                 -0.000002                0.455560                 -0.001046                0.038154                 -0.457120                0.005598                 1814.508589              -0.543277                -148168.439629           
3.120000                 0.095831                 -0.000002                0.455688                 -0.001097                0.038167                 -0.457249                0.005611                 1818.576545              -0.495526                -148210.080752           
3.130000                 0.095859                 -0.000002                0.455808                 -0.001143                0.038179                 -0.457370                0.005622                 1822.362411              -0.452635                -148248.769480           
3.140000                 0.095884                 -0.000002                0.455918                 -0.001185                0.038191                 -0.457480                0.005633                 1825.858161              -0.414718                -148284.428707           
3.150000                 0.095908                 -0.000002                0.456019                 -0.001222                0.038201                 -0.457582                0.005643                 1829.056812              -0.381863                -148316.991927           
3.160000                 0.095929                 -0.000002                0.456110                 -0.001256                0.038211                 -0.457673                0.005652                 1831.952424              -0.354130                -148346.403240           
3.170000                 0.095949                 -0.000002                0.456192                 -0.001284                0.038220                 -0.457755                0.005660                 1834.540111              -0.331552                -148372.617329           
3.180000                 0.095967                 -0.000003                0.456263                 -0.001309                0.038228                 -0.457827                0.005667                 1836.816034              -0.314133                -148395.599401           
3.190000                 0.095983                 -0.000003                0.456324                 -0.001329                0.038235                 -0.457888                0.005673                 1838.777400              -0.301852                -148415.325103           
3.200000                 0.095997                 -0.000003                0.456376                 -0.001344                0.038241                 -0.457940                0.005678                 1840.422454              -0.294664                -148431.780406           
3.210000                 0.096009                 -0.000003                0.456417                 -0.001356                0.038247                 -0.457981                0.005682                 1841.750465              -0.292495                -148444.961457           
3.220000                 0.096018                 -0.000003                0.456448                 -0.001363                0.038251                 -0.458013                0.005685                 1842.761718              -0.295251                -148454.874407           
3.230000                 0.096026                 -0.000003                0.456470                 -0.001365                0.038255                 -0.458034                0.005687                 1843.457487              -0.302812                -148461.535208           
3.240000                 0.096032                 -0.000003                0.456481                 -0.001364                0.038257                 -0.458046                0.005689                 1843.840022              -0.315037                -148464.969390           
3.250000                 0.096036                 -0.000003                0.456482                 -0.001358                0.038259                 -0.458048                0.005689                 1843.912521              -0.331765                -148465.211808           
3.260000                 0.096037                 -0.000002                0.456474                 -0.001349                0.038259                 -0.458039                0.005688                 1843.679104              -0.352815                -148462.306366           
3.270000                 0.096037                 -0.000002                0.456456                 -0.001335                0.038259                 -0.458022                0.005687                 1843.144783              -0.377987                -148456.305721           
3.280000                 0.096035                 -0.000002                0.456429                 -0.001318                0.038258                 -0.457995                0.005684                 1842.315428              -0.407064                -148447.270966           
3.290000                 0.096031                 -0.000002                0.456393                 -0.001297                0.038256                 -0.457959                0.005681                 1841.197737              -0.439816                -148435.271289           
3.300000                 0.096024                 -0.000002                0.456348                 -0.001273                0.038253                 -0.457914                0.005676                 1839.799193              -0.475998                -148420.383620           
3.310000                 0.096016                 -0.000002                0.456295                 -0.001245                0.038250                 -0.457860                0.005671                 1838.128031              -0.515350                -148402.692256           
3.320000                 0.096007                 -0.000002                0.456232                 -0.001214                0.038245                 -0.457798                0.005665                 1836.193192              -0.557607                -148382.288476           
3.330000                 0.095995                 -0.000002                0.456162                 -0.001180                0.038240                 -0.457727                0.005658                 1834.004281              -0.602489                -148359.270133           
3.340000                 0.095982                 -0.000002                0.456085                 -0.001142                0.038234                 -0.457649                0.005651                 1831.571529              -0.649714                -148333.741243           
3.350000                 0.095967                 -0.000002                0.455999                 -0.001103                0.038227                 -0.457564                0.005643                 1828.905739              -0.698989                -148305.811559           
3.360000                 0.095950                 -0.000002                0.455907                 -0.001060                0.038219                 -0.457472                0.005634                 1826.018246              -0.750020                -148275.596135           
3.370000                 0.095932                 -0.000002                0.455808                 -0.001015                0.038211                 -0.457372                0.005624                 1822.920865              -0.802511                -148243.214882           
3.380000                 0.095913                 -0.000002                0.455703                 -0.000968                0.038202                 -0.457267                0.005614                 1819.625850              -0.856162                -148208.792115           
3.390000                 0.095892                 -0.000002                0.455592                 -0.000919                0.038193                 -0.457155                0.005603                 1816.145838              -0.910677                -148172.456106           
3.400000                 0.095870                 -0.000002                0.455475                 -0.000867                0.038183                 -0.457038                0.005592                 1812.493804              -0.965758                -148134.338615           
3.410000                 0.095846                 -0.000002                0.455353                 -0.000815                0.038172                 -0.456916                0.005580                 1808.683013              -1.021113                -148094.574437           
3.420000                 0.095822                 -0.000002                0.455227                 -0.000760                0.038161                 -0.456790                0.005568                 1804.726970              -1.076456                -148053.300934           
3.430000                 0.095796                 -0.000002                0.455096                 -0.000705                0.038149                 -0.456659                0.005556                 1800.639373              -1.131505                -148010.657578           
3.440000                 0.095770                 -0.000002                0.454962                 -0.000648                0.038137                 -0.456524                0.005543                 1796.434064              -1.185986                -147966.785490           
3.450000                 0.095742                 -0.000002                0.454824                 -0.000590                0.038125                 -0.456386                0.005529                 1792.124981              -1.239634                -147921.826984           
3.460000                 0.095714                 -0.000002                0.454683                 -0.000532                0.038112                 -0.456244                0.005516                 1787.726115              -1.292196                -147875.925116           
3.470000                 0.095685                 -0.000002                0.454540                 -0.000473                0.038099                 -0.456101                0.005502                 1783.251461              -1.343427                -147829.223238           
3.480000                 0.095656                 -0.000002                0.454395                 -0.000414                0.038085                 -0.455955                0.005488                 1778.714976              -1.393095                -147781.864564           
3.490000                 0.095626                 -0.000002                0.454248                 -0.000354                0.038072                 -0.455808                0.005474                 1774.130535              -1.440982                -147733.991734           
3.500000                 0.095595                 -0.000002                0.454100                 -0.000295                0.038058                 -0.455659                0.005460                 1769.511888              -1.486884                -147685.746397           
3.510000                 0.095564                 -0.000002                0.453951                 -0.000235                0.038044                 -0.455510                0.005445                 1764.872620              -1.530609                -147637.268803           
3.520000                 0.095533                 -0.000002                0.453802                 -0.000176                0.038030                 -0.455361                0.005431                 1760.226116              -1.571984                -147588.697403           
3.530000                 0.095502                 -0.000002                0.453653                 -0.000118                0.038016                 -0.455211                0.005417                 1755.585518              -1.610848                -147540.168465           
3.540000                 0.095471                 -0.000002                0.453505                 -0.000060                0.038001                 -0.455062                0.005402                 1750.963691              -1.647060                -147491.815701           
3.550000                 0.095439                 -0.000002                0.453357                 -0.000003                0.037987                 -0.454914                0.005388                 1746.373192              -1.680493                -147443.769911           
3.560000                 0.095408                 -0.000002                0.453211                 0.000052                 0.037973                 -0.454768                0.005374                 1741.826237              -1.711038                -147396.158642           
3.570000                 0.095377                 -0.000002                0.453067                 0.000107                 0.037959                 -0.454623                0.005360                 1737.334667              -1.738604                -147349.105859           
3.580000                 0.095346                 -0.000002                0.452924                 0.000160                 0.037945                 -0.454480                0.005347                 1732.909924              -1.763114                -147302.731640           
3.590000                 0.095316                 -0.000002                0.452785                 0.000212                 0.037931                 -0.454339                0.005333                 1728.563026              -1.784513                -147257.151882           
3.600000                 0.095286                 -0.000002                0.452647                 0.000263                 0.037917                 -0.454202                0.005320                 1724.304538              -1.802759                -147212.478026           
3.610000                 0.095256                 -0.000002                0.452513                 0.000311                 0.037904                 -0.454067                0.005307                 1720.144551              -1.817830                -147168.816806           
3.620000                 0.095227                 -0.000002                0.452383                 0.000358                 0.037891                 -0.453936                0.005295                 1716.092666              -1.829720                -147126.270006           
3.630000                 0.095198                 -0.000002                0.452256                 0.000403                 0.037878                 -0.453808                0.005283                 1712.157970              -1.838438                -147084.934249           
3.640000                 0.095171                 -0.000002                0.452133                 0.000446                 0.037865                 -0.453685                0.005271                 1708.349025              -1.844011                -147044.900797           
3.650000                 0.095144                 -0.000002                0.452014                 0.000486                 0.037853                 -0.453566                0.005260                 1704.673847              -1.846480                -147006.255371           
3.660000                 0.095117                 -0.000002                0.451900                 0.000525                 0.037841                 -0.453451                0.005249                 1701.139901              -1.845904                -146969.077996           
3.670000                 0.095092                 -0.000002                0.451790                 0.000561                 0.037830                 -0.453341                0.005238                 1697.754087              -1.842352                -146933.442861           
3.680000                 0.095068                 -0.000002                0.451686                 0.000595                 0.037819                 -0.453236                0.005228                 1694.522731              -1.835910                -146899.418203           
3.690000                 0.095044                 -0.000002                0.451586                 0.000626                 0.037808                 -0.453136                0.005219                 1691.451577              -1.826677                -146867.066207           
3.700000                 0.095022                 -0.000002                0.451492                 0.000655                 0.037798                 -0.453042                0.005210                 1688.545789              -1.814762                -146836.442931           
3.710000                 0.095000                 -0.000002                0.451404                 0.000682                 0.037788                 -0.452953                0.005201                 1685.809939              -1.800289                -146807.598248           
3.720000                 0.094980                 -0.000002                0.451321                 0.000706                 0.037779                 -0.452869                0.005193                 1683.248012              -1.783389                -146780.575804           
3.730000                 0.094961                 -0.000002                0.451244                 0.000727                 0.037770                 -0.452792                0.005186                 1680.863406              -1.764205                -146755.413005           
3.740000                 0.094942                 -0.000002                0.451172                 0.000746                 0.037762                 -0.452720                0.005179                 1678.658929              -1.742887                -146732.141015           
3.750000                 0.094925                 -0.000002                0.451107                 0.000762                 0.037754                 -0.452654                0.005173                 1676.636810              -1.719596                -146710.784776           
3.760000                 0.094910                 -0.000002                0.451047                 0.000776                 0.037747                 -0.452594                0.005167                 1674.798698              -1.694496                -146691.363044           
3.770000                 0.094895                 -0.000002                0.450993                 0.000787                 0.037740                 -0.452540                0.005162                 1673.145673              -1.667758                -146673.888448           
3.780000                 0.094882                 -0.000002                0.450946                 0.000795                 0.037734                 -0.452492                0.005158                 1671.678251              -1.639560                -146658.367562           
3.790000                 0.094869                 -0.000002                0.450904                 0.000801                 0.037729                 -0.452450                0.005154                 1670.396397              -1.610082                -146644.800996           
3.800000                 0.094858                 -0.000002                0.450868                 0.000805                 0.037724                 -0.452414                0.005150                 1669.299532              -1.579506                -146633.183500           
3.810000                 0.094849                 -0.000002                0.450839                 0.000805                 0.037719                 -0.452385                0.005148                 1668.386550              -1.548018                -146623.504090           
3.820000                 0.094840                 -0.000002                0.450815                 0.000804                 0.037716                 -0.452361                0.005145                 1667.655824              -1.515804                -146615.746183           
3.830000                 0.094833                 -0.000002                0.450797                 0.000800                 0.037712                 -0.452343                0.005144                 1667.105231              -1.483048                -146609.887751           
3.840000                 0.094827                 -0.000002                0.450785                 0.000794                 0.037709                 -0.452330                0.005142                 1666.732155              -1.449936                -146605.901485           
3.850000                 0.094822                 -0.000002                0.450778                 0.000785                 0.037707                 -0.452324                0.005142                 1666.533516              -1.416650                -146603.754972           
3.860000                 0.094818                 -0.000002                0.450778                 0.000774                 0.037706                 -0.452323                0.005142                 1666.505778              -1.383370                -146603.410890           
3.870000                 0.094816                 -0.000002                0.450782                 0.000762                 0.037704                 -0.452327                0.005142                 1666.644972              -1.350273                -146604.827206           
3.880000                 0.094814                 -0.000002                0.450792                 0.000747                 0.037704                 -0.452337                0.005143                 1666.946716              -1.317528                -146607.957391           
3.890000                 0.094814                 -0.000002                0.450807                 0.000730                 0.037704                 -0.452351                0.005145                 1667.406232              -1.285304                -146612.750638           
3.900000                 0.094815                 -0.000002                0.450827                 0.000711                 0.037704                 -0.452371                0.005146                 1668.018370              -1.253758                -146619.152099           
3.910000                 0.094817                 -0.000002                0.450851                 0.000690                 0.037705                 -0.452396                0.005149                 1668.777624              -1.223046                -146627.103119           
3.920000                 0.094820                 -0.000002                0.450880                 0.000668                 0.037706                 -0.452425                0.005152                 1669.678163              -1.193312                -146636.541486           
3.930000                 0.094824                 -0.000002                0.450914                 0.000644                 0.037708                 -0.452459                0.005155                 1670.713846              -1.164695                -146647.401680           
3.940000                 0.094828                 -0.000002                0.450952                 0.000619                 0.037710                 -0.452496                0.005158                 1671.878245              -1.137322                -146659.615131           
3.950000                 0.094834                 -0.000002                0.450994                 0.000592                 0.037713                 -0.452538                0.005162                 1673.164675              -1.111316                -146673.110483           
3.960000                 0.094841                 -0.000002                0.451039                 0.000564                 0.037716                 -0.452584                0.005167                 1674.566212              -1.086786                -146687.813861           
3.970000                 0.094848                 -0.000002                0.451088                 0.000534                 0.037719                 -0.452633                0.005171                 1676.075717              -1.063833                -146703.649134           
3.980000                 0.094856                 -0.000002                0.451140                 0.000504                 0.037723                 -0.452685                0.005176                 1677.685865              -1.042548                -146720.538190           
3.990000                 0.094865                 -0.000002                0.451195                 0.000472                 0.037727                 -0.452740                0.005182                 1679.389163              -1.023010                -146738.401209           
4.000000                 0.094875                 -0.000002                0.451253                 0.000440                 0.037731                 -0.452798                0.005187                 1681.177979              -1.005290                -146757.156928           
4.010000                 0.094885                 -0.000002                0.451314                 0.000407                 0.037736                 -0.452859                0.005193                 1683.044567              -0.989446                -146776.722919           
4.020000                 0.094896                 -0.000002                0.451376                 0.000374                 0.037741                 -0.452922                0.005199                 1684.981088              -0.975525                -146797.015853           
4.030000                 0.094907                 -0.000002                0.451441                 0.000340                 0.037746                 -0.452986                0.005205                 1686.979635              -0.963566                -146817.951772           
4.040000                 0.094919                 -0.000002                0.451507                 0.000305                 0.037751                 -0.453053                0.005211                 1689.032261              -0.953594                -146839.446351           
4.050000                 0.094931                 -0.000002                0.451575                 0.000270                 0.037757                 -0.453121                0.005218                 1691.130997              -0.945624                -146861.415157           
4.060000                 0.094944                 -0.000002                0.451644                 0.000235                 0.037762                 -0.453190                0.005224                 1693.267882              -0.939662                -146883.773910           
4.070000                 0.094957                 -0.000002                0.451715                 0.000200                 0.037768                 -0.453260                0.005231                 1695.434982              -0.935700                -146906.438730           
4.080000                 0.094970                 -0.000002                0.451785                 0.000165                 0.037774                 -0.453331                0.005238                 1697.624412              -0.933725                -146929.326381           
4.090000                 0.094983                 -0.000002                0.451856                 0.000130                 0.037780                 -0.453403                0.005245                 1699.828363              -0.933709                -146952.354516           
4.100000                 0.094997                 -0.000002                0.451928                 0.000096                 0.037786                 -0.453474                0.005251                 1702.039120              -0.935617                -146975.441903           
4.110000                 0.095011                 -0.000002                0.451999                 0.000062                 0.037792                 -0.453546                0.005258                 1704.249087              -0.939405                -146998.508652           
4.120000                 0.095024                 -0.000002                0.452070                 0.000028                 0.037799                 -0.453617                0.005265                 1706.450801              -0.945018                -147021.476428           
4.130000                 0.095038                 -0.000002                0.452141                 -0.000006                0.037805                 -0.453688                0.005272                 1708.636960              -0.952397                -147044.268665           
4.140000                 0.095052                 -0.000002                0.452210                 -0.000038                0.037811                 -0.453758                0.005278                 1710.800437              -0.961470                -147066.810755           
4.150000                 0.095065                 -0.000002                0.452279                 -0.000070                0.037817                 -0.453827                0.005285                 1712.934300              -0.972160                -147089.030244           
4.160000                 0.095079                 -0.000002                0.452347                 -0.000101                0.037823                 -0.453894                0.005292                 1715.031829              -0.984384                -147110.857009           
4.170000                 0.095092                 -0.000002                0.452413                 -0.000132                0.037829                 -0.453961                0.005298                 1717.086534              -0.998053                -147132.223425           
4.180000                 0.095105                 -0.000002                0.452477                 -0.000161                0.037835                 -0.454025                0.005304                 1719.092169              -1.013069                -147153.064524           
4.190000                 0.095118                 -0.000002                0.452540                 -0.000189                0.037841                 -0.454088                0.005310                 1721.042749              -1.029332                -147173.318141           
4.200000                 0.095130                 -0.000002                0.452601                 -0.000217                0.037846                 -0.454149                0.005316                 1722.932561              -1.046737                -147192.925052           
4.210000                 0.095142                 -0.000002                0.452659                 -0.000243                0.037852                 -0.454208                0.005322                 1724.756180              -1.065176                -147211.829096           
4.220000                 0.095154                 -0.000002                0.452716                 -0.000268                0.037857                 -0.454264                0.005327                 1726.508476              -1.084535                -147229.977291           
4.230000                 0.095165                 -0.000002                0.452769                 -0.000291                0.037862                 -0.454318                0.005332                 1728.184631              -1.104700                -147247.319931           
4.240000                 0.095176                 -0.000002                0.452820                 -0.000314                0.037867                 -0.454370                0.005337                 1729.780142              -1.125554                -147263.810682           
4.250000                 0.095187                 -0.000002                0.452869                 -0.000335                0.037872                 -0.454418                0.005342                 1731.290836              -1.146979                -147279.406654           
4.260000                 0.095196                 -0.000002                0.452914                 -0.000354                0.037876                 -0.454464                0.005346                 1732.712872              -1.168858                -147294.068468           
4.270000                 0.095206                 -0.000002                0.452957                 -0.000372                0.037880                 -0.454507                0.005350                 1734.042746              -1.191070                -147307.760314           
4.280000                 0.095214                 -0.000002                0.452996                 -0.000389                0.037884                 -0.454546                0.005354                 1735.277305              -1.213498                -147320.449992           
4.290000                 0.095222                 -0.000002                0.453033                 -0.000404                0.037888                 -0.454583                0.005358                 1736.413738              -1.236026                -147332.108938           
4.300000                 0.095230                 -0.000002                0.453066                 -0.000418                0.037891                 -0.454616                0.005361                 1737.449591              -1.258538                -147342.712252           
4.310000                 0.095237                 -0.000002                0.453096                 -0.000430                0.037894                 -0.454646                0.005364                 1738.382759              -1.280921                -147352.238700           
4.320000                 0.095243                 -0.000002                0.453122                 -0.000441                0.037897                 -0.454672                0.005366                 1739.211492              -1.303065                -147360.670712           
4.330000                 0.095248                 -0.000002                0.453145                 -0.000450                0.037899                 -0.454695                0.005368                 1739.934392              -1.324865                -147367.994368           
4.340000                 0.095253                 -0.000002                0.453164                 -0.000458                0.037902                 -0.454715                0.005370                 1740.550411              -1.346215                -147374.199376           
4.350000                 0.095257                 -0.000002                0.453180                 -0.000464                0.037903                 -0.454731                0.005372                 1741.058852              -1.367019                -147379.279032           
4.360000                 0.095261                 -0.000002                0.453193                 -0.000469                0.037905                 -0.454744                0.005373                 1741.459357              -1.387183                -147383.230177           
4.370000                 0.095264                 -0.000002                0.453202                 -0.000472                0.037906                 -0.454753                0.005374                 1741.751910              -1.406617                -147386.053143           
4.380000                 0.095266                 -0.000002                0.453208                 -0.000474                0.037907                 -0.454759                0.005375                 1741.936829              -1.425237                -147387.751686           
4.390000                 0.095267                 -0.000002                0.453210                 -0.000474                0.037908                 -0.454761                0.005375                 1742.014754              -1.442967                -147388.332912           
4.400000                 0.095268                 -0.000002                0.453209                 -0.000473                0.037908                 -0.454760                0.005375                 1741.986646              -1.459735                -147387.807196           
4.410000                 0.095268                 -0.000002                0.453204                 -0.000470                0.037908                 -0.454755                0.005374                 1741.853776              -1.475475                -147386.188090           
4.420000                 0.095267                 -0.000002                0.453196                 -0.000466                0.037908                 -0.454747                0.005374                 1741.617713              -1.490129                -147383.492226           
4.430000                 0.095265                 -0.000002                0.453185                 -0.000461                0.037907                 -0.454736                0.005373                 1741.280318              -1.503643                -147379.739206           
4.440000                 0.095263                 -0.000002                0.453171                 -0.000454                0.037906                 -0.454722                0.005371                 1740.843729              -1.515973                -147374.951491           
4.450000                 0.095261                 -0.000002                0.453153                 -0.000446                0.037905                 -0.454704                0.005370                 1740.310350              -1.527079                -147369.154284           
4.460000                 0.095257                 -0.000002                0.453133                 -0.000437                0.037903                 -0.454684                0.005368                 1739.682843              -1.536931                -147362.375396           
4.470000                 0.095253                 -0.000002                0.453109                 -0.000427                0.037901                 -0.454660                0.005366                 1738.964108              -1.545504                -147354.645125           
4.480000                 0.095248                 -0.000002                0.453083                 -0.000416                0.037899                 -0.454634                0.005363                 1738.157276              -1.552779                -147345.996110           
4.490000                 0.095243                 -0.000002                0.453054                 -0.000403                0.037897                 -0.454605                0.005360                 1737.265690              -1.558745                -147336.463196           
4.500000                 0.095237                 -0.000002                0.453023                 -0.000390                0.037894                 -0.454573                0.005357                 1736.292895              -1.563400                -147326.083287           
4.510000                 0.095231                 -0.000002                0.452989                 -0.000376                0.037891                 -0.454539                0.005354                 1735.242619              -1.566745                -147314.895197           
4.520000                 0.095224                 -0.000002                0.452952                 -0.000361                0.037888                 -0.454503                0.005351                 1734.118763              -1.568790                -147302.939499           
4.530000                 0.095216                 -0.000002                0.452914                 -0.000345                0.037884                 -0.454464                0.005347                 1732.925380              -1.569550                -147290.258368           
4.540000                 0.095208                 -0.000002                0.452873                 -0.000328                0.037881                 -0.454423                0.005343                 1731.666664              -1.569047                -147276.895430           
4.550000                 0.095200                 -0.000002                0.452830                 -0.000310                0.037877                 -0.454380                0.005339                 1730.346933              -1.567310                -147262.895600           
4.560000                 0.095191                 -0.000002                0.452785                 -0.000292                0.037873                 -0.454335                0.005335                 1728.970612              -1.564371                -147248.304925           
4.570000                 0.095182                 -0.000002                0.452739                 -0.000274                0.037869                 -0.454289                0.005330                 1727.542222              -1.560269                -147233.170424           
4.580000                 0.095172                 -0.000002                0.452691                 -0.000255                0.037864                 -0.454241                0.005326                 1726.066356              -1.555050                -147217.539929           
4.590000                 0.095162                 -0.000002                0.452642                 -0.000235                0.037860                 -0.454192                0.005321                 1724.547672              -1.548761                -147201.461926           
4.600000                 0.095152                 -0.000002                0.452592                 -0.000216                0.037855                 -0.454141                0.005316                 1722.990872              -1.541456                -147184.985397           
4.610000                 0.095141                 -0.000002                0.452540                 -0.000195                0.037850                 -0.454089                0.005311                 1721.400689              -1.533193                -147168.159666           
4.620000                 0.095131                 -0.000002                0.452488                 -0.000175                0.037845                 -0.454037                0.005306                 1719.781871              -1.524032                -147151.034239           
4.630000                 0.095120                 -0.000002                0.452435                 -0.000155                0.037840                 -0.453983                0.005301                 1718.139167              -1.514039                -147133.658657           
