Flight Time              Velocity_abs             posNed_x                 posNed_y                 posNed_z                 phi                      theta                    psi                      
0.000000                 0.000000                 1.800000                 0.000000                 -5250.000000             0.000000                 0.094502                 0.000000                 
0.010000                 0.000000                 3.600000                 0.000000                 -5250.000000             0.000000                 0.094502                 0.000000                 
0.020000                 0.000000                 5.400081                 0.000000                 -5250.000040             0.000000                 0.094502                 0.000000                 
0.030000                 0.000000                 7.200163                 0.000000                 -5250.000072             0.000000                 0.094462                 0.000000                 
0.040000                 0.000000                 9.000241                 -0.000000                -5250.000092             0.000000                 0.094430                 0.000000                 
0.050000                 0.000000                 10.800317                -0.000000                -5250.000100             0.000000                 0.094409                 0.000000                 
0.060000                 0.000000                 12.600390                -0.000000                -5250.000097             0.000000                 0.094400                 0.000000                 
0.070000                 0.000000                 14.400459                -0.000000                -5250.000081             0.000000                 0.094401                 0.000000                 
0.080000                 0.000000                 16.200526                -0.000000                -5250.000054             0.000000                 0.094414                 0.000000                 
0.090000                 0.000000                 18.000590                -0.000000                -5250.000017             0.000000                 0.094437                 0.000000                 
0.100000                 0.000000                 19.800650                -0.000000                -5249.999969             0.000000                 0.094470                 0.000000                 
0.110000                 0.000000                 21.600708                -0.000000                -5249.999912             0.000000                 0.094513                 0.000000                 
0.120000                 0.000000                 23.400840                -0.000001                -5249.999888             0.000000                 0.094567                 0.000000                 
0.130000                 0.000000                 25.201048                -0.000001                -5249.999897             0.000001                 0.094588                 0.000000                 
0.140000                 0.000000                 27.001325                -0.000001                -5249.999933             0.000001                 0.094577                 0.000000                 
0.150000                 0.000000                 28.801665                -0.000002                -5249.999990             0.000001                 0.094540                 0.000000                 
0.160000                 0.000000                 30.602065                -0.000002                -5250.000061             0.000002                 0.094483                 0.000001                 
0.170000                 0.000000                 32.402516                -0.000003                -5250.000142             0.000003                 0.094412                 0.000001                 
0.180000                 0.000000                 34.202952                -0.000004                -5250.000197             0.000004                 0.094331                 0.000001                 
0.190000                 0.000000                 36.003368                -0.000004                -5250.000225             0.000005                 0.094274                 0.000001                 
0.200000                 0.000000                 37.803765                -0.000005                -5250.000227             0.000006                 0.094243                 0.000001                 
0.210000                 0.000000                 39.604142                -0.000006                -5250.000204             0.000007                 0.094236                 0.000002                 
0.220000                 0.000000                 41.404501                -0.000007                -5250.000158             0.000008                 0.094251                 0.000002                 
0.230000                 0.000000                 43.204840                -0.000008                -5250.000090             0.000009                 0.094289                 0.000002                 
0.240000                 0.000000                 45.005159                -0.000008                -5250.000002             0.000010                 0.094347                 0.000002                 
0.250000                 0.000000                 46.805459                -0.000009                -5249.999896             0.000012                 0.094425                 0.000003                 
0.260000                 0.000000                 48.605740                -0.000010                -5249.999774             0.000013                 0.094520                 0.000003                 
0.270000                 0.000000                 50.406063                -0.000012                -5249.999673             0.000015                 0.094632                 0.000003                 
0.280000                 0.000000                 52.206429                -0.000013                -5249.999594             0.000017                 0.094726                 0.000004                 
0.290000                 0.000000                 54.006833                -0.000015                -5249.999535             0.000019                 0.094799                 0.000004                 
0.300000                 0.000000                 55.807271                -0.000016                -5249.999493             0.000021                 0.094856                 0.000004                 
0.310000                 0.000000                 57.607740                -0.000018                -5249.999465             0.000024                 0.094900                 0.000005                 
0.320000                 0.000000                 59.408235                -0.000019                -5249.999447             0.000027                 0.094934                 0.000005                 
0.330000                 0.000000                 61.208752                -0.000021                -5249.999438             0.000030                 0.094961                 0.000006                 
0.340000                 0.000000                 63.009289                -0.000023                -5249.999436             0.000033                 0.094983                 0.000006                 
0.350000                 0.000000                 64.809842                -0.000024                -5249.999440             0.000036                 0.095002                 0.000007                 
0.360000                 0.000000                 66.610408                -0.000026                -5249.999448             0.000039                 0.095021                 0.000007                 
0.370000                 0.000000                 68.410983                -0.000028                -5249.999459             0.000043                 0.095039                 0.000008                 
0.380000                 0.000000                 70.211565                -0.000029                -5249.999472             0.000046                 0.095060                 0.000008                 
0.390000                 0.000000                 72.012151                -0.000031                -5249.999487             0.000050                 0.095082                 0.000009                 
0.400000                 0.000000                 73.812739                -0.000032                -5249.999504             0.000053                 0.095108                 0.000009                 
0.410000                 0.000000                 75.613326                -0.000034                -5249.999521             0.000057                 0.095138                 0.000010                 
0.420000                 0.000000                 77.413910                -0.000035                -5249.999540             0.000061                 0.095172                 0.000010                 
0.430000                 0.000000                 79.214490                -0.000037                -5249.999559             0.000065                 0.095211                 0.000011                 
0.440000                 0.000000                 81.015062                -0.000038                -5249.999580             0.000069                 0.095254                 0.000011                 
0.450000                 0.000000                 82.815627                -0.000039                -5249.999602             0.000072                 0.095303                 0.000011                 
0.460000                 0.000000                 84.616181                -0.000040                -5249.999626             0.000076                 0.095356                 0.000012                 
0.470000                 0.000000                 86.416723                -0.000041                -5249.999653             0.000080                 0.095415                 0.000012                 
0.480000                 0.000000                 88.217253                -0.000042                -5249.999683             0.000084                 0.095478                 0.000013                 
0.490000                 0.000000                 90.017768                -0.000043                -5249.999716             0.000088                 0.095546                 0.000013                 
0.500000                 0.000000                 91.818269                -0.000044                -5249.999754             0.000092                 0.095619                 0.000014                 
0.510000                 0.000000                 93.618754                -0.000044                -5249.999797             0.000096                 0.095696                 0.000014                 
0.520000                 0.000000                 95.419221                -0.000045                -5249.999847             0.000100                 0.095777                 0.000014                 
0.530000                 0.000000                 97.219671                -0.000045                -5249.999904             0.000104                 0.095861                 0.000015                 
0.540000                 0.000000                 99.020103                -0.000046                -5249.999968             0.000108                 0.095950                 0.000015                 
0.550000                 0.000000                 100.820517               -0.000046                -5250.000042             0.000112                 0.096041                 0.000015                 
0.560000                 0.000000                 102.620911               -0.000046                -5250.000126             0.000116                 0.096135                 0.000016                 
0.570000                 0.000000                 104.421255               -0.000046                -5250.000197             0.000120                 0.096231                 0.000016                 
0.580000                 0.000000                 106.221547               -0.000045                -5250.000257             0.000124                 0.096353                 0.000016                 
0.590000                 0.000000                 108.021789               -0.000045                -5250.000309             0.000128                 0.096501                 0.000017                 
0.600000                 0.000000                 109.821982               -0.000044                -5250.000357             0.000132                 0.096670                 0.000017                 
0.610000                 0.000000                 111.622127               -0.000044                -5250.000405             0.000136                 0.096860                 0.000017                 
0.620000                 0.000000                 113.422225               -0.000043                -5250.000457             0.000139                 0.097068                 0.000018                 
0.630000                 0.000000                 115.222277               -0.000042                -5250.000515             0.000143                 0.097291                 0.000018                 
0.640000                 0.000000                 117.022285               -0.000041                -5250.000585             0.000147                 0.097528                 0.000018                 
0.650000                 0.000000                 118.822249               -0.000039                -5250.000669             0.000150                 0.097776                 0.000019                 
0.660000                 0.000000                 120.622171               -0.000038                -5250.000773             0.000154                 0.098034                 0.000019                 
0.670000                 0.000000                 122.422051               -0.000036                -5250.000898             0.000158                 0.098300                 0.000019                 
0.680000                 0.000000                 124.221892               -0.000034                -5250.001049             0.000161                 0.098571                 0.000020                 
0.690000                 0.000000                 126.021694               -0.000032                -5250.001230             0.000165                 0.098847                 0.000020                 
0.700000                 0.000000                 127.821459               -0.000030                -5250.001444             0.000168                 0.099125                 0.000020                 
0.710000                 0.000000                 129.621188               -0.000028                -5250.001694             0.000171                 0.099403                 0.000020                 
0.720000                 0.000000                 131.420882               -0.000025                -5250.001984             0.000175                 0.099681                 0.000021                 
0.730000                 0.000000                 133.220543               -0.000022                -5250.002317             0.000178                 0.099957                 0.000021                 
0.740000                 0.000000                 135.020173               -0.000019                -5250.002696             0.000181                 0.100230                 0.000021                 
0.750000                 0.000000                 136.819772               -0.000016                -5250.003125             0.000185                 0.100498                 0.000022                 
0.760000                 0.000000                 138.619342               -0.000013                -5250.003606             0.000188                 0.100759                 0.000022                 
0.770000                 0.000000                 140.418884               -0.000009                -5250.004141             0.000191                 0.101014                 0.000022                 
0.780000                 0.000000                 142.218401               -0.000006                -5250.004734             0.000194                 0.101261                 0.000023                 
0.790000                 0.000000                 144.017892               -0.000002                -5250.005386             0.000197                 0.101498                 0.000023                 
0.800000                 0.000000                 145.817361               0.000002                 -5250.006101             0.000200                 0.101725                 0.000023                 
0.810000                 0.000000                 147.616807               0.000007                 -5250.006880             0.000203                 0.101942                 0.000023                 
0.820000                 0.000000                 149.416234               0.000011                 -5250.007725             0.000206                 0.102147                 0.000024                 
0.830000                 0.000000                 151.215642               0.000016                 -5250.008637             0.000209                 0.102340                 0.000024                 
0.840000                 0.000000                 153.015032               0.000021                 -5250.009619             0.000212                 0.102519                 0.000024                 
0.850000                 0.000000                 154.814406               0.000026                 -5250.010673             0.000215                 0.102686                 0.000025                 
0.860000                 0.000000                 156.613766               0.000031                 -5250.011798             0.000218                 0.102838                 0.000025                 
0.870000                 0.000000                 158.413113               0.000036                 -5250.012996             0.000221                 0.102976                 0.000025                 
0.880000                 0.000000                 160.212449               0.000042                 -5250.014269             0.000224                 0.103100                 0.000026                 
0.890000                 0.000000                 162.011774               0.000048                 -5250.015616             0.000226                 0.103208                 0.000026                 
0.900000                 0.000000                 163.811091               0.000054                 -5250.017039             0.000229                 0.103301                 0.000026                 
0.910000                 0.000000                 165.610400               0.000061                 -5250.018537             0.000232                 0.103380                 0.000027                 
0.920000                 0.000000                 167.409704               0.000067                 -5250.020111             0.000234                 0.103442                 0.000027                 
0.930000                 0.000000                 169.209003               0.000074                 -5250.021761             0.000237                 0.103490                 0.000028                 
0.940000                 0.000000                 171.008298               0.000081                 -5250.023486             0.000240                 0.103522                 0.000028                 
0.950000                 0.000000                 172.807592               0.000088                 -5250.025287             0.000242                 0.103538                 0.000028                 
0.960000                 0.000000                 174.606886               0.000096                 -5250.027163             0.000245                 0.103540                 0.000029                 
0.970000                 0.000000                 176.406180               0.000103                 -5250.029112             0.000248                 0.103527                 0.000029                 
0.980000                 0.000000                 178.205476               0.000111                 -5250.031136             0.000250                 0.103499                 0.000030                 
0.990000                 0.000000                 180.004775               0.000119                 -5250.033231             0.000253                 0.103457                 0.000030                 
1.000000                 0.000000                 181.804079               0.000128                 -5250.035398             0.000255                 0.103400                 0.000030                 
1.010000                 0.000000                 183.603388               0.000136                 -5250.037635             0.000258                 0.103330                 0.000031                 
1.020000                 0.000000                 185.402705               0.000145                 -5250.039941             0.000261                 0.103247                 0.000031                 
1.030000                 0.000000                 187.202028               0.000154                 -5250.042314             0.000263                 0.103151                 0.000032                 
1.040000                 0.000000                 189.001361               0.000163                 -5250.044752             0.000266                 0.103042                 0.000032                 
1.050000                 0.000000                 190.800704               0.000173                 -5250.047255             0.000268                 0.102922                 0.000033                 
1.060000                 0.000000                 192.600057               0.000183                 -5250.049819             0.000271                 0.102790                 0.000033                 
1.070000                 0.000000                 194.399423               0.000193                 -5250.052444             0.000274                 0.102648                 0.000034                 
1.080000                 0.000000                 196.198801               0.000203                 -5250.055126             0.000276                 0.102496                 0.000034                 
1.090000                 0.000000                 197.998192               0.000214                 -5250.057865             0.000279                 0.102334                 0.000035                 
1.100000                 0.000000                 199.797598               0.000225                 -5250.060658             0.000281                 0.102163                 0.000035                 
1.110000                 0.000000                 201.597019               0.000236                 -5250.063502             0.000284                 0.101985                 0.000036                 
1.120000                 0.000000                 203.396456               0.000247                 -5250.066396             0.000287                 0.101798                 0.000036                 
1.130000                 0.000000                 205.195910               0.000259                 -5250.069337             0.000289                 0.101605                 0.000037                 
1.140000                 0.000000                 206.995381               0.000271                 -5250.072323             0.000292                 0.101406                 0.000037                 
1.150000                 0.000000                 208.794870               0.000283                 -5250.075350             0.000295                 0.101202                 0.000038                 
1.160000                 0.000000                 210.594377               0.000296                 -5250.078418             0.000298                 0.100993                 0.000038                 
1.170000                 0.000000                 212.393903               0.000308                 -5250.081523             0.000300                 0.100779                 0.000039                 
1.180000                 0.000000                 214.193449               0.000321                 -5250.084663             0.000303                 0.100563                 0.000039                 
1.190000                 0.000000                 215.993014               0.000335                 -5250.087835             0.000306                 0.100344                 0.000040                 
1.200000                 0.000000                 217.792600               0.000349                 -5250.091038             0.000309                 0.100123                 0.000040                 
1.210000                 0.000000                 219.592206               0.000363                 -5250.094268             0.000312                 0.099900                 0.000041                 
1.220000                 0.000000                 221.391832               0.000377                 -5250.097522             0.000315                 0.099678                 0.000041                 
1.230000                 0.000000                 223.191480               0.000391                 -5250.100800             0.000318                 0.099455                 0.000042                 
1.240000                 0.000000                 224.991149               0.000406                 -5250.104098             0.000320                 0.099233                 0.000042                 
1.250000                 0.000000                 226.790840               0.000422                 -5250.107414             0.000323                 0.099013                 0.000043                 
1.260000                 0.000000                 228.590552               0.000437                 -5250.110745             0.000326                 0.098795                 0.000043                 
1.270000                 0.000000                 230.390285               0.000453                 -5250.114090             0.000329                 0.098579                 0.000044                 
1.280000                 0.000000                 232.190040               0.000469                 -5250.117446             0.000332                 0.098367                 0.000044                 
1.290000                 0.000000                 233.989816               0.000486                 -5250.120811             0.000335                 0.098158                 0.000045                 
1.300000                 0.000000                 235.789614               0.000503                 -5250.124182             0.000338                 0.097954                 0.000045                 
1.310000                 0.000000                 237.589433               0.000520                 -5250.127559             0.000341                 0.097755                 0.000046                 
1.320000                 0.000000                 239.389273               0.000538                 -5250.130939             0.000345                 0.097561                 0.000046                 
1.330000                 0.000000                 241.189135               0.000555                 -5250.134320             0.000348                 0.097373                 0.000047                 
1.340000                 0.000000                 242.989016               0.000574                 -5250.137701             0.000351                 0.097192                 0.000047                 
1.350000                 0.000000                 244.788919               0.000592                 -5250.141079             0.000354                 0.097017                 0.000048                 
1.360000                 0.000000                 246.588841               0.000611                 -5250.144454             0.000357                 0.096849                 0.000048                 
1.370000                 0.000000                 248.388784               0.000631                 -5250.147823             0.000360                 0.096688                 0.000049                 
1.380000                 0.000000                 250.188746               0.000650                 -5250.151185             0.000363                 0.096536                 0.000049                 
1.390000                 0.000000                 251.988727               0.000670                 -5250.154539             0.000367                 0.096391                 0.000050                 
1.400000                 0.000000                 253.788726               0.000691                 -5250.157884             0.000370                 0.096255                 0.000050                 
1.410000                 0.000000                 255.588744               0.000712                 -5250.161219             0.000373                 0.096127                 0.000051                 
1.420000                 0.000000                 257.388780               0.000733                 -5250.164542             0.000376                 0.096008                 0.000051                 
1.430000                 0.000000                 259.188832               0.000754                 -5250.167853             0.000379                 0.095898                 0.000051                 
1.440000                 0.000000                 260.988902               0.000776                 -5250.171151             0.000383                 0.095797                 0.000052                 
1.450000                 0.000000                 262.788987               0.000799                 -5250.174435             0.000386                 0.095706                 0.000052                 
1.460000                 0.000000                 264.589088               0.000821                 -5250.177705             0.000389                 0.095623                 0.000053                 
1.470000                 0.000000                 266.389204               0.000844                 -5250.180960             0.000392                 0.095550                 0.000053                 
1.480000                 0.000000                 268.189334               0.000868                 -5250.184200             0.000395                 0.095487                 0.000054                 
1.490000                 0.000000                 269.989478               0.000892                 -5250.187424             0.000399                 0.095432                 0.000054                 
1.500000                 0.000000                 271.789635               0.000916                 -5250.190633             0.000402                 0.095387                 0.000054                 
1.510000                 0.000000                 273.589805               0.000941                 -5250.193825             0.000405                 0.095352                 0.000055                 
1.520000                 0.000000                 275.389986               0.000966                 -5250.197002             0.000408                 0.095325                 0.000055                 
1.530000                 0.000000                 277.190178               0.000991                 -5250.200163             0.000411                 0.095307                 0.000056                 
1.540000                 0.000000                 278.990380               0.001017                 -5250.203308             0.000415                 0.095299                 0.000056                 
1.550000                 0.000000                 280.790592               0.001043                 -5250.206439             0.000418                 0.095299                 0.000056                 
1.560000                 0.000000                 282.590814               0.001070                 -5250.209554             0.000421                 0.095308                 0.000057                 
1.570000                 0.000000                 284.391043               0.001097                 -5250.212654             0.000424                 0.095325                 0.000057                 
1.580000                 0.000000                 286.191280               0.001125                 -5250.215741             0.000427                 0.095350                 0.000058                 
1.590000                 0.000000                 287.991524               0.001152                 -5250.218814             0.000431                 0.095383                 0.000058                 
1.600000                 0.000000                 289.791774               0.001181                 -5250.221875             0.000434                 0.095423                 0.000059                 
1.610000                 0.000000                 291.592030               0.001209                 -5250.224923             0.000437                 0.095471                 0.000059                 
1.620000                 0.000000                 293.392290               0.001239                 -5250.227960             0.000440                 0.095526                 0.000059                 
1.630000                 0.000000                 295.192554               0.001268                 -5250.230987             0.000443                 0.095588                 0.000060                 
1.640000                 0.000000                 296.992822               0.001298                 -5250.234004             0.000446                 0.095656                 0.000060                 
1.650000                 0.000000                 298.793093               0.001329                 -5250.237013             0.000449                 0.095730                 0.000061                 
1.660000                 0.000000                 300.593366               0.001359                 -5250.240014             0.000452                 0.095810                 0.000061                 
1.670000                 0.000000                 302.393640               0.001391                 -5250.243009             0.000455                 0.095894                 0.000062                 
1.680000                 0.000000                 304.193915               0.001422                 -5250.245998             0.000458                 0.095984                 0.000062                 
1.690000                 0.000000                 305.994191               0.001454                 -5250.248984             0.000461                 0.096079                 0.000063                 
1.700000                 0.000000                 307.794466               0.001487                 -5250.251966             0.000465                 0.096177                 0.000063                 
1.710000                 0.000000                 309.594740               0.001520                 -5250.254946             0.000468                 0.096280                 0.000064                 
1.720000                 0.000000                 311.395012               0.001553                 -5250.257925             0.000471                 0.096386                 0.000064                 
1.730000                 0.000000                 313.195283               0.001587                 -5250.260905             0.000474                 0.096494                 0.000065                 
1.740000                 0.000000                 314.995551               0.001622                 -5250.263887             0.000477                 0.096605                 0.000065                 
1.750000                 0.000000                 316.795815               0.001656                 -5250.266872             0.000479                 0.096719                 0.000066                 
1.760000                 0.000000                 318.596076               0.001692                 -5250.269860             0.000482                 0.096834                 0.000066                 
1.770000                 0.000000                 320.396333               0.001727                 -5250.272855             0.000485                 0.096951                 0.000067                 
1.780000                 0.000000                 322.196585               0.001763                 -5250.275856             0.000488                 0.097069                 0.000067                 
1.790000                 0.000000                 323.996832               0.001800                 -5250.278865             0.000491                 0.097187                 0.000068                 
1.800000                 0.000000                 325.797074               0.001837                 -5250.281883             0.000494                 0.097305                 0.000068                 
1.810000                 0.000000                 327.597310               0.001875                 -5250.284912             0.000497                 0.097424                 0.000069                 
1.820000                 0.000000                 329.397540               0.001913                 -5250.287952             0.000500                 0.097542                 0.000070                 
1.830000                 0.000000                 331.197763               0.001951                 -5250.291006             0.000503                 0.097659                 0.000070                 
1.840000                 0.000000                 332.997980               0.001990                 -5250.294073             0.000506                 0.097775                 0.000071                 
1.850000                 0.000000                 334.798189               0.002029                 -5250.297155             0.000509                 0.097889                 0.000071                 
1.860000                 0.000000                 336.598391               0.002069                 -5250.300253             0.000512                 0.098002                 0.000072                 
1.870000                 0.000000                 338.398585               0.002110                 -5250.303368             0.000514                 0.098112                 0.000073                 
1.880000                 0.000000                 340.198771               0.002151                 -5250.306502             0.000517                 0.098220                 0.000073                 
1.890000                 0.000000                 341.998950               0.002192                 -5250.309654             0.000520                 0.098325                 0.000074                 
1.900000                 0.000000                 343.799120               0.002234                 -5250.312827             0.000523                 0.098427                 0.000074                 
1.910000                 0.000000                 345.599281               0.002276                 -5250.316021             0.000526                 0.098527                 0.000075                 
1.920000                 0.000000                 347.399434               0.002319                 -5250.319237             0.000529                 0.098622                 0.000076                 
1.930000                 0.000000                 349.199578               0.002362                 -5250.322475             0.000532                 0.098714                 0.000076                 
1.940000                 0.000000                 350.999714               0.002406                 -5250.325737             0.000535                 0.098802                 0.000077                 
1.950000                 0.000000                 352.799841               0.002451                 -5250.329022             0.000537                 0.098886                 0.000078                 
1.960000                 0.000000                 354.599958               0.002496                 -5250.332333             0.000540                 0.098966                 0.000078                 
1.970000                 0.000000                 356.400067               0.002541                 -5250.335669             0.000543                 0.099041                 0.000079                 
1.980000                 0.000000                 358.200168               0.002587                 -5250.339031             0.000546                 0.099111                 0.000080                 
1.990000                 0.000000                 360.000259               0.002634                 -5250.342419             0.000549                 0.099177                 0.000080                 
2.000000                 0.000000                 361.800341               0.002681                 -5250.345834             0.000552                 0.099239                 0.000081                 
2.010000                 0.000000                 363.600415               0.002728                 -5250.349276             0.000555                 0.099295                 0.000082                 
2.020000                 0.000000                 365.400480               0.002776                 -5250.352745             0.000557                 0.099347                 0.000082                 
2.030000                 0.000000                 367.200537               0.002825                 -5250.356242             0.000560                 0.099393                 0.000083                 
2.040000                 0.000000                 369.000585               0.002874                 -5250.359767             0.000563                 0.099434                 0.000084                 
2.050000                 0.000000                 370.800624               0.002924                 -5250.363321             0.000566                 0.099471                 0.000084                 
2.060000                 0.000000                 372.600656               0.002974                 -5250.366902             0.000569                 0.099502                 0.000085                 
2.070000                 0.000000                 374.400679               0.003025                 -5250.370512             0.000572                 0.099528                 0.000086                 
2.080000                 0.000000                 376.200695               0.003076                 -5250.374150             0.000575                 0.099549                 0.000086                 
2.090000                 0.000000                 378.000703               0.003128                 -5250.377816             0.000578                 0.099566                 0.000087                 
2.100000                 0.000000                 379.800704               0.003181                 -5250.381510             0.000581                 0.099577                 0.000088                 
2.110000                 0.000000                 381.600697               0.003234                 -5250.385233             0.000584                 0.099583                 0.000088                 
2.120000                 0.000000                 383.400684               0.003288                 -5250.388982             0.000587                 0.099585                 0.000089                 
2.130000                 0.000000                 385.200663               0.003342                 -5250.392760             0.000590                 0.099582                 0.000090                 
2.140000                 0.000000                 387.000637               0.003397                 -5250.396564             0.000592                 0.099574                 0.000090                 
2.150000                 0.000000                 388.800604               0.003452                 -5250.400396             0.000595                 0.099562                 0.000091                 
2.160000                 0.000000                 390.600564               0.003509                 -5250.404253             0.000598                 0.099546                 0.000092                 
2.170000                 0.000000                 392.400520               0.003565                 -5250.408137             0.000601                 0.099525                 0.000092                 
2.180000                 0.000000                 394.200469               0.003622                 -5250.412046             0.000604                 0.099501                 0.000093                 
2.190000                 0.000000                 396.000414               0.003680                 -5250.415981             0.000607                 0.099472                 0.000094                 
2.200000                 0.000000                 397.800354               0.003739                 -5250.419940             0.000610                 0.099440                 0.000094                 
2.210000                 0.000000                 399.600289               0.003798                 -5250.423922             0.000613                 0.099404                 0.000095                 
2.220000                 0.000000                 401.400220               0.003858                 -5250.427928             0.000616                 0.099365                 0.000096                 
