roll-rate                pitch-rate               yaw-rate                 acc_x_NED                acc_y_NED                acc_z_NED                
-0.001482                0.000016                 -0.000297                0.000066                 -0.031255                -0.000057                
-0.001481                0.000017                 -0.000298                0.000063                 -0.031383                -0.000071                
-0.001480                0.000018                 -0.000299                0.000059                 -0.031511                -0.000086                
-0.001479                0.000019                 -0.000300                0.000056                 -0.031639                -0.000102                
-0.001478                0.000020                 -0.000301                0.000053                 -0.031768                -0.000119                
-0.001477                0.000021                 -0.000302                0.000049                 -0.031897                -0.000136                
-0.001476                0.000021                 -0.000303                0.000046                 -0.032027                -0.000154                
-0.001475                0.000022                 -0.000304                0.000042                 -0.032157                -0.000173                
-0.001473                0.000022                 -0.000306                0.000038                 -0.032288                -0.000192                
-0.001472                0.000023                 -0.000307                0.000035                 -0.032419                -0.000210                
-0.001471                0.000023                 -0.000309                0.000031                 -0.032552                -0.000229                
-0.001470                0.000023                 -0.000310                0.000028                 -0.032685                -0.000248                
-0.001468                0.000023                 -0.000312                0.000024                 -0.032818                -0.000266                
-0.001467                0.000023                 -0.000313                0.000021                 -0.032953                -0.000284                
-0.001466                0.000023                 -0.000315                0.000018                 -0.033089                -0.000302                
-0.001465                0.000022                 -0.000316                0.000014                 -0.033225                -0.000319                
-0.001463                0.000022                 -0.000318                0.000011                 -0.033363                -0.000335                
-0.001462                0.000022                 -0.000320                0.000008                 -0.033501                -0.000351                
-0.001461                0.000021                 -0.000321                0.000005                 -0.033640                -0.000366                
-0.001460                0.000021                 -0.000323                0.000003                 -0.033781                -0.000380                
-0.001459                0.000020                 -0.000325                0.000000                 -0.033922                -0.000393                
-0.001457                0.000020                 -0.000327                -0.000002                -0.034065                -0.000405                
-0.001456                0.000019                 -0.000328                -0.000005                -0.034208                -0.000416                
-0.001455                0.000018                 -0.000330                -0.000007                -0.034353                -0.000426                
-0.001454                0.000017                 -0.000332                -0.000009                -0.034498                -0.000434                
-0.001454                0.000017                 -0.000334                -0.000011                -0.034645                -0.000442                
-0.001453                0.000016                 -0.000335                -0.000012                -0.034792                -0.000448                
-0.001452                0.000015                 -0.000337                -0.000014                -0.034940                -0.000453                
-0.001451                0.000014                 -0.000339                -0.000015                -0.035089                -0.000456                
-0.001451                0.000013                 -0.000340                -0.000016                -0.035239                -0.000459                
-0.001450                0.000012                 -0.000342                -0.000017                -0.035390                -0.000460                
-0.001449                0.000011                 -0.000343                -0.000018                -0.035542                -0.000460                
-0.001449                0.000010                 -0.000345                -0.000018                -0.035694                -0.000458                
-0.001448                0.000009                 -0.000346                -0.000018                -0.035847                -0.000456                
-0.001448                0.000008                 -0.000348                -0.000019                -0.036001                -0.000452                
-0.001448                0.000008                 -0.000349                -0.000019                -0.036155                -0.000448                
-0.001448                0.000007                 -0.000351                -0.000019                -0.036309                -0.000442                
-0.001447                0.000006                 -0.000352                -0.000019                -0.036465                -0.000435                
-0.001447                0.000005                 -0.000353                -0.000018                -0.036620                -0.000427                
-0.001447                0.000004                 -0.000354                -0.000018                -0.036776                -0.000418                
-0.001447                0.000004                 -0.000355                -0.000017                -0.036932                -0.000408                
-0.001447                0.000003                 -0.000356                -0.000017                -0.037089                -0.000398                
-0.001448                0.000002                 -0.000358                -0.000016                -0.037245                -0.000386                
-0.001448                0.000002                 -0.000359                -0.000015                -0.037402                -0.000374                
-0.001448                0.000001                 -0.000359                -0.000014                -0.037559                -0.000362                
-0.001448                0.000001                 -0.000360                -0.000013                -0.037716                -0.000348                
-0.001449                0.000000                 -0.000361                -0.000012                -0.037873                -0.000335                
-0.001449                -0.000000                -0.000362                -0.000011                -0.038029                -0.000321                
-0.001449                -0.000001                -0.000363                -0.000009                -0.038186                -0.000306                
-0.001450                -0.000001                -0.000363                -0.000008                -0.038342                -0.000291                
-0.001450                -0.000001                -0.000364                -0.000007                -0.038498                -0.000277                
-0.001451                -0.000001                -0.000365                -0.000005                -0.038654                -0.000262                
-0.001452                -0.000001                -0.000365                -0.000004                -0.038810                -0.000247                
-0.001452                -0.000002                -0.000366                -0.000003                -0.038965                -0.000231                
-0.001453                -0.000002                -0.000366                -0.000001                -0.039119                -0.000217                
-0.001453                -0.000002                -0.000367                -0.000000                -0.039273                -0.000202                
-0.001454                -0.000001                -0.000367                0.000001                 -0.039427                -0.000187                
-0.001455                -0.000001                -0.000367                0.000002                 -0.039580                -0.000173                
-0.001455                -0.000001                -0.000368                0.000004                 -0.039733                -0.000159                
-0.001456                -0.000001                -0.000368                0.000005                 -0.039885                -0.000145                
-0.001457                -0.000001                -0.000368                0.000006                 -0.040037                -0.000132                
-0.001457                -0.000000                -0.000368                0.000007                 -0.040187                -0.000120                
-0.001458                -0.000000                -0.000369                0.000008                 -0.040338                -0.000108                
-0.001458                0.000000                 -0.000369                0.000009                 -0.040487                -0.000096                
-0.001459                0.000001                 -0.000369                0.000010                 -0.040636                -0.000085                
-0.001460                0.000001                 -0.000369                0.000011                 -0.040785                -0.000075                
-0.001460                0.000001                 -0.000370                0.000012                 -0.040933                -0.000065                
-0.001461                0.000002                 -0.000370                0.000013                 -0.041080                -0.000056                
-0.001461                0.000002                 -0.000370                0.000013                 -0.041226                -0.000048                
-0.001462                0.000003                 -0.000370                0.000014                 -0.041372                -0.000040                
-0.001462                0.000003                 -0.000371                0.000014                 -0.041517                -0.000034                
-0.001463                0.000004                 -0.000371                0.000015                 -0.041662                -0.000027                
-0.001463                0.000004                 -0.000371                0.000015                 -0.041806                -0.000022                
-0.001464                0.000005                 -0.000371                0.000016                 -0.041950                -0.000017                
-0.001464                0.000005                 -0.000372                0.000016                 -0.042093                -0.000013                
-0.001464                0.000006                 -0.000372                0.000016                 -0.042235                -0.000010                
-0.001464                0.000006                 -0.000372                0.000016                 -0.042377                -0.000008                
-0.001465                0.000007                 -0.000373                0.000016                 -0.042519                -0.000006                
-0.001465                0.000007                 -0.000373                0.000016                 -0.042660                -0.000004                
-0.001465                0.000008                 -0.000373                0.000016                 -0.042801                -0.000004                
-0.001465                0.000008                 -0.000374                0.000016                 -0.042941                -0.000004                
-0.001465                0.000009                 -0.000374                0.000016                 -0.043081                -0.000004                
-0.001465                0.000009                 -0.000375                0.000016                 -0.043221                -0.000005                
-0.001465                0.000009                 -0.000375                0.000015                 -0.043361                -0.000007                
-0.001465                0.000010                 -0.000376                0.000015                 -0.043500                -0.000009                
-0.001465                0.000010                 -0.000376                0.000015                 -0.043639                -0.000011                
-0.001465                0.000010                 -0.000377                0.000014                 -0.043778                -0.000014                
-0.001465                0.000011                 -0.000378                0.000014                 -0.043917                -0.000017                
-0.001465                0.000011                 -0.000378                0.000014                 -0.044056                -0.000020                
-0.001464                0.000011                 -0.000379                0.000013                 -0.044194                -0.000023                
-0.001464                0.000011                 -0.000380                0.000013                 -0.044333                -0.000027                
-0.001464                0.000011                 -0.000380                0.000012                 -0.044472                -0.000031                
-0.001463                0.000011                 -0.000381                0.000012                 -0.044610                -0.000035                
-0.001463                0.000011                 -0.000382                0.000011                 -0.044749                -0.000039                
-0.001463                0.000011                 -0.000383                0.000011                 -0.044888                -0.000043                
-0.001462                0.000011                 -0.000384                0.000011                 -0.045027                -0.000047                
-0.001462                0.000011                 -0.000385                0.000010                 -0.045167                -0.000051                
-0.001461                0.000011                 -0.000386                0.000010                 -0.045306                -0.000054                
-0.001461                0.000011                 -0.000387                0.000009                 -0.045446                -0.000058                
-0.001460                0.000011                 -0.000388                0.000009                 -0.045586                -0.000061                
-0.001460                0.000011                 -0.000389                0.000009                 -0.045726                -0.000064                
-0.001459                0.000011                 -0.000390                0.000009                 -0.045867                -0.000067                
-0.001459                0.000010                 -0.000391                0.000008                 -0.046008                -0.000069                
-0.001458                0.000010                 -0.000392                0.000008                 -0.046149                -0.000071                
-0.001458                0.000010                 -0.000393                0.000008                 -0.046291                -0.000073                
-0.001457                0.000009                 -0.000394                0.000008                 -0.046433                -0.000074                
-0.001457                0.000009                 -0.000395                0.000008                 -0.046575                -0.000075                
-0.001456                0.000009                 -0.000396                0.000008                 -0.046718                -0.000075                
-0.001456                0.000008                 -0.000398                0.000008                 -0.046861                -0.000075                
-0.001455                0.000008                 -0.000399                0.000008                 -0.047004                -0.000075                
-0.001455                0.000008                 -0.000400                0.000008                 -0.047148                -0.000074                
-0.001454                0.000007                 -0.000401                0.000008                 -0.047292                -0.000072                
-0.001454                0.000007                 -0.000402                0.000008                 -0.047437                -0.000070                
-0.001453                0.000007                 -0.000404                0.000009                 -0.047582                -0.000067                
-0.001453                0.000006                 -0.000405                0.000009                 -0.047727                -0.000064                
-0.001452                0.000006                 -0.000406                0.000009                 -0.047873                -0.000060                
-0.001452                0.000005                 -0.000407                0.000010                 -0.048019                -0.000056                
-0.001451                0.000005                 -0.000408                0.000010                 -0.048166                -0.000051                
-0.001451                0.000005                 -0.000409                0.000010                 -0.048313                -0.000046                
-0.001451                0.000004                 -0.000410                0.000011                 -0.048460                -0.000040                
-0.001450                0.000004                 -0.000412                0.000011                 -0.048607                -0.000034                
-0.001450                0.000003                 -0.000413                0.000012                 -0.048755                -0.000028                
-0.001450                0.000003                 -0.000414                0.000013                 -0.048903                -0.000020                
-0.001449                0.000003                 -0.000415                0.000013                 -0.049052                -0.000013                
-0.001449                0.000002                 -0.000416                0.000014                 -0.049200                -0.000005                
-0.001449                0.000002                 -0.000417                0.000014                 -0.049349                0.000003                 
-0.001449                0.000002                 -0.000418                0.000015                 -0.049498                0.000012                 
-0.001449                0.000002                 -0.000419                0.000016                 -0.049647                0.000021                 
-0.001448                0.000001                 -0.000420                0.000016                 -0.049797                0.000030                 
-0.001448                0.000001                 -0.000421                0.000017                 -0.049946                0.000039                 
-0.001448                0.000001                 -0.000422                0.000018                 -0.050096                0.000049                 
-0.001448                0.000001                 -0.000423                0.000018                 -0.050246                0.000059                 
-0.001448                0.000001                 -0.000424                0.000019                 -0.050395                0.000069                 
-0.001448                0.000001                 -0.000425                0.000020                 -0.050545                0.000079                 
-0.001448                0.000000                 -0.000426                0.000020                 -0.050695                0.000089                 
-0.001448                0.000000                 -0.000426                0.000021                 -0.050845                0.000100                 
-0.001448                0.000000                 -0.000427                0.000021                 -0.050995                0.000110                 
-0.001448                0.000000                 -0.000428                0.000022                 -0.051145                0.000120                 
-0.001448                0.000000                 -0.000429                0.000022                 -0.051295                0.000130                 
-0.001448                0.000000                 -0.000430                0.000023                 -0.051445                0.000141                 
-0.001448                0.000001                 -0.000430                0.000023                 -0.051594                0.000151                 
-0.001449                0.000001                 -0.000431                0.000024                 -0.051744                0.000160                 
-0.001449                0.000001                 -0.000432                0.000024                 -0.051893                0.000170                 
-0.001449                0.000001                 -0.000433                0.000025                 -0.052043                0.000179                 
-0.001449                0.000001                 -0.000433                0.000025                 -0.052192                0.000189                 
-0.001449                0.000001                 -0.000434                0.000025                 -0.052341                0.000198                 
-0.001449                0.000002                 -0.000435                0.000025                 -0.052490                0.000206                 
-0.001449                0.000002                 -0.000435                0.000026                 -0.052639                0.000215                 
-0.001450                0.000002                 -0.000436                0.000026                 -0.052787                0.000223                 
-0.001450                0.000002                 -0.000437                0.000026                 -0.052935                0.000230                 
-0.001450                0.000003                 -0.000437                0.000026                 -0.053083                0.000237                 
-0.001450                0.000003                 -0.000438                0.000026                 -0.053231                0.000244                 
-0.001450                0.000003                 -0.000438                0.000026                 -0.053379                0.000251                 
-0.001451                0.000004                 -0.000439                0.000026                 -0.053526                0.000257                 
-0.001451                0.000004                 -0.000440                0.000026                 -0.053673                0.000262                 
-0.001451                0.000004                 -0.000440                0.000025                 -0.053820                0.000267                 
-0.001451                0.000005                 -0.000441                0.000025                 -0.053967                0.000272                 
-0.001451                0.000005                 -0.000441                0.000025                 -0.054113                0.000276                 
-0.001452                0.000005                 -0.000442                0.000025                 -0.054259                0.000280                 
-0.001452                0.000006                 -0.000442                0.000024                 -0.054405                0.000283                 
-0.001452                0.000006                 -0.000443                0.000024                 -0.054551                0.000286                 
-0.001452                0.000006                 -0.000444                0.000023                 -0.054696                0.000289                 
-0.001452                0.000007                 -0.000444                0.000023                 -0.054841                0.000291                 
-0.001452                0.000007                 -0.000445                0.000022                 -0.054986                0.000292                 
-0.001452                0.000007                 -0.000445                0.000022                 -0.055131                0.000294                 
-0.001453                0.000008                 -0.000446                0.000021                 -0.055276                0.000294                 
-0.001453                0.000008                 -0.000447                0.000021                 -0.055420                0.000295                 
-0.001453                0.000008                 -0.000447                0.000020                 -0.055564                0.000295                 
-0.001453                0.000009                 -0.000448                0.000019                 -0.055709                0.000294                 
-0.001453                0.000009                 -0.000448                0.000019                 -0.055852                0.000294                 
-0.001453                0.000009                 -0.000449                0.000018                 -0.055996                0.000293                 
-0.001453                0.000010                 -0.000450                0.000017                 -0.056140                0.000291                 
-0.001453                0.000010                 -0.000450                0.000017                 -0.056283                0.000290                 
-0.001453                0.000010                 -0.000451                0.000016                 -0.056427                0.000288                 
-0.001453                0.000010                 -0.000452                0.000015                 -0.056570                0.000286                 
-0.001453                0.000010                 -0.000452                0.000015                 -0.056713                0.000284                 
-0.001453                0.000010                 -0.000453                0.000014                 -0.056857                0.000281                 
-0.001453                0.000011                 -0.000454                0.000013                 -0.057000                0.000279                 
-0.001453                0.000011                 -0.000455                0.000013                 -0.057143                0.000276                 
-0.001452                0.000011                 -0.000455                0.000012                 -0.057286                0.000273                 
-0.001452                0.000011                 -0.000456                0.000011                 -0.057429                0.000271                 
-0.001452                0.000011                 -0.000457                0.000011                 -0.057572                0.000268                 
-0.001452                0.000011                 -0.000458                0.000010                 -0.057715                0.000265                 
-0.001452                0.000011                 -0.000459                0.000010                 -0.057858                0.000262                 
-0.001452                0.000011                 -0.000459                0.000009                 -0.058001                0.000259                 
-0.001452                0.000011                 -0.000460                0.000008                 -0.058144                0.000256                 
-0.001451                0.000011                 -0.000461                0.000008                 -0.058288                0.000253                 
-0.001451                0.000011                 -0.000462                0.000008                 -0.058431                0.000251                 
-0.001451                0.000011                 -0.000463                0.000007                 -0.058574                0.000248                 
-0.001451                0.000011                 -0.000464                0.000007                 -0.058718                0.000246                 
-0.001451                0.000010                 -0.000465                0.000007                 -0.058861                0.000244                 
-0.001450                0.000010                 -0.000465                0.000006                 -0.059005                0.000242                 
-0.001450                0.000010                 -0.000466                0.000006                 -0.059149                0.000240                 
-0.001450                0.000010                 -0.000467                0.000006                 -0.059293                0.000239                 
-0.001450                0.000010                 -0.000468                0.000006                 -0.059437                0.000238                 
-0.001449                0.000010                 -0.000469                0.000006                 -0.059581                0.000237                 
-0.001449                0.000009                 -0.000470                0.000006                 -0.059725                0.000236                 
-0.001449                0.000009                 -0.000471                0.000006                 -0.059869                0.000236                 
-0.001449                0.000009                 -0.000472                0.000006                 -0.060014                0.000236                 
-0.001448                0.000009                 -0.000473                0.000006                 -0.060159                0.000236                 
-0.001448                0.000008                 -0.000474                0.000006                 -0.060304                0.000237                 
-0.001448                0.000008                 -0.000475                0.000006                 -0.060449                0.000238                 
-0.001448                0.000008                 -0.000476                0.000006                 -0.060594                0.000239                 
-0.001447                0.000008                 -0.000477                0.000006                 -0.060739                0.000240                 
-0.001447                0.000007                 -0.000477                0.000007                 -0.060884                0.000242                 
-0.001447                0.000007                 -0.000478                0.000007                 -0.061030                0.000245                 
-0.001447                0.000007                 -0.000479                0.000007                 -0.061176                0.000247                 
-0.001446                0.000006                 -0.000480                0.000008                 -0.061322                0.000250                 
-0.001446                0.000006                 -0.000481                0.000008                 -0.061467                0.000253                 
-0.001446                0.000006                 -0.000482                0.000009                 -0.061614                0.000257                 
-0.001446                0.000006                 -0.000483                0.000009                 -0.061760                0.000261                 
-0.001446                0.000005                 -0.000484                0.000010                 -0.061906                0.000265                 
-0.001445                0.000005                 -0.000485                0.000010                 -0.062053                0.000270                 
-0.001445                0.000005                 -0.000486                0.000011                 -0.062199                0.000275                 
-0.001445                0.000005                 -0.000487                0.000012                 -0.062346                0.000280                 
-0.001445                0.000004                 -0.000488                0.000012                 -0.062492                0.000285                 
-0.001445                0.000004                 -0.000489                0.000013                 -0.062639                0.000291                 
-0.001445                0.000004                 -0.000490                0.000014                 -0.062786                0.000297                 
-0.001444                0.000004                 -0.000490                0.000014                 -0.062933                0.000303                 
-0.001444                0.000003                 -0.000491                0.000015                 -0.063080                0.000309                 
-0.001444                0.000003                 -0.000492                0.000016                 -0.063227                0.000316                 
-0.001444                0.000003                 -0.000493                0.000016                 -0.063374                0.000323                 
-0.001444                0.000003                 -0.000494                0.000017                 -0.063522                0.000329                 
-0.001444                0.000003                 -0.000495                0.000018                 -0.063669                0.000336                 
-0.001444                0.000003                 -0.000496                0.000019                 -0.063816                0.000343                 
-0.001444                0.000003                 -0.000496                0.000019                 -0.063963                0.000351                 
-0.001444                0.000003                 -0.000497                0.000020                 -0.064110                0.000358                 
-0.001444                0.000002                 -0.000498                0.000021                 -0.064258                0.000365                 
-0.001444                0.000002                 -0.000499                0.000021                 -0.064405                0.000373                 
-0.001444                0.000002                 -0.000500                0.000022                 -0.064552                0.000380                 
-0.001444                0.000002                 -0.000500                0.000023                 -0.064699                0.000387                 
-0.001444                0.000002                 -0.000501                0.000023                 -0.064846                0.000395                 
-0.001444                0.000002                 -0.000502                0.000024                 -0.064994                0.000402                 
-0.001444                0.000002                 -0.000503                0.000024                 -0.065141                0.000409                 
-0.001444                0.000002                 -0.000504                0.000025                 -0.065288                0.000417                 
-0.001444                0.000002                 -0.000504                0.000025                 -0.065435                0.000424                 
-0.001444                0.000003                 -0.000505                0.000026                 -0.065581                0.000431                 
-0.001444                0.000003                 -0.000506                0.000026                 -0.065728                0.000438                 
-0.001444                0.000003                 -0.000507                0.000027                 -0.065875                0.000444                 
-0.001444                0.000003                 -0.000507                0.000027                 -0.066022                0.000451                 
-0.001444                0.000003                 -0.000508                0.000027                 -0.066168                0.000457                 
-0.001444                0.000003                 -0.000509                0.000028                 -0.066315                0.000464                 
-0.001444                0.000003                 -0.000510                0.000028                 -0.066461                0.000470                 
-0.001444                0.000003                 -0.000510                0.000028                 -0.066608                0.000476                 
-0.001444                0.000004                 -0.000511                0.000028                 -0.066754                0.000481                 
-0.001444                0.000004                 -0.000512                0.000028                 -0.066900                0.000487                 
-0.001444                0.000004                 -0.000512                0.000029                 -0.067046                0.000492                 
-0.001444                0.000004                 -0.000513                0.000029                 -0.067192                0.000497                 
-0.001444                0.000004                 -0.000514                0.000029                 -0.067338                0.000502                 
-0.001444                0.000004                 -0.000515                0.000029                 -0.067484                0.000506                 
-0.001444                0.000005                 -0.000515                0.000029                 -0.067630                0.000510                 
-0.001444                0.000005                 -0.000516                0.000029                 -0.067776                0.000514                 
-0.001444                0.000005                 -0.000517                0.000029                 -0.067921                0.000518                 
-0.001444                0.000005                 -0.000518                0.000029                 -0.068067                0.000522                 
-0.001444                0.000005                 -0.000518                0.000028                 -0.068212                0.000525                 
-0.001444                0.000006                 -0.000519                0.000028                 -0.068357                0.000528                 
-0.001444                0.000006                 -0.000520                0.000028                 -0.068503                0.000531                 
-0.001444                0.000006                 -0.000520                0.000028                 -0.068648                0.000533                 
-0.001444                0.000006                 -0.000521                0.000027                 -0.068793                0.000536                 
-0.001444                0.000006                 -0.000522                0.000027                 -0.068938                0.000538                 
-0.001444                0.000007                 -0.000523                0.000027                 -0.069083                0.000540                 
-0.001444                0.000007                 -0.000523                0.000027                 -0.069228                0.000541                 
-0.001444                0.000007                 -0.000524                0.000026                 -0.069373                0.000543                 
-0.001444                0.000007                 -0.000525                0.000026                 -0.069518                0.000544                 
-0.001444                0.000007                 -0.000526                0.000025                 -0.069663                0.000545                 
-0.001444                0.000008                 -0.000526                0.000025                 -0.069808                0.000546                 
-0.001444                0.000008                 -0.000527                0.000025                 -0.069953                0.000547                 
-0.001444                0.000008                 -0.000528                0.000024                 -0.070097                0.000548                 
-0.001444                0.000008                 -0.000529                0.000024                 -0.070242                0.000548                 
-0.001443                0.000008                 -0.000529                0.000023                 -0.070387                0.000548                 
-0.001443                0.000008                 -0.000530                0.000023                 -0.070531                0.000549                 
-0.001443                0.000008                 -0.000531                0.000023                 -0.070676                0.000549                 
-0.001443                0.000008                 -0.000532                0.000022                 -0.070821                0.000549                 
-0.001443                0.000009                 -0.000533                0.000022                 -0.070965                0.000548                 
-0.001443                0.000009                 -0.000533                0.000021                 -0.071110                0.000548                 
-0.001443                0.000009                 -0.000534                0.000021                 -0.071255                0.000548                 
-0.001443                0.000009                 -0.000535                0.000020                 -0.071400                0.000548                 
-0.001443                0.000009                 -0.000536                0.000020                 -0.071544                0.000548                 
-0.001443                0.000009                 -0.000537                0.000020                 -0.071689                0.000547                 
-0.001442                0.000009                 -0.000538                0.000019                 -0.071834                0.000547                 
-0.001442                0.000009                 -0.000538                0.000019                 -0.071979                0.000547                 
-0.001442                0.000009                 -0.000539                0.000018                 -0.072124                0.000546                 
-0.001442                0.000009                 -0.000540                0.000018                 -0.072269                0.000546                 
-0.001442                0.000009                 -0.000541                0.000018                 -0.072414                0.000546                 
-0.001442                0.000009                 -0.000542                0.000018                 -0.072559                0.000546                 
-0.001442                0.000009                 -0.000543                0.000017                 -0.072704                0.000546                 
-0.001441                0.000009                 -0.000543                0.000017                 -0.072849                0.000546                 
-0.001441                0.000009                 -0.000544                0.000017                 -0.072994                0.000546                 
-0.001441                0.000009                 -0.000545                0.000017                 -0.073139                0.000546                 
-0.001441                0.000009                 -0.000546                0.000016                 -0.073284                0.000546                 
-0.001441                0.000008                 -0.000547                0.000016                 -0.073429                0.000547                 
-0.001441                0.000008                 -0.000548                0.000016                 -0.073575                0.000547                 
-0.001441                0.000008                 -0.000548                0.000016                 -0.073720                0.000548                 
-0.001440                0.000008                 -0.000549                0.000016                 -0.073866                0.000548                 
-0.001440                0.000008                 -0.000550                0.000016                 -0.074011                0.000549                 
-0.001440                0.000008                 -0.000551                0.000016                 -0.074157                0.000550                 
-0.001440                0.000008                 -0.000552                0.000016                 -0.074302                0.000551                 
-0.001440                0.000008                 -0.000553                0.000016                 -0.074448                0.000553                 
-0.001440                0.000008                 -0.000554                0.000016                 -0.074594                0.000554                 
