roll-rate                pitch-rate               yaw-rate                 acc_x_NED                acc_y_NED                acc_z_NED                
-0.000415                0.000014                 0.000054                 -0.000009                0.016100                 0.000127                 
-0.000415                0.000014                 0.000054                 -0.000010                0.016064                 0.000119                 
-0.000415                0.000014                 0.000053                 -0.000011                0.016028                 0.000111                 
-0.000415                0.000015                 0.000053                 -0.000012                0.015992                 0.000103                 
-0.000415                0.000015                 0.000053                 -0.000013                0.015957                 0.000095                 
-0.000415                0.000015                 0.000053                 -0.000014                0.015921                 0.000087                 
-0.000415                0.000015                 0.000053                 -0.000015                0.015885                 0.000079                 
-0.000414                0.000014                 0.000052                 -0.000016                0.015849                 0.000071                 
-0.000414                0.000014                 0.000052                 -0.000016                0.015813                 0.000063                 
-0.000414                0.000014                 0.000052                 -0.000017                0.015777                 0.000056                 
-0.000414                0.000014                 0.000052                 -0.000018                0.015741                 0.000048                 
-0.000414                0.000014                 0.000051                 -0.000018                0.015704                 0.000041                 
-0.000413                0.000014                 0.000051                 -0.000019                0.015668                 0.000034                 
-0.000413                0.000014                 0.000051                 -0.000019                0.015631                 0.000028                 
-0.000413                0.000013                 0.000050                 -0.000020                0.015594                 0.000021                 
-0.000413                0.000013                 0.000050                 -0.000020                0.015557                 0.000015                 
-0.000412                0.000013                 0.000050                 -0.000020                0.015520                 0.000010                 
-0.000412                0.000012                 0.000049                 -0.000020                0.015483                 0.000005                 
-0.000412                0.000012                 0.000049                 -0.000020                0.015445                 -0.000000                
-0.000412                0.000012                 0.000048                 -0.000020                0.015408                 -0.000005                
-0.000411                0.000011                 0.000048                 -0.000020                0.015370                 -0.000008                
-0.000411                0.000011                 0.000048                 -0.000020                0.015332                 -0.000012                
-0.000411                0.000011                 0.000047                 -0.000020                0.015293                 -0.000015                
-0.000411                0.000010                 0.000047                 -0.000020                0.015255                 -0.000017                
-0.000410                0.000010                 0.000046                 -0.000020                0.015216                 -0.000019                
-0.000410                0.000009                 0.000046                 -0.000019                0.015177                 -0.000021                
-0.000410                0.000009                 0.000045                 -0.000019                0.015138                 -0.000022                
-0.000409                0.000009                 0.000045                 -0.000019                0.015098                 -0.000022                
-0.000409                0.000008                 0.000045                 -0.000018                0.015059                 -0.000022                
-0.000409                0.000008                 0.000044                 -0.000018                0.015019                 -0.000022                
-0.000409                0.000007                 0.000044                 -0.000017                0.014979                 -0.000021                
-0.000409                0.000007                 0.000043                 -0.000016                0.014939                 -0.000020                
-0.000408                0.000007                 0.000043                 -0.000016                0.014899                 -0.000018                
-0.000408                0.000006                 0.000043                 -0.000015                0.014858                 -0.000015                
-0.000408                0.000006                 0.000042                 -0.000014                0.014817                 -0.000013                
-0.000408                0.000005                 0.000042                 -0.000013                0.014777                 -0.000010                
-0.000408                0.000005                 0.000041                 -0.000013                0.014736                 -0.000006                
-0.000408                0.000005                 0.000041                 -0.000012                0.014695                 -0.000002                
-0.000407                0.000004                 0.000041                 -0.000011                0.014653                 0.000002                 
-0.000407                0.000004                 0.000040                 -0.000010                0.014612                 0.000007                 
-0.000407                0.000004                 0.000040                 -0.000009                0.014571                 0.000012                 
-0.000407                0.000003                 0.000040                 -0.000008                0.014529                 0.000017                 
-0.000407                0.000003                 0.000039                 -0.000007                0.014487                 0.000023                 
-0.000407                0.000003                 0.000039                 -0.000006                0.014446                 0.000029                 
-0.000407                0.000003                 0.000039                 -0.000005                0.014404                 0.000035                 
-0.000407                0.000003                 0.000039                 -0.000004                0.014362                 0.000041                 
-0.000407                0.000002                 0.000038                 -0.000003                0.014320                 0.000048                 
-0.000407                0.000002                 0.000038                 -0.000002                0.014279                 0.000054                 
-0.000407                0.000002                 0.000038                 -0.000001                0.014237                 0.000061                 
-0.000407                0.000002                 0.000037                 -0.000000                0.014195                 0.000068                 
-0.000407                0.000002                 0.000037                 0.000000                 0.014153                 0.000075                 
-0.000407                0.000002                 0.000037                 0.000001                 0.014111                 0.000082                 
-0.000407                0.000002                 0.000037                 0.000002                 0.014070                 0.000089                 
-0.000407                0.000002                 0.000037                 0.000003                 0.014028                 0.000096                 
-0.000407                0.000002                 0.000036                 0.000004                 0.013986                 0.000102                 
-0.000407                0.000002                 0.000036                 0.000004                 0.013945                 0.000109                 
-0.000407                0.000002                 0.000036                 0.000005                 0.013903                 0.000116                 
-0.000407                0.000002                 0.000036                 0.000006                 0.013862                 0.000122                 
-0.000407                0.000002                 0.000036                 0.000006                 0.013820                 0.000129                 
-0.000408                0.000002                 0.000036                 0.000007                 0.013779                 0.000135                 
-0.000408                0.000002                 0.000036                 0.000008                 0.013738                 0.000141                 
-0.000408                0.000002                 0.000035                 0.000008                 0.013697                 0.000147                 
-0.000408                0.000003                 0.000035                 0.000009                 0.013656                 0.000153                 
-0.000408                0.000003                 0.000035                 0.000009                 0.013615                 0.000158                 
-0.000408                0.000003                 0.000035                 0.000009                 0.013574                 0.000163                 
-0.000408                0.000003                 0.000035                 0.000010                 0.013534                 0.000168                 
-0.000408                0.000003                 0.000035                 0.000010                 0.013493                 0.000172                 
-0.000409                0.000004                 0.000035                 0.000010                 0.013453                 0.000177                 
-0.000409                0.000004                 0.000035                 0.000010                 0.013412                 0.000181                 
-0.000409                0.000004                 0.000034                 0.000010                 0.013372                 0.000184                 
-0.000409                0.000004                 0.000034                 0.000010                 0.013332                 0.000187                 
-0.000409                0.000005                 0.000034                 0.000010                 0.013293                 0.000190                 
-0.000409                0.000005                 0.000034                 0.000010                 0.013253                 0.000193                 
-0.000409                0.000005                 0.000034                 0.000010                 0.013213                 0.000195                 
-0.000409                0.000006                 0.000034                 0.000010                 0.013174                 0.000197                 
-0.000410                0.000006                 0.000034                 0.000010                 0.013134                 0.000198                 
-0.000410                0.000006                 0.000034                 0.000009                 0.013095                 0.000199                 
-0.000410                0.000006                 0.000034                 0.000009                 0.013056                 0.000200                 
-0.000410                0.000007                 0.000034                 0.000009                 0.013017                 0.000201                 
-0.000410                0.000007                 0.000033                 0.000008                 0.012978                 0.000201                 
-0.000410                0.000007                 0.000033                 0.000008                 0.012939                 0.000201                 
-0.000410                0.000008                 0.000033                 0.000007                 0.012900                 0.000200                 
-0.000410                0.000008                 0.000033                 0.000007                 0.012862                 0.000199                 
-0.000410                0.000008                 0.000033                 0.000006                 0.012823                 0.000198                 
-0.000410                0.000008                 0.000033                 0.000006                 0.012785                 0.000197                 
-0.000410                0.000009                 0.000033                 0.000005                 0.012746                 0.000195                 
-0.000410                0.000009                 0.000033                 0.000005                 0.012708                 0.000193                 
-0.000410                0.000009                 0.000032                 0.000004                 0.012670                 0.000191                 
-0.000410                0.000009                 0.000032                 0.000003                 0.012631                 0.000188                 
-0.000410                0.000010                 0.000032                 0.000003                 0.012593                 0.000185                 
-0.000410                0.000010                 0.000032                 0.000002                 0.012555                 0.000183                 
-0.000410                0.000010                 0.000032                 0.000001                 0.012517                 0.000179                 
-0.000410                0.000010                 0.000032                 0.000001                 0.012479                 0.000176                 
-0.000410                0.000010                 0.000031                 -0.000000                0.012440                 0.000173                 
-0.000410                0.000010                 0.000031                 -0.000001                0.012402                 0.000169                 
-0.000410                0.000011                 0.000031                 -0.000001                0.012364                 0.000165                 
-0.000410                0.000011                 0.000031                 -0.000002                0.012326                 0.000162                 
-0.000410                0.000011                 0.000031                 -0.000003                0.012288                 0.000158                 
-0.000410                0.000011                 0.000030                 -0.000003                0.012250                 0.000154                 
-0.000410                0.000011                 0.000030                 -0.000004                0.012211                 0.000150                 
-0.000410                0.000011                 0.000030                 -0.000005                0.012173                 0.000146                 
-0.000410                0.000011                 0.000030                 -0.000005                0.012135                 0.000142                 
-0.000410                0.000011                 0.000029                 -0.000006                0.012096                 0.000138                 
-0.000410                0.000011                 0.000029                 -0.000006                0.012058                 0.000134                 
-0.000410                0.000011                 0.000029                 -0.000007                0.012020                 0.000130                 
-0.000410                0.000011                 0.000029                 -0.000008                0.011981                 0.000126                 
-0.000409                0.000011                 0.000028                 -0.000008                0.011943                 0.000123                 
-0.000409                0.000011                 0.000028                 -0.000009                0.011904                 0.000119                 
-0.000409                0.000011                 0.000028                 -0.000009                0.011865                 0.000115                 
-0.000409                0.000011                 0.000027                 -0.000009                0.011827                 0.000112                 
-0.000409                0.000011                 0.000027                 -0.000010                0.011788                 0.000109                 
-0.000409                0.000010                 0.000027                 -0.000010                0.011749                 0.000106                 
-0.000409                0.000010                 0.000027                 -0.000010                0.011710                 0.000103                 
-0.000409                0.000010                 0.000026                 -0.000011                0.011671                 0.000100                 
-0.000408                0.000010                 0.000026                 -0.000011                0.011632                 0.000097                 
-0.000408                0.000010                 0.000026                 -0.000011                0.011592                 0.000095                 
-0.000408                0.000010                 0.000025                 -0.000011                0.011553                 0.000092                 
-0.000408                0.000010                 0.000025                 -0.000011                0.011514                 0.000090                 
-0.000408                0.000009                 0.000025                 -0.000012                0.011474                 0.000088                 
-0.000408                0.000009                 0.000025                 -0.000012                0.011435                 0.000087                 
-0.000408                0.000009                 0.000024                 -0.000012                0.011395                 0.000085                 
-0.000408                0.000009                 0.000024                 -0.000012                0.011356                 0.000084                 
-0.000408                0.000009                 0.000024                 -0.000012                0.011316                 0.000083                 
-0.000407                0.000009                 0.000023                 -0.000011                0.011276                 0.000082                 
-0.000407                0.000008                 0.000023                 -0.000011                0.011236                 0.000082                 
-0.000407                0.000008                 0.000023                 -0.000011                0.011196                 0.000082                 
-0.000407                0.000008                 0.000023                 -0.000011                0.011156                 0.000081                 
-0.000407                0.000008                 0.000022                 -0.000011                0.011116                 0.000082                 
-0.000407                0.000008                 0.000022                 -0.000011                0.011076                 0.000082                 
-0.000407                0.000007                 0.000022                 -0.000010                0.011036                 0.000082                 
-0.000407                0.000007                 0.000021                 -0.000010                0.010996                 0.000083                 
-0.000407                0.000007                 0.000021                 -0.000010                0.010956                 0.000084                 
-0.000407                0.000007                 0.000021                 -0.000009                0.010916                 0.000085                 
-0.000407                0.000007                 0.000021                 -0.000009                0.010875                 0.000087                 
-0.000407                0.000007                 0.000020                 -0.000009                0.010835                 0.000088                 
-0.000407                0.000006                 0.000020                 -0.000008                0.010795                 0.000090                 
-0.000407                0.000006                 0.000020                 -0.000008                0.010754                 0.000091                 
-0.000407                0.000006                 0.000020                 -0.000008                0.010714                 0.000093                 
-0.000407                0.000006                 0.000019                 -0.000007                0.010674                 0.000096                 
-0.000407                0.000006                 0.000019                 -0.000007                0.010633                 0.000098                 
-0.000407                0.000006                 0.000019                 -0.000006                0.010593                 0.000100                 
-0.000407                0.000006                 0.000019                 -0.000006                0.010553                 0.000103                 
-0.000407                0.000006                 0.000019                 -0.000005                0.010512                 0.000105                 
-0.000407                0.000005                 0.000018                 -0.000005                0.010472                 0.000108                 
-0.000407                0.000005                 0.000018                 -0.000004                0.010432                 0.000110                 
-0.000407                0.000005                 0.000018                 -0.000004                0.010391                 0.000113                 
-0.000407                0.000005                 0.000018                 -0.000004                0.010351                 0.000116                 
-0.000407                0.000005                 0.000017                 -0.000003                0.010311                 0.000119                 
-0.000407                0.000005                 0.000017                 -0.000003                0.010270                 0.000122                 
-0.000407                0.000005                 0.000017                 -0.000002                0.010230                 0.000125                 
-0.000407                0.000005                 0.000017                 -0.000002                0.010190                 0.000128                 
-0.000407                0.000005                 0.000017                 -0.000001                0.010150                 0.000131                 
-0.000407                0.000005                 0.000017                 -0.000001                0.010110                 0.000134                 
-0.000407                0.000005                 0.000016                 -0.000001                0.010069                 0.000136                 
-0.000407                0.000005                 0.000016                 -0.000000                0.010029                 0.000139                 
-0.000407                0.000005                 0.000016                 0.000000                 0.009989                 0.000142                 
-0.000407                0.000005                 0.000016                 0.000001                 0.009949                 0.000145                 
-0.000407                0.000005                 0.000016                 0.000001                 0.009910                 0.000148                 
-0.000407                0.000005                 0.000015                 0.000001                 0.009870                 0.000150                 
-0.000407                0.000005                 0.000015                 0.000001                 0.009830                 0.000153                 
-0.000407                0.000005                 0.000015                 0.000002                 0.009790                 0.000155                 
-0.000407                0.000005                 0.000015                 0.000002                 0.009750                 0.000158                 
-0.000407                0.000005                 0.000015                 0.000002                 0.009711                 0.000160                 
-0.000407                0.000005                 0.000015                 0.000002                 0.009671                 0.000162                 
-0.000407                0.000006                 0.000014                 0.000003                 0.009631                 0.000164                 
-0.000407                0.000006                 0.000014                 0.000003                 0.009592                 0.000166                 
-0.000407                0.000006                 0.000014                 0.000003                 0.009552                 0.000168                 
-0.000407                0.000006                 0.000014                 0.000003                 0.009513                 0.000170                 
-0.000407                0.000006                 0.000014                 0.000003                 0.009473                 0.000171                 
-0.000407                0.000006                 0.000013                 0.000003                 0.009434                 0.000173                 
-0.000407                0.000006                 0.000013                 0.000003                 0.009395                 0.000174                 
-0.000407                0.000006                 0.000013                 0.000003                 0.009355                 0.000175                 
-0.000407                0.000006                 0.000013                 0.000003                 0.009316                 0.000176                 
-0.000407                0.000006                 0.000013                 0.000003                 0.009277                 0.000177                 
-0.000407                0.000006                 0.000013                 0.000003                 0.009238                 0.000178                 
-0.000407                0.000007                 0.000012                 0.000003                 0.009198                 0.000179                 
-0.000407                0.000007                 0.000012                 0.000003                 0.009159                 0.000179                 
-0.000407                0.000007                 0.000012                 0.000003                 0.009120                 0.000180                 
-0.000407                0.000007                 0.000012                 0.000003                 0.009081                 0.000180                 
-0.000407                0.000007                 0.000012                 0.000003                 0.009042                 0.000181                 
-0.000407                0.000007                 0.000011                 0.000003                 0.009003                 0.000181                 
-0.000407                0.000007                 0.000011                 0.000003                 0.008964                 0.000181                 
-0.000407                0.000007                 0.000011                 0.000003                 0.008925                 0.000181                 
-0.000407                0.000007                 0.000011                 0.000002                 0.008886                 0.000180                 
-0.000407                0.000007                 0.000011                 0.000002                 0.008847                 0.000180                 
-0.000407                0.000008                 0.000010                 0.000002                 0.008808                 0.000180                 
-0.000407                0.000008                 0.000010                 0.000002                 0.008768                 0.000179                 
-0.000407                0.000008                 0.000010                 0.000002                 0.008729                 0.000179                 
-0.000407                0.000008                 0.000010                 0.000001                 0.008690                 0.000178                 
-0.000407                0.000008                 0.000010                 0.000001                 0.008651                 0.000177                 
-0.000407                0.000008                 0.000009                 0.000001                 0.008612                 0.000177                 
-0.000407                0.000008                 0.000009                 0.000001                 0.008573                 0.000176                 
-0.000407                0.000008                 0.000009                 0.000001                 0.008534                 0.000175                 
-0.000407                0.000008                 0.000009                 0.000000                 0.008495                 0.000174                 
-0.000407                0.000008                 0.000008                 0.000000                 0.008456                 0.000173                 
-0.000407                0.000008                 0.000008                 -0.000000                0.008417                 0.000172                 
-0.000407                0.000008                 0.000008                 -0.000000                0.008378                 0.000171                 
-0.000407                0.000008                 0.000008                 -0.000001                0.008339                 0.000170                 
-0.000407                0.000008                 0.000008                 -0.000001                0.008299                 0.000169                 
-0.000407                0.000008                 0.000007                 -0.000001                0.008260                 0.000168                 
-0.000407                0.000008                 0.000007                 -0.000001                0.008221                 0.000167                 
-0.000407                0.000008                 0.000007                 -0.000002                0.008182                 0.000166                 
-0.000407                0.000008                 0.000007                 -0.000002                0.008143                 0.000164                 
-0.000407                0.000008                 0.000006                 -0.000002                0.008103                 0.000163                 
-0.000406                0.000008                 0.000006                 -0.000002                0.008064                 0.000162                 
-0.000406                0.000008                 0.000006                 -0.000002                0.008025                 0.000161                 
-0.000406                0.000008                 0.000006                 -0.000003                0.007985                 0.000160                 
-0.000406                0.000008                 0.000005                 -0.000003                0.007946                 0.000159                 
-0.000406                0.000008                 0.000005                 -0.000003                0.007906                 0.000158                 
-0.000406                0.000008                 0.000005                 -0.000003                0.007867                 0.000158                 
-0.000406                0.000008                 0.000005                 -0.000003                0.007827                 0.000157                 
-0.000406                0.000008                 0.000004                 -0.000003                0.007788                 0.000156                 
-0.000406                0.000008                 0.000004                 -0.000003                0.007748                 0.000155                 
-0.000406                0.000008                 0.000004                 -0.000004                0.007709                 0.000155                 
-0.000406                0.000008                 0.000004                 -0.000004                0.007669                 0.000154                 
-0.000406                0.000008                 0.000003                 -0.000004                0.007630                 0.000153                 
-0.000406                0.000008                 0.000003                 -0.000004                0.007590                 0.000153                 
-0.000406                0.000008                 0.000003                 -0.000004                0.007550                 0.000152                 
-0.000406                0.000008                 0.000003                 -0.000004                0.007511                 0.000152                 
-0.000406                0.000008                 0.000002                 -0.000004                0.007471                 0.000152                 
-0.000406                0.000008                 0.000002                 -0.000004                0.007431                 0.000151                 
-0.000406                0.000008                 0.000002                 -0.000004                0.007391                 0.000151                 
-0.000405                0.000008                 0.000002                 -0.000004                0.007352                 0.000151                 
-0.000405                0.000008                 0.000001                 -0.000004                0.007312                 0.000151                 
-0.000405                0.000008                 0.000001                 -0.000004                0.007272                 0.000151                 
-0.000405                0.000007                 0.000001                 -0.000004                0.007232                 0.000151                 
-0.000405                0.000007                 0.000001                 -0.000004                0.007192                 0.000151                 
-0.000405                0.000007                 0.000001                 -0.000004                0.007153                 0.000151                 
-0.000405                0.000007                 0.000000                 -0.000004                0.007113                 0.000152                 
-0.000405                0.000007                 0.000000                 -0.000004                0.007073                 0.000152                 
-0.000405                0.000007                 -0.000000                -0.000004                0.007033                 0.000152                 
-0.000405                0.000007                 -0.000000                -0.000004                0.006993                 0.000153                 
-0.000405                0.000007                 -0.000001                -0.000004                0.006953                 0.000153                 
-0.000405                0.000007                 -0.000001                -0.000004                0.006914                 0.000154                 
-0.000405                0.000007                 -0.000001                -0.000004                0.006874                 0.000154                 
-0.000405                0.000007                 -0.000001                -0.000003                0.006834                 0.000155                 
-0.000405                0.000007                 -0.000002                -0.000003                0.006794                 0.000155                 
-0.000405                0.000007                 -0.000002                -0.000003                0.006754                 0.000156                 
-0.000405                0.000007                 -0.000002                -0.000003                0.006714                 0.000157                 
-0.000405                0.000007                 -0.000002                -0.000003                0.006675                 0.000157                 
-0.000405                0.000007                 -0.000002                -0.000003                0.006635                 0.000158                 
-0.000405                0.000007                 -0.000003                -0.000003                0.006595                 0.000159                 
-0.000405                0.000007                 -0.000003                -0.000003                0.006555                 0.000160                 
-0.000405                0.000007                 -0.000003                -0.000002                0.006515                 0.000161                 
-0.000405                0.000007                 -0.000003                -0.000002                0.006476                 0.000161                 
-0.000405                0.000007                 -0.000003                -0.000002                0.006436                 0.000162                 
-0.000405                0.000007                 -0.000004                -0.000002                0.006396                 0.000163                 
-0.000405                0.000007                 -0.000004                -0.000002                0.006357                 0.000164                 
-0.000405                0.000007                 -0.000004                -0.000002                0.006317                 0.000165                 
-0.000405                0.000007                 -0.000004                -0.000002                0.006277                 0.000166                 
-0.000405                0.000007                 -0.000004                -0.000002                0.006237                 0.000167                 
-0.000405                0.000007                 -0.000005                -0.000001                0.006198                 0.000167                 
-0.000405                0.000007                 -0.000005                -0.000001                0.006158                 0.000168                 
-0.000405                0.000007                 -0.000005                -0.000001                0.006119                 0.000169                 
-0.000405                0.000007                 -0.000005                -0.000001                0.006079                 0.000170                 
-0.000405                0.000007                 -0.000005                -0.000001                0.006039                 0.000171                 
-0.000405                0.000007                 -0.000006                -0.000001                0.006000                 0.000172                 
-0.000405                0.000007                 -0.000006                -0.000001                0.005960                 0.000173                 
-0.000405                0.000007                 -0.000006                -0.000001                0.005921                 0.000173                 
-0.000405                0.000007                 -0.000006                -0.000000                0.005881                 0.000174                 
-0.000405                0.000007                 -0.000006                -0.000000                0.005842                 0.000175                 
-0.000405                0.000007                 -0.000007                -0.000000                0.005802                 0.000176                 
-0.000405                0.000007                 -0.000007                -0.000000                0.005763                 0.000176                 
-0.000405                0.000007                 -0.000007                -0.000000                0.005723                 0.000177                 
-0.000405                0.000007                 -0.000007                -0.000000                0.005684                 0.000178                 
-0.000405                0.000007                 -0.000007                0.000000                 0.005644                 0.000178                 
-0.000405                0.000007                 -0.000008                0.000000                 0.005605                 0.000179                 
-0.000405                0.000007                 -0.000008                0.000000                 0.005565                 0.000179                 
-0.000405                0.000007                 -0.000008                0.000000                 0.005526                 0.000180                 
-0.000405                0.000007                 -0.000008                0.000000                 0.005487                 0.000180                 
-0.000405                0.000007                 -0.000009                0.000000                 0.005447                 0.000181                 
-0.000405                0.000007                 -0.000009                0.000000                 0.005408                 0.000181                 
-0.000405                0.000007                 -0.000009                0.000000                 0.005369                 0.000182                 
-0.000405                0.000007                 -0.000009                0.000000                 0.005329                 0.000182                 
-0.000405                0.000007                 -0.000009                0.000000                 0.005290                 0.000183                 
-0.000405                0.000007                 -0.000010                0.000000                 0.005250                 0.000183                 
-0.000405                0.000007                 -0.000010                0.000000                 0.005211                 0.000183                 
-0.000405                0.000007                 -0.000010                0.000000                 0.005172                 0.000184                 
-0.000405                0.000007                 -0.000010                0.000000                 0.005132                 0.000184                 
-0.000405                0.000007                 -0.000010                0.000000                 0.005093                 0.000184                 
-0.000405                0.000007                 -0.000011                0.000000                 0.005054                 0.000184                 
-0.000405                0.000007                 -0.000011                0.000000                 0.005014                 0.000185                 
-0.000405                0.000007                 -0.000011                0.000000                 0.004975                 0.000185                 
-0.000405                0.000007                 -0.000011                0.000000                 0.004936                 0.000185                 
-0.000405                0.000007                 -0.000012                0.000000                 0.004896                 0.000185                 
-0.000405                0.000007                 -0.000012                0.000000                 0.004857                 0.000185                 
-0.000405                0.000007                 -0.000012                0.000000                 0.004818                 0.000185                 
-0.000405                0.000007                 -0.000012                0.000000                 0.004778                 0.000185                 
-0.000405                0.000007                 -0.000012                0.000000                 0.004739                 0.000185                 
-0.000405                0.000007                 -0.000013                0.000000                 0.004699                 0.000186                 
-0.000405                0.000007                 -0.000013                0.000000                 0.004660                 0.000186                 
-0.000405                0.000007                 -0.000013                0.000000                 0.004621                 0.000186                 
-0.000404                0.000007                 -0.000013                0.000000                 0.004581                 0.000186                 
-0.000404                0.000007                 -0.000014                0.000000                 0.004542                 0.000186                 
-0.000404                0.000007                 -0.000014                0.000000                 0.004502                 0.000186                 
-0.000404                0.000007                 -0.000014                0.000000                 0.004463                 0.000186                 
-0.000404                0.000007                 -0.000014                0.000000                 0.004423                 0.000186                 
-0.000404                0.000007                 -0.000014                0.000000                 0.004384                 0.000186                 
-0.000404                0.000007                 -0.000015                0.000000                 0.004344                 0.000186                 
